	NotOutlier_PIK3CA.Mutation.Status_False	NotOutlier_PIK3CA.Mutation.Status_True	Outliers_PIK3CA.Mutation.Status_False	Outliers_PIK3CA.Mutation.Status_True	fisherp_PIK3CA.Mutation.Status_False	fisherp_PIK3CA.Mutation.Status_True	fisherFDR_PIK3CA.Mutation.Status_False	fisherFDR_PIK3CA.Mutation.Status_True
NP_060110	928.0	467.0	25.0	23.0		0.043845985793856665		0.16606667119423213
NP_060115	427.0	219.0	9.0	12.0		0.0354172231356224		0.1474021058561357
NP_060189	271.0	126.0	12.0	13.0		0.04746426365857745		0.17121037962558294
NP_060275	404.0	200.0	15.0	12.0		0.21982738583363326		0.41279812740723965
NP_060362	382.0	193.0	8.0	11.0		0.046104089048789695		0.17057985211530763
NP_060395	1493.0	714.0	58.0	38.0		0.14872783413216914		0.33630249061229295
NP_060439	793.0	377.0	39.0	36.0		0.007461186345631293		0.07348384596497232
NP_060493	455.0	242.0	16.0	14.0		0.24058687128074852		0.42079585437294026
NP_060537	1418.0	727.0	60.0	54.0		0.004462404028632022		0.0558685759172534
NP_060548	489.0	238.0	17.0	12.0		0.3226646067239651		0.48569701179110614
NP_060621	1016.0	528.0	26.0	26.0		0.02538805360624736		0.11834738834912231
NP_060649	632.0	329.0	24.0	24.0		0.02987687221562546		0.13511481016917187
NP_060731	457.0	226.0	22.0	12.0		0.8523571847347488		0.9077354715223677
NP_060733	655.0	326.0	27.0	24.0		0.048584564456499044		0.17318968270963778
NP_060757	673.0	350.0	22.0	12.0		0.8568064186646771		0.9077354715223677
NP_060952	560.0	296.0	23.0	15.0		0.6020569647941287		0.7210405546743913
NP_061173	814.0	434.0	37.0	20.0		1.0		1.0
NP_062552	513.0	262.0	32.0	23.0		0.24121245255998627		0.42079585437294026
NP_062565	942.0	478.0	21.0	23.0		0.014667521588030504		0.08718234997655852
NP_064578	473.0	246.0	12.0	12.0		0.12805031000938963		0.303119093225352
NP_065176	1478.0	768.0	33.0	22.0		0.38979733966984687		0.5393762653603473
NP_065778	548.0	295.0	8.0	13.0		0.018658765538796307		0.09734455563275164
NP_065805	1014.0	495.0	42.0	29.0		0.1586373317310002		0.3409015001027877
NP_065816	599.0	296.0	28.0	20.0		0.27140234137936275		0.44683884008426245
NP_065823	565.0	292.0	25.0	16.0		0.5053584381749427		0.6433764990210405
NP_065875	1041.0	526.0	31.0	19.0		0.5442825356397303		0.684305428625885
NP_065883	1063.0	527.0	36.0	33.0		0.01348840809326298		0.08514557608872256
NP_065897	733.0	381.0	20.0	17.0		0.16009502568440598		0.34161121677728884
NP_065899	1894.0	958.0	48.0	25.0		0.9006548400431464		0.9282259065750794
NP_065953	1325.0	719.0	33.0	24.0		0.32540096829569154		0.48569701179110614
NP_065997	422.0	223.0	19.0	16.0		0.20390975844555137		0.3908156088354595
NP_067643	970.0	478.0	34.0	19.0		0.6581919039392905		0.7790318238031446
NP_068506	1456.0	730.0	34.0	23.0		0.3197009800183836		0.48569701179110614
NP_071895	354.0	189.0	15.0	10.0		0.6690469388539474		0.7827074226746953
NP_071918	546.0	259.0	13.0	20.0		0.0011341981462956153		0.024547288451969386
NP_071934	639.0	320.0	12.0	13.0		0.05683470516321563		0.19349343443207118
NP_072174	3478.0	1719.0	84.0	62.0		0.020463184196377708		0.10164499690987616
NP_073568	765.0	385.0	33.0	33.0		0.007518149257142382		0.07348384596497232
NP_073585	1096.0	558.0	45.0	23.0		1.0		1.0
NP_073605	652.0	340.0	40.0	32.0		0.09566352609744927		0.2548842335629371
NP_073613	341.0	171.0	18.0	10.0		0.838122752450991		0.9005361489101074
NP_073752	398.0	213.0	25.0	14.0		0.8645488054940056		0.9117038995585144
NP_078772	653.0	307.0	33.0	26.0		0.06294020859017171		0.19865503336272947
NP_079031	628.0	338.0	32.0	22.0		0.38422447657365755		0.5393762653603473
NP_079052	873.0	450.0	19.0	22.0		0.011963020017511327		0.07927173963455211
NP_079410	279.0	152.0	21.0	12.0		1.0		1.0
NP_112179	436.0	221.0	15.0	16.0		0.05188626646098828		0.17865384929181194
NP_112533	616.0	309.0	12.0	13.0		0.08409546430369494		0.24267548270494824
NP_112553	335.0	169.0	12.0	10.0		0.2571501820134072		0.435287738268505
NP_112604	358.0	171.0	30.0	15.0		0.8696819823783619		0.9117038995585144
NP_113612	203.0	108.0	10.0	10.0		0.22734681625519226		0.41497641762242926
NP_114128	1064.0	537.0	38.0	22.0		0.6765525366547178		0.7854230597945575
NP_115593	825.0	425.0	28.0	23.0		0.13169980161445952		0.30934139448977704
NP_115754	379.0	189.0	12.0	14.0		0.03560740826912154		0.1474021058561357
NP_115812	2015.0	1032.0	65.0	41.0		0.2992900892633965		0.466515215507755
NP_115941	492.0	242.0	6.0	12.0		0.004556078196956883		0.0558685759172534
NP_116114	716.0	374.0	54.0	36.0		0.3002325644356839		0.466515215507755
NP_116165	537.0	271.0	20.0	24.0		0.00556660358047875		0.06023860303160933
NP_150091	378.0	163.0	7.0	17.0		7.194338757341601e-05		0.007266282144915017
NP_203752	690.0	342.0	10.0	15.0		0.008707805884488426		0.0785849756248848
NP_277052	946.0	474.0	33.0	26.0		0.09332987174273963		0.254765325568019
NP_443094	786.0	390.0	28.0	28.0		0.013361993406872968		0.08514557608872256
NP_444254	790.0	388.0	24.0	20.0		0.10262665509794827		0.2548842335629371
NP_477352	335.0	160.0	14.0	13.0		0.09628547330947465		0.2548842335629371
NP_510880	1057.0	545.0	31.0	26.0		0.08775895984277662		0.2485136900220684
NP_542416	583.0	270.0	11.0	12.0		0.04352881176961565		0.16606667119423213
NP_542417	1541.0	803.0	56.0	37.0		0.26831817136006775		0.4467055270445084
NP_570899	485.0	249.0	14.0	14.0		0.1036324945615307		0.2552898036759659
NP_597677	1042.0	524.0	47.0	26.0		0.704917311917408		0.807601183468914
NP_597734	1736.0	828.0	41.0	27.0		0.2371850655786069		0.42079585437294026
NP_612429	1808.0	909.0	31.0	23.0		0.1898431082698052		0.37241683028020645
NP_620147	542.0	298.0	19.0	27.0		0.0024565711320207713		0.039175844894857564
NP_620305	1082.0	557.0	34.0	29.0		0.057979746583240274		0.19359886548032887
NP_653205	558.0	304.0	36.0	20.0		1.0		1.0
NP_663780	814.0	369.0	15.0	13.0		0.10006443349697114		0.2548842335629371
NP_680780	705.0	380.0	32.0	22.0		0.3855565708186108		0.5393762653603473
NP_683692	1106.0	564.0	37.0	41.0		0.0009314391031947418		0.02351883735566723
NP_689749	608.0	309.0	13.0	11.0		0.27429710975469573		0.44683884008426245
NP_689771	149.0	71.0	12.0	8.0		0.4677138098971356		0.6082286884070047
NP_705833	580.0	303.0	8.0	13.0		0.01800578946792617		0.09734455563275164
NP_733793	695.0	370.0	19.0	17.0		0.1546116855161967		0.3395202950227904
NP_733821	1891.0	948.0	70.0	36.0		0.9166430701221082		0.9383204400236446
NP_757366	628.0	329.0	12.0	10.0		0.3643208938711803		0.5281781380046298
NP_778228	875.0	409.0	26.0	21.0		0.07974940909042166		0.23521929682135756
NP_821133	406.0	206.0	14.0	12.0		0.20776091184237638		0.3934472268015003
NP_848927	577.0	280.0	16.0	19.0		0.01030693245908179		0.07909823818167054
NP_859063	235.0	91.0	2.0	13.0		6.589877307330266e-06		0.001465747921463621
NP_872363	1192.0	609.0	31.0	21.0		0.3729244731900663		0.534554164017416
NP_909122	316.0	164.0	17.0	15.0		0.17950470714286113		0.3620199078476755
NP_919254	738.0	364.0	19.0	19.0		0.03575007401201853		0.1474021058561357
NP_940890	1463.0	756.0	42.0	24.0		0.694386068017553		0.7999961163852416
NP_958431	908.0	449.0	19.0	13.0		0.4476682671963049		0.5872012335951533
NP_958782	1747.0	918.0	75.0	42.0		0.7659989143194994		0.8439915310502121
NP_976324	676.0	329.0	30.0	21.0		0.22410442228938265		0.4140465850834326
NP_982284	842.0	429.0	15.0	17.0		0.035999194169485285		0.1474021058561357
NP_991403	676.0	337.0	21.0	15.0		0.2877425597298171		0.45887366104281363
XP_003846661	877.0	453.0	34.0	21.0		0.5626427642270058		0.695839826778705
XP_003960297	276.0	133.0	8.0	10.0		0.07035782484832373		0.2153375851418393
