	NotOutlier_PAM50_Her2_Her2	NotOutlier_PAM50_Her2_not-Her2	Outliers_PAM50_Her2_Her2	Outliers_PAM50_Her2_not-Her2	fisherp_PAM50_Her2_Her2	fisherp_PAM50_Her2_not-Her2	fisherFDR_PAM50_Her2_not-Her2	fisherFDR_PAM50_Her2_Her2
NP_001041648	181.0	996.0	8.0	32.0	0.3815188342609931			0.46956810724937975
NP_001058	114.0	739.0	21.0	14.0	5.712092572787117e-10			2.729110895887178e-08
NP_001059	255.0	1444.0	19.0	48.0	0.005500934729305669			0.024898967722120396
NP_001071087	60.0	353.0	5.0	10.0	0.06112259350917039			0.11768534112313175
NP_001073964	231.0	1190.0	5.0	16.0	0.3691798849239056			0.46117392990874406
NP_001076437	51.0	305.0	5.0	9.0	0.045009998009507314			0.09629004549297585
NP_001078927	406.0	2210.0	22.0	108.0	0.6221447623242716			0.6859544815370174
NP_001091868	70.0	400.0	8.0	5.0	0.00021581488910012213			0.0018938857614908676
NP_001102	109.0	640.0	12.0	24.0	0.006958090510151341			0.02962355365707997
NP_001104778	68.0	380.0	8.0	20.0	0.10439116923544431			0.16812060963011632
NP_001106189	346.0	1800.0	17.0	55.0	0.10401704936316812			0.16812060963011632
NP_001106207	137.0	723.0	7.0	17.0	0.09293815882880564			0.15610706365775948
NP_001107018	384.0	1994.0	15.0	47.0	0.11470267711603947			0.18267463392554434
NP_001107563	20.0	108.0	5.0	3.0	0.005490324435262914			0.024898967722120396
NP_001107604	59.0	341.0	6.0	11.0	0.03454702097939905			0.08029848119535997
NP_001120683	114.0	628.0	6.0	31.0	0.8175640861377749			0.8461463928578443
NP_001120982	244.0	1352.0	10.0	36.0	0.21878274436931194			0.2986558097739814
NP_001122390	138.0	714.0	8.0	22.0	0.13506097529061642			0.20594404033675554
NP_001123579	58.0	302.0	4.0	12.0	0.3139127523582154			0.40413917219770246
NP_001123617	171.0	972.0	9.0	27.0	0.10224270406072222			0.16590325564570021
NP_001127854	157.0	880.0	12.0	40.0	0.16607371049614839			0.23963656212531478
NP_001127910	269.0	1434.0	12.0	46.0	0.35969548579469296			0.4522487102097017
NP_001129487	159.0	1000.0	18.0	23.0	4.404100274015134e-06			6.763439706523242e-05
NP_001135452	832.0	4434.0	36.0	161.0	0.3710841389498266			0.46117392990874406
NP_001136040	86.0	426.0	4.0	14.0	0.5250731306330768			0.5988897776451539
NP_001136157	244.0	1237.0	22.0	42.0	0.0005960784029820185			0.004271895221371133
NP_001139130	78.0	441.0	11.0	26.0	0.032950183066726604			0.07742392742454886
NP_001139685	59.0	363.0	6.0	11.0	0.027355228679759022			0.07001635912081178
NP_001139699	16.0	88.0	4.0	6.0	0.07236507084411256			0.12930537687806815
NP_001152759	58.0	360.0	4.0	8.0	0.07909294014836737			0.13825188725121126
NP_001153575	127.0	676.0	6.0	22.0	0.43051542588745834			0.5155775373926449
NP_001156425	107.0	580.0	7.0	20.0	0.1757225000312952			0.2499824530444374
NP_001157745	203.0	1095.0	6.0	27.0	0.6313694995915746			0.6925736857764722
NP_001157852	84.0	482.0	12.0	28.0	0.021931639470457315			0.06045259597626054
NP_001157918	163.0	831.0	12.0	25.0	0.022393644681234576			0.061119678709631836
NP_001166935	74.0	393.0	9.0	18.0	0.03008279931210049			0.07391773545258978
NP_001167459	96.0	514.0	5.0	19.0	0.5664336061043014			0.6342876318355458
NP_001167558	92.0	505.0	8.0	13.0	0.01166143798564404			0.0401153466706155
NP_001171579	124.0	705.0	32.0	39.0	1.0625184584321574e-08			3.7316255083408565e-07
NP_001171914	230.0	1306.0	14.0	51.0	0.15805584172393722			0.2313362571459592
NP_001181875	135.0	751.0	8.0	18.0	0.04935228967032951			0.10251924907363134
NP_001182192	7.0	54.0	4.0	3.0	0.010748240261253898			0.03788314190441948
NP_001186308	157.0	849.0	12.0	30.0	0.03222260349676783			0.07670668200579873
NP_001189472	105.0	539.0	6.0	25.0	0.6219984173667799			0.6859544815370174
NP_001229372	84.0	621.0	39.0	26.0	1.1289924521259427e-17			1.2136668860353884e-15
NP_001229510	94.0	543.0	10.0	21.0	0.018342098792517275			0.05324612249975078
NP_001229862	74.0	413.0	4.0	13.0	0.315486296817182			0.40495256009369623
NP_001230368	176.0	920.0	8.0	24.0	0.2197523794191032			0.2990301365513113
NP_001230685	181.0	968.0	12.0	38.0	0.11915704543134112			0.18699828297619228
NP_001230937	41.0	289.0	11.0	18.0	0.0009447455874569954			0.006063292576216537
NP_001231119	23.0	112.0	6.0	5.0	0.008440585667084693			0.032505974921327126
NP_001231931	195.0	1017.0	7.0	29.0	0.6443847410412566			0.7032625346389348
NP_001234918	75.0	448.0	13.0	34.0	0.020847952752216715			0.058592285512765935
NP_001243415	148.0	764.0	7.0	31.0	0.657859681950395			0.714342583936035
NP_001244	52.0	288.0	6.0	8.0	0.015555053290555213			0.04811994902833627
NP_001245238	69.0	360.0	5.0	9.0	0.06639074042767723			0.12521060694693514
NP_001248322	34.0	199.0	6.0	6.0	0.0057491651855479916			0.025485989997790066
NP_001248337	104.0	526.0	11.0	33.0	0.1494367870459187			0.22081724546304138
NP_001252518	53.0	354.0	14.0	7.0	7.257427164083266e-08			1.7337187114198914e-06
NP_001258522	25.0	146.0	5.0	8.0	0.04087347867891766			0.09059585480378658
NP_001258717	104.0	521.0	6.0	21.0	0.4332868538210435			0.5160174347742131
NP_001258898	135.0	754.0	12.0	23.0	0.0071369419253510275			0.02990050585600057
NP_001263248	19.0	103.0	5.0	6.0	0.027532988396919866			0.07002774520962148
NP_001265586	50.0	280.0	6.0	16.0	0.13680634029493582			0.2071363603057127
NP_001265612	69.0	412.0	6.0	20.0	0.2516691924361286			0.336488973819021
NP_001303	85.0	481.0	15.0	26.0	0.0014688320144671584			0.008772191197512196
NP_001408	187.0	1018.0	11.0	20.0	0.010089227877183431			0.036635773508400346
NP_001446	125.0	712.0	18.0	25.0	3.580623016620165e-05			0.00046766296954016905
NP_001460	65.0	389.0	5.0	17.0	0.3483537433462307			0.44186463020318345
NP_001491	21.0	128.0	4.0	7.0	0.0715416433169535			0.12930537687806815
NP_001558	60.0	337.0	6.0	8.0	0.014332535837703443			0.04599246574785433
NP_001611	2196.0	11843.0	126.0	393.0	6.445113334153059e-07			1.2597266971299161e-05
NP_001645	105.0	581.0	10.0	16.0	0.004428791414579414			0.0209272561348258
NP_001894	182.0	954.0	9.0	35.0	0.40720482924958384			0.49602854554481884
NP_001950	70.0	370.0	5.0	10.0	0.08291284034259323			0.14203251824115737
NP_001972	179.0	1033.0	13.0	33.0	0.0198019906631414			0.05638977473609803
NP_001978	209.0	1020.0	14.0	44.0	0.1581694409323535			0.2313362571459592
NP_002105	197.0	1036.0	12.0	32.0	0.0597193265667997			0.11567256947623365
NP_002215	47.0	285.0	7.0	17.0	0.07035465382604134			0.1292841929281956
NP_002264	285.0	1542.0	23.0	53.0	0.002069007073988053			0.011425365664247459
NP_002267	208.0	1138.0	14.0	36.0	0.027801000841185756			0.07002774520962148
NP_002366	482.0	2511.0	19.0	90.0	0.691477855315346			0.7433386944639969
NP_002547	147.0	842.0	10.0	29.0	0.07177851451606582			0.12930537687806815
NP_002573	76.0	449.0	8.0	9.0	0.0017916781808994182			0.010411102943064186
NP_002637	20.0	141.0	5.0	7.0	0.016558636088529192			0.05014234871878558
NP_002645	129.0	708.0	8.0	18.0	0.05114588012925664			0.1042309405477742
NP_002745	21.0	132.0	4.0	7.0	0.06612649796967474			0.12521060694693514
NP_002826	190.0	1077.0	12.0	34.0	0.057694426771574756			0.11276637959898701
NP_002871	79.0	452.0	10.0	9.0	0.00020191847080625058			0.0018088529676393282
NP_003147	121.0	705.0	18.0	20.0	3.5331669612830282e-06			5.843314589814239e-05
NP_003161	89.0	529.0	9.0	19.0	0.025653441145653086			0.06698866486924991
NP_003302	18.0	139.0	6.0	3.0	0.000314142698611001			0.0025487049132590645
NP_003304	10.0	81.0	6.0	2.0	0.0001647983167013055			0.0015405060039469863
NP_003362	39.0	210.0	5.0	9.0	0.06456285587953195			0.12284083198318026
NP_003473	360.0	1867.0	12.0	44.0	0.27487199205219115			0.3592551871806754
NP_003479	97.0	541.0	13.0	15.0	0.00014674670586053366			0.0014022463004450994
NP_003598	107.0	546.0	4.0	19.0	0.7806320824362325			0.8127646378876029
NP_003612	94.0	565.0	15.0	9.0	1.7206990868911248e-07			3.894213722964125e-06
NP_003613	200.0	1041.0	7.0	19.0	0.17386133000162787			0.24837332857375413
NP_003622	75.0	425.0	11.0	12.0	0.0003228802286897195			0.002571083302529248
NP_003709	175.0	987.0	14.0	16.0	5.5866242244680665e-05			0.0006321706359266496
NP_003749	40.0	235.0	4.0	7.0	0.0711672983102637			0.12930537687806815
NP_003886	94.0	489.0	6.0	17.0	0.24615853007755986			0.3318124386625415
NP_003899	53.0	350.0	7.0	13.0	0.014097634260078897			0.04557881753258591
NP_003904	283.0	1380.0	15.0	38.0	0.04162995767795404			0.09179939385394995
NP_003971	195.0	1161.0	18.0	49.0	0.008243787079128689			0.032505974921327126
NP_004086	92.0	488.0	4.0	16.0	0.5437576170791969			0.6120831815289389
NP_004087	50.0	289.0	11.0	8.0	3.806559054396725e-05			0.00046766296954016905
NP_004095	180.0	970.0	39.0	33.0	6.202694420159239e-13			4.4452643344474545e-11
NP_004229	112.0	686.0	6.0	16.0	0.1136534026267874			0.1816764428606639
NP_004230	118.0	590.0	8.0	17.0	0.057570613298391596			0.11276637959898701
NP_004299	82.0	473.0	6.0	24.0	0.4316463103752376			0.5155775373926449
NP_004332	73.0	380.0	4.0	17.0	0.7609671325132563			0.8000387945738392
NP_004386	128.0	666.0	10.0	18.0	0.01635125735737083			0.049865536621769194
NP_004437	128.0	685.0	10.0	24.0	0.053335525138534345			0.10635169537527359
NP_004439	85.0	792.0	86.0	32.0	9.29975213825524e-49			3.998893419449753e-46
NP_004477	66.0	383.0	4.0	4.0	0.021863396944481184			0.06045259597626054
NP_004575	71.0	394.0	5.0	13.0	0.17981098968488857			0.2535040182442691
NP_004578	53.0	354.0	11.0	16.0	0.0005959294453048526			0.004271895221371133
NP_004710	195.0	950.0	12.0	20.0	0.0072290509944205016			0.02990050585600057
NP_004726	174.0	940.0	10.0	54.0	1.0			1.0
NP_004729	51.0	282.0	11.0	7.0	2.6820658707812034e-05			0.00037202849175352174
NP_004738	246.0	1326.0	19.0	46.0	0.008753681842247934			0.03331047072713816
NP_004765	231.0	1154.0	10.0	45.0	0.7149028031359989			0.7609113993774246
NP_004806	127.0	690.0	10.0	24.0	0.05181888265723707			0.10498060036399341
NP_004822	109.0	565.0	4.0	15.0	0.5319262971720092			0.60510134334382
NP_004829	46.0	288.0	8.0	8.0	0.0009355594848711897			0.006063292576216537
NP_004901	66.0	333.0	5.0	7.0	0.03938088013691358			0.08819676280662937
NP_004957	79.0	429.0	5.0	15.0	0.3433822478345764			0.43814352097586895
NP_005007	55.0	300.0	4.0	8.0	0.10943486997788807			0.1755857988451189
NP_005057	65.0	321.0	5.0	11.0	0.17055070608268252			0.24527359068746987
NP_005119	116.0	720.0	25.0	30.0	6.56107179189324e-08			1.6595652179494664e-06
NP_005154	70.0	425.0	8.0	31.0	0.3427183622944555			0.43814352097586895
NP_005325	81.0	437.0	6.0	21.0	0.41498551795128824			0.5040784540086269
NP_005327	108.0	610.0	8.0	30.0	0.3525082372777924			0.4445118534587998
NP_005349	402.0	2191.0	29.0	89.0	0.013676097399523754			0.04515892778683295
NP_005372	184.0	1009.0	13.0	37.0	0.07177057148959066			0.12930537687806815
NP_005427	142.0	831.0	21.0	18.0	3.104943266535501e-08			8.344535028814158e-07
NP_005484	29.0	169.0	4.0	3.0	0.013881709698770249			0.045220720988418235
NP_005498	82.0	427.0	7.0	3.0	0.0002721485474818604			0.002250459142638461
NP_005547	88.0	537.0	17.0	10.0	2.132225480047278e-08			6.112379709468863e-07
NP_005549	128.0	744.0	30.0	30.0	8.4211674824463e-10			3.621102017451909e-08
NP_005586	185.0	974.0	14.0	24.0	0.002722065971908378			0.014102269493019308
NP_005641	231.0	1211.0	11.0	26.0	0.0393249511702911			0.08819676280662937
NP_005704	75.0	387.0	4.0	19.0	0.7779491095620883			0.8119371774555776
NP_005753	252.0	1446.0	27.0	62.0	0.00042951006457641586			0.0033334240340899862
NP_005773	28.0	149.0	5.0	11.0	0.157520705455084			0.2313362571459592
NP_005810	24.0	125.0	5.0	5.0	0.018755044966104684			0.05376446223616676
NP_005862	6.0	37.0	4.0	3.0	0.02282518591491768			0.06172849021015474
NP_005875	116.0	609.0	11.0	17.0	0.0033619386258232045			0.01680969312911602
NP_005886	96.0	522.0	10.0	23.0	0.048025409643554506			0.10024721430450698
NP_005900	825.0	4633.0	118.0	177.0	1.772204675628354e-23			2.5401600350673077e-21
NP_005928	53.0	261.0	5.0	14.0	0.34528951093592913			0.4392736381729276
NP_005959	139.0	720.0	7.0	33.0	0.8263395823167752			0.8519261139131363
NP_006089	20.0	138.0	5.0	5.0	0.007419051829745477			0.0300961536489675
NP_006139	47.0	324.0	10.0	16.0	0.0014499496734485526			0.008772191197512196
NP_006176	355.0	1859.0	31.0	73.0	0.000633635114382079			0.004466608183349082
NP_006187	93.0	487.0	7.0	16.0	0.08356797003491351			0.14203251824115737
NP_006233	89.0	512.0	17.0	14.0	7.036737836344484e-07			1.3155640302730993e-05
NP_006245	143.0	762.0	8.0	23.0	0.13875924552020003			0.20789712743444602
NP_006274	108.0	565.0	6.0	26.0	0.627297448801526			0.6898667595515504
NP_006303	472.0	2450.0	16.0	79.0	0.8872394540914462			0.8976775653160515
NP_006331	115.0	689.0	15.0	32.0	0.0028016009189780317			0.014341528513816116
NP_006358	89.0	521.0	6.0	11.0	0.031317518620723885			0.0760821073836795
NP_006368	35.0	182.0	5.0	9.0	0.0727718632662616			0.12930537687806815
NP_006411	140.0	747.0	12.0	22.0	0.007231750253544324			0.02990050585600057
NP_006428	144.0	825.0	6.0	24.0	0.43527628033879845			0.5160174347742131
NP_006460	54.0	356.0	13.0	12.0	1.0666768973694414e-05			0.00015816243650650335
NP_006531	147.0	746.0	7.0	29.0	0.6470372825730186			0.7043697000161975
NP_006540	75.0	397.0	5.0	14.0	0.2140045853193944			0.29399990954421595
NP_006640	76.0	436.0	4.0	18.0	0.758408240942305			0.7993028029538998
NP_006654	257.0	1308.0	12.0	47.0	0.4739400907274752			0.5583403808570256
NP_006691	104.0	559.0	6.0	22.0	0.4274242409843696			0.5153072994346755
NP_006717	284.0	1577.0	11.0	55.0	0.7284582971297707			0.7715198713443385
NP_006725	147.0	687.0	10.0	19.0	0.02784824286243086			0.07002774520962148
NP_006732	28.0	134.0	4.0	6.0	0.09132171930874765			0.15399348746180974
NP_006810	19.0	118.0	5.0	4.0	0.006435878403208173			0.027953815286661764
NP_008877	54.0	288.0	5.0	7.0	0.03372436343907527			0.07881237108044764
NP_008878	51.0	294.0	5.0	13.0	0.17187638695591623			0.24635615463681326
NP_008998	144.0	787.0	5.0	14.0	0.20161636099039293			0.27786870264701585
NP_009045	216.0	1178.0	11.0	41.0	0.24926362632814533			0.3349479978784453
NP_009090	24.0	123.0	5.0	9.0	0.1357100142107398			0.20620249509052338
NP_009121	51.0	275.0	4.0	12.0	0.30214660774919405			0.3901592832797401
NP_009178	239.0	1310.0	9.0	48.0	0.8538217265538779			0.867951164109143
NP_031370	31.0	193.0	5.0	4.0	0.005357788334303995			0.024898967722120396
NP_036228	56.0	308.0	5.0	20.0	0.5680794575457191			0.634478355180933
NP_036252	130.0	703.0	9.0	29.0	0.17817519408406218			0.25202412321100903
NP_036350	138.0	736.0	8.0	16.0	0.04244743533268167			0.09312447547476081
NP_036387	115.0	627.0	11.0	31.0	0.08173776428747057			0.14115356884984878
NP_036440	127.0	725.0	13.0	22.0	0.0014057714453149226			0.008635453164077381
NP_036441	197.0	1103.0	13.0	39.0	0.07553310397528518			0.13311161766136323
NP_036549	23.0	149.0	6.0	9.0	0.01524055938515782			0.04783533237677272
NP_036565	380.0	1991.0	26.0	58.0	0.0008275584936571155			0.005739518585041284
NP_037373	55.0	344.0	14.0	19.0	0.00013843464528036332			0.0013528840334217326
NP_037418	162.0	819.0	8.0	12.0	0.011764887763673437			0.04015001379666332
NP_037450	264.0	1358.0	17.0	49.0	0.061305852119957004			0.11768534112313175
NP_054749	151.0	819.0	15.0	34.0	0.009204349963287173			0.03411957313977141
NP_055204	64.0	316.0	4.0	12.0	0.4939062428867613			0.5736834817221077
NP_055385	112.0	635.0	5.0	14.0	0.19142879838572066			0.2655819466028162
NP_055410	20.0	121.0	4.0	7.0	0.0736406378787283			0.13031059377717352
NP_055412	135.0	785.0	16.0	21.0	4.4421904157317254e-05			0.0005305949663235117
NP_055418	64.0	336.0	9.0	20.0	0.06780877570403107			0.12622412793391066
NP_055422	17.0	94.0	4.0	4.0	0.03185743044487364			0.07670668200579873
NP_055427	146.0	754.0	6.0	21.0	0.4263974046052033			0.5153072994346755
NP_055430	84.0	514.0	6.0	7.0	0.00626939919327296			0.027508588297014008
NP_055461	52.0	288.0	6.0	13.0	0.09935178730903083			0.1630582768812338
NP_055535	183.0	1009.0	9.0	33.0	0.2799920705924772			0.3648381525901976
NP_055566	82.0	442.0	10.0	21.0	0.023694591564820115			0.06329184738412955
NP_055596	152.0	846.0	7.0	29.0	0.48072411370960616			0.5617156763454637
NP_055662	230.0	1225.0	9.0	44.0	0.8477502428423321			0.8638213374933716
NP_055681	470.0	2618.0	57.0	87.0	9.607701343202251e-12			5.901873682252812e-10
NP_055698	23.0	162.0	8.0	11.0	0.002689268921425785			0.014102263856257164
NP_055746	68.0	350.0	5.0	10.0	0.14932358089961548			0.22081724546304138
NP_055750	247.0	1321.0	20.0	74.0	0.19141401929909324			0.2655819466028162
NP_055756	133.0	695.0	6.0	11.0	0.045906926509162935			0.09676459999480422
NP_055820	384.0	1949.0	20.0	62.0	0.0696766023227002			0.1291419784429357
NP_055842	164.0	883.0	22.0	37.0	9.56846318930919e-05			0.001028609792850738
NP_055847	180.0	969.0	10.0	21.0	0.02245792845609728			0.061119678709631836
NP_055848	61.0	316.0	4.0	13.0	0.49936139744497493			0.577218819627256
NP_055860	72.0	444.0	6.0	18.0	0.13853178395599017			0.20789712743444602
NP_055864	44.0	291.0	8.0	16.0	0.013068005332175548			0.0435600177739185
NP_055871	54.0	303.0	8.0	16.0	0.03888280261253396			0.08799792170205055
NP_055872	181.0	945.0	13.0	32.0	0.03776118867461368			0.08655707902584421
NP_055880	131.0	689.0	21.0	33.0	0.00011020114930970003			0.0011282498619802623
NP_055888	193.0	1079.0	18.0	30.0	0.00019052068269933487			0.0017430615651215743
NP_055907	91.0	487.0	5.0	13.0	0.1884879588962899			0.2640059359133702
NP_055915	124.0	664.0	5.0	17.0	0.37476815592091006			0.4630755949597452
NP_055919	35.0	211.0	8.0	3.0	3.788746699577583e-05			0.00046766296954016905
NP_055927	272.0	1375.0	12.0	48.0	0.48004124780429497			0.5617156763454637
NP_055928	91.0	469.0	4.0	14.0	0.5159467457957586			0.5916189351791366
NP_055929	54.0	294.0	4.0	12.0	0.2987249415356429			0.3869027857238748
NP_055966	24.0	141.0	5.0	2.0	0.0016331181055221709			0.009619736785952513
NP_055987	237.0	1193.0	12.0	32.0	0.06751392038147541			0.1262216772349323
NP_055995	124.0	670.0	8.0	22.0	0.12451917019138552			0.19296095239634517
NP_056056	168.0	945.0	8.0	22.0	0.11729693353669453			0.18475341179772398
NP_056067	169.0	928.0	11.0	31.0	0.08079849436141281			0.14066134645913972
NP_056079	123.0	689.0	8.0	15.0	0.018154762960759595			0.05310576920494304
NP_056093	242.0	1277.0	12.0	50.0	0.47983073415663335			0.5617156763454637
NP_056111	104.0	569.0	4.0	21.0	1.0			1.0
NP_056128	140.0	760.0	12.0	12.0	0.00011686484387591523			0.0011686484387591523
NP_056130	281.0	1496.0	10.0	44.0	0.5716581204957841			0.6368212223139564
NP_056131	37.0	220.0	7.0	7.0	0.0026643529344036123			0.014102263856257164
NP_056163	78.0	411.0	8.0	8.0	0.0020725081902588415			0.011425365664247459
NP_056176	73.0	450.0	6.0	17.0	0.12475149945624175			0.19296095239634517
NP_056193	211.0	1117.0	16.0	62.0	0.269977088040005			0.35501574268257535
NP_056197	113.0	684.0	11.0	23.0	0.010743213161306527			0.03788314190441948
NP_056262	167.0	874.0	8.0	31.0	0.5044654011875305			0.5815552882322738
