	NotOutlier_GATA3.Mutation.Status_False	NotOutlier_GATA3.Mutation.Status_True	Outliers_GATA3.Mutation.Status_False	Outliers_GATA3.Mutation.Status_True	fisherp_GATA3.Mutation.Status_False	fisherp_GATA3.Mutation.Status_True	fisherFDR_GATA3.Mutation.Status_False	fisherFDR_GATA3.Mutation.Status_True
NP_056013	978.0	86.0	15.0	4.0		0.0657441537753067		0.1648422269138734
NP_056018	1530.0	146.0	46.0	7.0		0.22553759072425422		0.3388888034357678
NP_056056	1010.0	100.0	28.0	5.0		0.21875703228971394		0.335722497531324
NP_056060	878.0	82.0	27.0	7.0		0.026333099306843386		0.1103946404693817
NP_056073	1290.0	127.0	53.0	12.0		0.01611135621323287		0.08755908582797373
NP_056079	729.0	72.0	30.0	4.0		0.5406620702785864		0.6172463164924732
NP_056111	618.0	60.0	17.0	3.0		0.41351770959839435		0.5307722367960475
NP_056130	1594.0	162.0	66.0	9.0		0.41556577130579564		0.5307722367960475
NP_056171	2075.0	200.0	55.0	7.0		0.4933402027126568		0.5808752617993787
NP_056181	285.0	23.0	24.0	8.0		0.004285046308697654		0.05291533930042917
NP_056197	740.0	67.0	20.0	4.0		0.14113149620907922		0.2568146338365183
NP_056224	686.0	66.0	30.0	6.0		0.13013187913050556		0.24416970960529488
NP_056258	463.0	43.0	23.0	3.0		0.4838741430825749		0.5748035122524547
NP_056262	939.0	91.0	42.0	8.0		0.1244568524375213		0.23810485962466948
NP_056285	1465.0	150.0	28.0	4.0		0.5335509382371777		0.6119126311100246
NP_056287	293.0	23.0	15.0	6.0		0.005232419749507918		0.058810486615221376
NP_056311	380.0	36.0	21.0	5.0		0.0811704553746635		0.1818629190039929
NP_056364	1304.0	128.0	58.0	7.0		0.655379609777892		0.7215215383752496
NP_056371	2219.0	230.0	109.0	13.0		0.6335745282820973		0.7038244236773926
NP_056377	328.0	31.0	9.0	3.0		0.08722279743097243		0.18904206300345452
NP_056393	582.0	59.0	24.0	3.0		0.7313395979141833		0.7781600015494912
NP_056485	440.0	36.0	25.0	7.0		0.012730149231575581		0.07952599108196039
NP_056506	713.0	65.0	15.0	4.0		0.0737637880684343		0.1725681817063428
NP_056986	713.0	67.0	31.0	5.0		0.23768055948224284		0.35211629356733876
NP_056988	934.0	87.0	41.0	5.0		0.587245684925864		0.6597396278080018
NP_057114	303.0	25.0	21.0	4.0		0.13775293041615472		0.25398196545478524
NP_057174	179.0	16.0	8.0	3.0		0.06845722511926387		0.16724588043131222
NP_057336	574.0	55.0	24.0	6.0		0.04968131138938407		0.14354092020257847
NP_057404	1356.0	132.0	48.0	14.0		0.001251095702295414		0.030196900814493853
NP_057541	762.0	75.0	37.0	5.0		0.577817088225631		0.6528103698889576
NP_057562	882.0	77.0	50.0	8.0		0.1382987397747279		0.2541059889978564
NP_057572	527.0	51.0	41.0	6.0		0.4241393392888217		0.5349595942098915
NP_057591	1437.0	136.0	56.0	10.0		0.07688526811861074		0.1756729225228803
NP_057615	489.0	42.0	19.0	4.0		0.11430448379240594		0.22522092520352863
NP_057737	783.0	73.0	14.0	4.0		0.06581271583002102		0.1648422269138734
NP_058431	370.0	38.0	14.0	5.0		0.03263494530650486		0.12377968541252916
NP_058519	2299.0	226.0	48.0	8.0		0.16002295415330353		0.27599087089831076
NP_058632	369.0	32.0	14.0	7.0		0.0014865438850287815		0.03076530669828791
NP_059990	657.0	63.0	48.0	7.0		0.3262548739920162		0.44420855920451435
NP_060072	337.0	29.0	15.0	7.0		0.002018772815132554		0.03696442637363401
NP_060085	118.0	8.0	10.0	3.0		0.0682472647816376		0.16724588043131222
NP_060089	161.0	15.0	15.0	3.0		0.2244133716934963		0.3388888034357678
NP_060115	594.0	50.0	16.0	7.0		0.0019139506519903508		0.036296707007388435
NP_060130	552.0	52.0	25.0	8.0		0.008137276076537497		0.07201489327735686
NP_060137	474.0	47.0	20.0	3.0		0.4592893552920927		0.5531281708106778
NP_060189	363.0	34.0	21.0	4.0		0.2658688274960562		0.38259172737237357
NP_060206	290.0	27.0	21.0	3.0		0.455884591441339		0.5531281708106778
NP_060327	480.0	41.0	16.0	3.0		0.19559886384969444		0.3109670560005621
NP_060353	146.0	14.0	5.0	3.0		0.03531076777525947		0.1261049695490188
NP_060395	2004.0	194.0	89.0	16.0		0.035488773389652284		0.1261049695490188
NP_060418	425.0	40.0	22.0	3.0		0.4733431011934144		0.5660927629137457
NP_060493	637.0	55.0	30.0	5.0		0.19900062523587275		0.3144920595245489
NP_060518	65.0	4.0	0.0	3.0		0.0005868544600938964		0.020002398479529355
NP_060541	453.0	50.0	11.0	3.0		0.16474676921805503		0.2812878921375795
NP_060551	393.0	36.0	27.0	3.0		0.7327306982575246		0.7781600015494912
NP_060590	120.0	7.0	7.0	3.0		0.025896715598915373		0.1103946404693817
NP_060628	333.0	30.0	12.0	4.0		0.04528569070553161		0.14071175888213838
NP_060644	1465.0	134.0	60.0	9.0		0.18436414913403695		0.2993803155662802
NP_060700	465.0	47.0	18.0	3.0		0.4349965634286957		0.543489823954441
NP_060719	397.0	37.0	13.0	3.0		0.16191365237592667		0.27734241745682925
NP_060733	886.0	84.0	52.0	10.0		0.0642532469472247		0.1648422269138734
NP_060757	934.0	88.0	31.0	4.0		0.5375579962971972		0.6151795173142495
NP_060813	445.0	45.0	24.0	3.0		0.7302413810573019		0.7781600015494912
NP_060873	841.0	80.0	30.0	7.0		0.07055366428864998		0.16970948494216667
NP_060895	182.0	16.0	19.0	3.0		0.4150096130198301		0.5307722367960475
NP_061155	640.0	57.0	29.0	3.0		0.7410645511235653		0.783728398498703
NP_061173	1128.0	115.0	54.0	8.0		0.3685514115958609		0.49171055165176414
NP_061857	768.0	78.0	29.0	3.0		1.0		1.0
NP_061867	260.0	27.0	7.0	3.0		0.06866215053488901		0.16724588043131222
NP_061977	162.0	9.0	6.0	5.0		0.0004520038576774818		0.01846261910974945
NP_062457	331.0	30.0	9.0	3.0		0.07999439810976756		0.17998739574697703
NP_062552	711.0	62.0	52.0	5.0		0.800745310019394		0.8203379557106222
NP_062565	1284.0	131.0	43.0	6.0		0.4526965987618072		0.5531281708106778
NP_062817	1187.0	120.0	42.0	6.0		0.44333319311424335		0.5513113010390239
NP_064504	1294.0	122.0	36.0	8.0		0.05161169624394362		0.14655513746274898
NP_065069	677.0	62.0	21.0	7.0		0.008978141493663083		0.07567290687516026
NP_065209	561.0	45.0	8.0	3.0		0.04681146867808256		0.14354092020257847
NP_065741	601.0	51.0	22.0	4.0		0.15198327038979267		0.26948561551409433
NP_065750	698.0	66.0	17.0	3.0		0.40901616133508467		0.528976080291821
NP_065778	769.0	74.0	17.0	4.0		0.1128781946911385		0.22474965636768354
NP_065812	461.0	47.0	19.0	5.0		0.07409707237108504		0.1725681817063428
NP_065816	811.0	81.0	44.0	7.0		0.31605529257432946		0.43478072631339104
NP_065823	781.0	76.0	32.0	9.0		0.011063185648376472		0.07825153839761977
NP_065825	198.0	17.0	9.0	4.0		0.022165155126272977		0.10595623229536422
NP_065827	573.0	48.0	13.0	4.0		0.042154271666076305		0.13732465186924245
NP_065857	436.0	35.0	12.0	4.0		0.031715550270281834		0.12203592169217141
NP_065863	609.0	53.0	17.0	6.0		0.010019876520085319		0.07825153839761977
NP_065875	1420.0	140.0	51.0	6.0		0.6377378364326474		0.7054974815536161
NP_065882	584.0	52.0	16.0	4.0		0.08228934822897456		0.1820651829566062
NP_065890	120.0	12.0	5.0	3.0		0.040504033032247456		0.13276321938347777
NP_065894	120.0	16.0	6.0	4.0		0.03171231787814252		0.12203592169217141
NP_065897	1012.0	95.0	40.0	4.0		0.786418949477143		0.8128360451972423
NP_065939	2201.0	203.0	91.0	10.0		0.5840666251720054		0.658470016913662
NP_065952	1318.0	124.0	60.0	10.0		0.12656226423085143		0.240016293952079
NP_065953	1864.0	177.0	50.0	10.0		0.06004179354921615		0.1594109618731689
NP_065970	462.0	44.0	19.0	3.0		0.43354274995296277		0.5429509439269415
NP_065997	592.0	51.0	34.0	3.0		1.0		1.0
NP_066018	617.0	58.0	33.0	4.0		0.5536584372646729		0.6281893807426097
NP_066272	498.0	51.0	5.0	3.0		0.033998425231686114		0.12536919304184255
NP_066576	531.0	52.0	23.0	6.0		0.047048627873015426		0.14354092020257847
NP_066949	150.0	13.0	5.0	4.0		0.006179208200464153		0.06309922220089358
NP_066997	803.0	77.0	35.0	5.0		0.3924261668421928		0.5157878579039712
NP_068375	209.0	18.0	17.0	4.0		0.10081563263712556		0.2091136755090378
NP_068506	1989.0	188.0	51.0	15.0		0.0005531901809874849		0.020002398479529355
NP_071349	645.0	57.0	26.0	11.0		0.00022276821840008516		0.01350143680760694
NP_071350	413.0	40.0	16.0	4.0		0.10460272212249724		0.21528699785676758
NP_071918	729.0	71.0	30.0	8.0		0.020499927757969216		0.10418844725047274
NP_071934	875.0	78.0	27.0	4.0		0.31886055968572424		0.43637875565237005
NP_072096	652.0	62.0	19.0	3.0		0.4331019026794438		0.5429509439269415
NP_072174	4700.0	489.0	138.0	16.0		0.6744261243207875		0.7393320629688499
NP_073153	472.0	34.0	17.0	4.0		0.05646958695556401		0.15536451126116316
NP_073557	436.0	38.0	18.0	6.0		0.013453500861689047		0.08117964724496458
NP_073568	1046.0	100.0	62.0	8.0		0.3910438398836283		0.5152463498218526
NP_073585	1495.0	158.0	61.0	8.0		0.5328830375927955		0.6119126311100246
NP_073589	237.0	20.0	20.0	3.0		0.4172079874717295		0.5312648473560873
NP_073605	906.0	81.0	70.0	7.0		0.8289010844847509		0.8448108941677595
NP_073606	759.0	75.0	21.0	4.0		0.27726916886542524		0.391568959222183
NP_073733	630.0	65.0	20.0	7.0		0.012715121145498073		0.07952599108196039
NP_075384	535.0	53.0	15.0	3.0		0.22672033170861802		0.3391225243303554
NP_076955	132.0	8.0	10.0	3.0		0.053364739017700634		0.1494183033338106
NP_077007	91.0	6.0	9.0	3.0		0.05915033871277244		0.15783331586171942
NP_077273	276.0	21.0	3.0	3.0		0.007502264302753376		0.06868452318555246
NP_078824	356.0	30.0	15.0	3.0		0.1742069171012119		0.2878864979784189
NP_078916	104.0	9.0	8.0	3.0		0.07365829521903958		0.1725681817063428
NP_079031	886.0	74.0	55.0	5.0		0.8033441374190651		0.8203379557106222
NP_079052	1189.0	129.0	41.0	5.0		0.7996359702461517		0.8203379557106222
NP_079066	425.0	37.0	13.0	4.0		0.048524369814189824		0.14354092020257847
NP_079194	364.0	34.0	13.0	5.0		0.019258784560983642		0.10025896668512073
NP_079285	334.0	32.0	15.0	6.0		0.010839892135887005		0.07825153839761977
NP_079440	686.0	65.0	27.0	4.0		0.3428595884109705		0.46325303166978454
NP_079500	160.0	12.0	4.0	3.0		0.013730352251541138		0.08175217881283998
NP_079508	253.0	22.0	6.0	3.0		0.035622872753960116		0.1261049695490188
NP_079524	1359.0	114.0	38.0	10.0		0.004070485045013818		0.05146256092624612
NP_109590	980.0	104.0	43.0	5.0		0.8022764177144053		0.8203379557106222
NP_112420	607.0	57.0	32.0	7.0		0.0762540937319517		0.1756729225228803
NP_112497	212.0	20.0	6.0	4.0		0.010540308155954775		0.07825153839761977
NP_112533	842.0	82.0	23.0	3.0		0.500271915716578		0.5851197956949403
NP_112553	460.0	43.0	18.0	5.0		0.04894210228115926		0.14354092020257847
NP_113584	2396.0	226.0	110.0	17.0		0.07645835160183245		0.1756729225228803
NP_113631	374.0	33.0	13.0	4.0		0.0511967493923594		0.14615846197496152
NP_114129	628.0	59.0	39.0	5.0		0.5777129006783757		0.6528103698889576
NP_114402	308.0	27.0	15.0	3.0		0.18915953836068483		0.3053000451961205
NP_115543	568.0	49.0	25.0	6.0		0.03941739529352226		0.13276321938347777
NP_115717	239.0	21.0	14.0	4.0		0.0655421716642459		0.1648422269138734
NP_115754	518.0	50.0	23.0	3.0		0.4978204358738061		0.5835378619183025
NP_115766	237.0	23.0	8.0	3.0		0.07708435206747856		0.1756729225228803
NP_115812	2788.0	254.0	101.0	10.0		0.7285671669303906		0.7781600015494912
NP_115827	221.0	20.0	8.0	3.0		0.06761087515903488		0.16724588043131222
NP_115970	254.0	27.0	9.0	3.0		0.11300971421877874		0.22474965636768354
NP_116162	292.0	27.0	5.0	5.0		0.0011361673104417294		0.029600521413501044
NP_116204	508.0	46.0	15.0	3.0		0.19390068998129723		0.30955537833709773
NP_116229	74.0	4.0	3.0	3.0		0.006554501770934036		0.06558297094880265
NP_116294	334.0	36.0	7.0	3.0		0.07223018943970605		0.1725353041264807
NP_116296	154.0	13.0	9.0	4.0		0.02315307964063244		0.1069068286015289
NP_149072	1041.0	96.0	28.0	16.0		6.588708533632354e-07		0.00017493021156793898
NP_149074	292.0	28.0	10.0	3.0		0.11003857369976244		0.22301710929226665
NP_203747	463.0	45.0	15.0	4.0		0.08993975084223274		0.1922163108460111
NP_203751	257.0	22.0	4.0	4.0		0.0029240181569373616		0.04529176856141739
NP_277027	67.0	4.0	5.0	3.0		0.02019956566058254		0.10413562491038184
NP_277052	1289.0	125.0	57.0	8.0		0.3704762288546438		0.4930397932877591
NP_443198	577.0	51.0	12.0	5.0		0.011359210037498324		0.07825153839761977
NP_444271	510.0	45.0	37.0	5.0		0.38327762336815124		0.5075322144850083
NP_476510	891.0	88.0	39.0	6.0		0.2935119555395095		0.4101443378723145
NP_510880	1460.0	133.0	51.0	15.0		0.00043495531935897205		0.01846261910974945
NP_524147	64.0	3.0	3.0	3.0		0.00582544420430722		0.06186621744974268
NP_542164	252.0	21.0	9.0	3.0		0.06973791905038348		0.1690905708481901
NP_570613	523.0	50.0	29.0	3.0		0.7535956337650731		0.7908286196230313
NP_612142	694.0	65.0	32.0	6.0		0.13913612765202485		0.2547630475283627
NP_612398	303.0	26.0	13.0	4.0		0.049291009131228976		0.14354092020257847
NP_612427	177.0	14.0	5.0	4.0		0.0044369992966153985		0.053546514238699466
NP_612435	990.0	96.0	41.0	5.0		0.5961894810409016		0.667883152811643
NP_612453	593.0	53.0	24.0	5.0		0.09398348967515929		0.19803663895837137
NP_612480	442.0	39.0	24.0	6.0		0.038919994036294855		0.13276321938347777
NP_620137	953.0	90.0	44.0	13.0		0.001462283766094839		0.03076530669828791
NP_644805	359.0	36.0	8.0	4.0		0.02225344737882209		0.10595623229536422
NP_653319	529.0	38.0	20.0	14.0		8.820888411836728e-08		4.683891746685303e-05
NP_659449	406.0	36.0	18.0	5.0		0.04241928764459317		0.13734537645901812
NP_660300	138.0	10.0	15.0	3.0		0.15275926604471263		0.26948561551409433
NP_660327	691.0	66.0	17.0	4.0		0.11152870020628904		0.22432477200583134
NP_663304	457.0	41.0	16.0	4.0		0.08583426979810485		0.1875637747440069
NP_665906	432.0	42.0	13.0	4.0		0.06472108599528138		0.1648422269138734
NP_689485	244.0	19.0	6.0	3.0		0.028154885700234146		0.113259426566851
NP_689618	451.0	44.0	17.0	4.0		0.12105555446951809		0.23374727063023312
NP_689969	920.0	85.0	39.0	7.0		0.11243312308822939		0.22474965636768354
NP_694587	113.0	9.0	8.0	4.0		0.017362539919574715		0.09128226432964529
NP_694997	511.0	46.0	17.0	6.0		0.011920012885261393		0.07825153839761977
NP_722549	682.0	63.0	40.0	8.0		0.0653264630687478		0.1648422269138734
NP_733821	2573.0	250.0	105.0	17.0		0.07378106007899016		0.1725681817063428
NP_757386	280.0	25.0	13.0	3.0		0.15400654323594476		0.2707863392658499
NP_783640	70.0	6.0	4.0	3.0		0.025329731967955106		0.1103946404693817
NP_821133	561.0	52.0	20.0	5.0		0.06302336647977025		0.1648422269138734
NP_835227	640.0	47.0	20.0	8.0		0.0006838104779029047		0.021104827161666916
NP_835260	852.0	92.0	35.0	4.0		0.7868130456334888		0.8128360451972423
NP_859066	760.0	78.0	16.0	5.0		0.0439073795432733		0.1405977186004672
NP_872363	1634.0	160.0	50.0	9.0		0.10534151357552454		0.21597043902935728
NP_891847	327.0	24.0	22.0	5.0		0.045272760009803285		0.14071175888213838
NP_892116	336.0	29.0	19.0	5.0		0.04752522350179047		0.14354092020257847
NP_899064	262.0	25.0	8.0	3.0		0.07350028757507815		0.1725681817063428
NP_919254	994.0	99.0	40.0	7.0		0.1939161271518288		0.30955537833709773
NP_937825	199.0	11.0	6.0	3.0		0.014010260399187267		0.08175217881283998
NP_940873	498.0	46.0	9.0	4.0		0.022425464916952305		0.10595623229536422
NP_941372	729.0	74.0	28.0	4.0		0.5302546814272959		0.6119126311100246
NP_942133	911.0	75.0	16.0	9.0		8.388966748655844e-05		0.006363630490766076
NP_942595	859.0	81.0	38.0	5.0		0.4158215640436078		0.5307722367960475
NP_945344	594.0	58.0	11.0	6.0		0.0032406105345516648		0.04650714037424145
NP_955391	682.0	66.0	11.0	5.0		0.01167593411770057		0.07825153839761977
NP_958782	2417.0	249.0	98.0	18.0		0.03513489685295586		0.1261049695490188
NP_976324	915.0	89.0	44.0	8.0		0.13374124294785594		0.24918105265021578
NP_982261	903.0	83.0	19.0	4.0		0.1290649469741381		0.24389141225362038
NP_997226	501.0	50.0	16.0	4.0		0.11050190464498423		0.22310460595622292
NP_997237	214.0	17.0	7.0	3.0		0.04041499954814931		0.13276321938347777
NP_998725	384.0	36.0	27.0	7.0		0.03153747319330249		0.12203592169217141
NP_998754	1239.0	110.0	32.0	7.0		0.04008474207304828		0.13276321938347777
XP_003846472	423.0	41.0	32.0	4.0		0.5528974610421827		0.6281893807426097
XP_003960220	333.0	33.0	16.0	5.0		0.04395333575833814		0.1405977186004672
