	NotOutlier_PAM50_Basal_Basal	NotOutlier_PAM50_Basal_not-Basal	Outliers_PAM50_Basal_Basal	Outliers_PAM50_Basal_not-Basal	fisherp_PAM50_Basal_Basal	fisherp_PAM50_Basal_not-Basal	fisherFDR_PAM50_Basal_not-Basal	fisherFDR_PAM50_Basal_Basal
NP_001258898	199.0	697.0	10.0	18.0	0.10750781472447751			0.13779170619616132
NP_001258928	332.0	1284.0	28.0	9.0	2.1454074777933187e-12			3.2538680079865334e-11
NP_001264	370.0	1293.0	9.0	15.0	0.08544705218630481			0.11434826101402555
NP_001265138	402.0	1430.0	15.0	35.0	0.17106871391158554			0.20305112564288197
NP_001265586	70.0	263.0	11.0	8.0	0.0007815605652935987			0.0017734792121934257
NP_001265612	106.0	377.0	13.0	11.0	0.0008363057414620828			0.0018412215114447469
NP_001419	164.0	565.0	15.0	8.0	2.1169980134950523e-05			8.02695080116874e-05
NP_001422	296.0	1033.0	15.0	28.0	0.06316961735085588			0.08753962201413024
NP_001444	50.0	185.0	20.0	0.0	6.26177335408718e-13			1.068415078541125e-11
NP_001509	185.0	650.0	19.0	12.0	5.195087253468801e-06			2.4452738279258324e-05
NP_001661	123.0	450.0	8.0	2.0	0.00016191649891614571			0.00047024685323518916
NP_001777	80.0	287.0	12.0	5.0	4.106874951237121e-05			0.00014560738463477064
NP_001895	92.0	330.0	11.0	14.0	0.024399681261570723			0.03639952450496616
NP_001931	202.0	714.0	15.0	23.0	0.017123317277654586			0.02626216638651518
NP_001972	285.0	937.0	9.0	27.0	0.8417952057719547			0.8511484858360875
NP_001978	275.0	957.0	31.0	24.0	1.0756324305740313e-07			7.52942701401822e-07
NP_002212	186.0	716.0	27.0	12.0	2.78175045225987e-10			3.164241139445602e-09
NP_002289	83.0	339.0	20.0	7.0	7.363028237177363e-09			6.931402443963518e-08
NP_002347	258.0	929.0	13.0	18.0	0.01395927769535081			0.021652743243356653
NP_002365	340.0	1383.0	79.0	8.0	1.414001715525167e-43			3.860224683383706e-41
NP_002410	133.0	474.0	15.0	14.0	0.0009784325121307558			0.00209112915814731
NP_002435	101.0	399.0	14.0	6.0	3.930760848313294e-06			1.987217984425054e-05
NP_002471	261.0	858.0	12.0	22.0	0.14880804596297484			0.18135980601737559
NP_002472	68.0	208.0	10.0	8.0	0.009946531564740034			0.01635785010345801
NP_002492	165.0	580.0	8.0	13.0	0.10872517212863635			0.13805568367961732
NP_002568	192.0	690.0	10.0	17.0	0.09556075782833072			0.1259389628342794
NP_003119	391.0	1410.0	18.0	28.0	0.010419438708868013			0.017032974655814177
NP_003147	192.0	639.0	8.0	25.0	0.8353316550675061			0.8477529436186958
NP_003213	9.0	55.0	7.0	3.0	0.0005219023471110065			0.0012835976645162593
NP_003248	496.0	1782.0	25.0	47.0	0.013579228852339791			0.021428494084906144
NP_003283	232.0	835.0	11.0	20.0	0.07929694237627746			0.10770181725733206
NP_003293	63.0	226.0	9.0	11.0	0.02668621943156139			0.03959422774356663
NP_003371	576.0	1981.0	21.0	47.0	0.10805459636114458			0.1378453495635162
NP_003452	253.0	893.0	16.0	16.0	0.0008130435802944293			0.0018193516181998297
NP_003463	114.0	431.0	10.0	4.0	9.347308850480067e-05			0.0002933121053081676
NP_003617	252.0	865.0	11.0	34.0	0.7194562223710526			0.7383892808545014
NP_003642	114.0	456.0	10.0	5.0	0.00015162669848635133			0.0004450977278147733
NP_003740	365.0	1288.0	20.0	54.0	0.31881247109581934			0.3566977838814405
NP_003812	160.0	579.0	18.0	16.0	0.00010020806621030554			0.0003057853996920786
NP_003933	159.0	563.0	13.0	7.0	6.199272369909135e-05			0.00020639040938843825
NP_004136	279.0	982.0	11.0	23.0	0.20811168343725694			0.24073936262021672
NP_004148	89.0	342.0	12.0	22.0	0.053284776155482313			0.0761609627772077
NP_004386	187.0	609.0	7.0	19.0	0.6440107596647863			0.6710493793453688
NP_004406	418.0	1458.0	29.0	44.0	0.0009881159758278496			0.00209112915814731
NP_004808	503.0	1836.0	36.0	30.0	8.503533621780957e-09			7.738215595820671e-08
NP_004841	83.0	265.0	6.0	4.0	0.017726037426710247			0.027034682779284343
NP_005008	170.0	589.0	8.0	12.0	0.09964490162523643			0.12878431898562676
NP_005076	344.0	1209.0	11.0	22.0	0.13955979011346645			0.17239738778722327
NP_005110	565.0	1974.0	24.0	55.0	0.10000833562253798			0.12878431898562676
NP_005242	36.0	129.0	15.0	1.0	1.316097581568248e-08			1.1590149669939731e-07
NP_005325	112.0	407.0	9.0	17.0	0.14439301015150185			0.17676812453524665
NP_005327	150.0	576.0	17.0	13.0	2.736395326649005e-05			0.00010233368824317511
NP_005349	586.0	2029.0	39.0	57.0	0.00010080837352486108			0.0003057853996920786
NP_005372	273.0	933.0	16.0	21.0	0.008690547476199285			0.01482824663126503
