	NotOutlier_PAM50_LumB_LumB	NotOutlier_PAM50_LumB_not-LumB	Outliers_PAM50_LumB_LumB	Outliers_PAM50_LumB_not-LumB	fisherp_PAM50_LumB_LumB	fisherp_PAM50_LumB_not-LumB	fisherFDR_PAM50_LumB_not-LumB	fisherFDR_PAM50_LumB_LumB
NP_073153	157.0	349.0	7.0	14.0	0.8129336647811172			0.9236147740705651
NP_073585	495.0	1158.0	24.0	45.0	0.4219536722416454			0.7043752402783504
NP_073606	247.0	587.0	14.0	11.0	0.007317766129382276			0.1366013570755316
NP_073746	169.0	416.0	11.0	15.0	0.18512844682223917			0.5270715780115515
NP_076427	243.0	626.0	16.0	10.0	0.0005716202958615688			0.03458302789962491
NP_079052	387.0	931.0	18.0	28.0	0.18798201124695182			0.5281110708977941
NP_079285	113.0	253.0	9.0	12.0	0.3331496120996338			0.6358438576408981
NP_079440	227.0	524.0	11.0	20.0	0.5525002395646372			0.768419873417484
NP_079527	204.0	466.0	10.0	21.0	0.8430345182909507			0.9401583107207837
NP_113584	790.0	1832.0	43.0	84.0	0.374623132159311			0.6642113584245499
NP_113619	121.0	291.0	7.0	4.0	0.021221711685343685			0.2426392393556379
NP_115543	183.0	434.0	12.0	19.0	0.31642905161742674			0.6276707417329285
NP_115647	87.0	180.0	7.0	14.0	1.0			1.0
NP_116126	214.0	521.0	18.0	21.0	0.03062723430086778			0.26470681074321434
NP_203752	317.0	711.0	10.0	19.0	0.6860884602789077			0.8607935932807272
NP_203754	1749.0	3964.0	63.0	122.0	0.33141521691338993			0.6358438576408981
NP_277052	431.0	983.0	24.0	41.0	0.27376749151181695			0.6191469403637895
NP_510880	494.0	1099.0	25.0	41.0	0.27801322525336697			0.6191469403637895
NP_612144	184.0	442.0	10.0	20.0	0.683187164697701			0.8607935932807272
NP_612206	252.0	611.0	17.0	12.0	0.0014845620653550521			0.07185280396318453
NP_612453	198.0	448.0	13.0	16.0	0.1497140877554367			0.47052999008851537
NP_620137	309.0	734.0	20.0	37.0	0.37602047976927			0.6642113584245499
NP_620305	506.0	1123.0	25.0	48.0	0.605756508803255			0.8235566018561108
NP_644805	116.0	279.0	7.0	5.0	0.05022330997407562			0.27686271282131103
NP_653265	79.0	171.0	9.0	12.0	0.33368665256361185			0.6358438576408981
NP_659449	130.0	312.0	13.0	10.0	0.009605809111089285			0.14528786280522543
NP_663304	156.0	342.0	8.0	12.0	0.4637924553985182			0.7301494464307354
NP_689969	305.0	700.0	16.0	30.0	0.5160675137189428			0.7618779187786848
NP_694997	173.0	384.0	9.0	14.0	0.4917199609005036			0.7437264408620117
NP_695012	235.0	530.0	8.0	18.0	1.0			1.0
NP_722549	222.0	523.0	19.0	29.0	0.19422266656984988			0.5281110708977941
NP_733821	854.0	1969.0	41.0	81.0	0.42293373054454786			0.7043752402783504
NP_757386	95.0	210.0	9.0	7.0	0.05253061096271085			0.27686271282131103
NP_821074	193.0	479.0	16.0	15.0	0.008861660227907422			0.1429681183435731
NP_821133	182.0	431.0	14.0	11.0	0.007598568068265284			0.1366013570755316
NP_835260	268.0	676.0	20.0	19.0	0.003561709749543903			0.10627753611627369
NP_848927	260.0	597.0	12.0	23.0	0.7081234730545051			0.8611350777848755
NP_859063	84.0	239.0	13.0	5.0	9.533037073015573e-05			0.013348632717072243
NP_859066	248.0	590.0	12.0	9.0	0.013498980974309214			0.1777989904230507
NP_877439	105.0	257.0	13.0	4.0	0.00011031927865348962			0.013348632717072243
NP_919254	331.0	762.0	21.0	26.0	0.05152380117500395			0.27686271282131103
NP_919277	334.0	755.0	8.0	15.0	0.6534369130290474			0.8547661240704295
NP_940953	221.0	516.0	8.0	18.0	1.0			1.0
NP_940997	226.0	502.0	11.0	20.0	0.6925132592799894			0.8607935932807272
NP_955391	219.0	529.0	8.0	8.0	0.09497522905050984			0.41006589449481823
NP_958782	791.0	1875.0	42.0	74.0	0.1468760108334578			0.47052999008851537
NP_963893	147.0	339.0	7.0	11.0	0.44141559391997615			0.7090619742254447
NP_997006	387.0	878.0	15.0	26.0	0.3961364651003692			0.6798937911651728
NP_998725	122.0	298.0	14.0	20.0	0.17187206677286132			0.5036157438678561
XP_003846661	389.0	940.0	22.0	34.0	0.1342463375909192			0.47052999008851537
XP_003960220	104.0	262.0	12.0	9.0	0.011839337249574389			0.16853644790570602
XP_003960280	336.0	808.0	14.0	31.0	0.8676667294348746			0.9501146992001794
