	NotOutlier_PR Status_Negative	NotOutlier_PR Status_Positive	Outliers_PR Status_Negative	Outliers_PR Status_Positive	fisherp_PR Status_Negative	fisherp_PR Status_Positive	fisherFDR_PR Status_Positive	fisherFDR_PR Status_Negative
NP_958782	1183.0	1483.0	46.0	70.0		0.3403619261814248	0.5544605571665147	
NP_976226	327.0	437.0	13.0	19.0		0.857074843887704	0.9283062652295775	
NP_976324	443.0	561.0	20.0	32.0		0.4750432438329273	0.6640742924169641	
NP_982284	581.0	692.0	8.0	22.0		0.041983643679487974	0.17854096891066465	
NP_991403	443.0	568.0	13.0	25.0		0.31727594197881936	0.5274875743186956	
NP_998725	187.0	233.0	12.0	22.0		0.36972710702484113	0.5789525241784333	
NP_998754	590.0	759.0	12.0	27.0		0.13946913490103774	0.33739838622766016	
XP_003846661	595.0	734.0	13.0	43.0		0.0014050439954218948	0.02674927901777	
NP_000072	326.0	422.0	22.0	17.0	0.13687506984512812			0.4112835775077528
NP_001002909	370.0	539.0	43.0	44.0	0.13830775172827087			0.4112835775077528
NP_001005751	1136.0	1439.0	41.0	51.0	1.0			1.0
NP_001035932	374.0	564.0	21.0	13.0	0.012663549779599687			0.08417536029969203
NP_001035957	323.0	462.0	24.0	12.0	0.0030566136147042837			0.02467123846154172
NP_001106207	358.0	487.0	18.0	21.0	0.7408550082233409			0.9313964978943418
NP_001107018	1005.0	1351.0	50.0	34.0	0.0024130345536323905			0.023836102833936116
NP_001127854	458.0	595.0	18.0	18.0	0.4956843431547755			0.7691818105169819
NP_001135441	299.0	392.0	18.0	12.0	0.09006443874362074			0.3392427192676381
NP_001135452	2284.0	3023.0	72.0	84.0	0.4608436195493211			0.7691818105169819
NP_001157789	1148.0	1481.0	52.0	31.0	0.0007016465614446452			0.01054159132476173
NP_001158136	668.0	945.0	30.0	26.0	0.07428737812898098			0.2998026331633875
NP_001159581	514.0	671.0	19.0	13.0	0.10270384954008953			0.37437209671064897
NP_001188267	540.0	715.0	33.0	29.0	0.11738029542239817			0.39407861584833404
NP_001191397	371.0	492.0	24.0	28.0	0.6677436816647758			0.8857947303312609
NP_001193723	304.0	413.0	24.0	16.0	0.03311205224430364			0.17817437636220532
NP_001231931	495.0	707.0	27.0	19.0	0.02189516485928201			0.13021861205783508
NP_001234918	232.0	306.0	16.0	16.0	0.46754498943655876			0.7691818105169819
NP_001240628	600.0	804.0	25.0	27.0	0.4772248830591796			0.7691818105169819
NP_001240841	356.0	457.0	18.0	22.0	0.8721524816493911			0.9514741968077233
NP_001245303	643.0	849.0	22.0	20.0	0.26957669994469874			0.5933906199858896
NP_001254489	548.0	770.0	43.0	13.0	2.548947279582309e-07			7.200776064820024e-06
NP_001408	494.0	682.0	29.0	31.0	0.3504448936144864			0.6947416312006485
NP_001611	6145.0	8097.0	184.0	132.0	1.1013079339296996e-07			4.148259884468535e-06
NP_002264	799.0	1057.0	33.0	14.0	0.0002713419598901908			0.006132328293518312
NP_002267	582.0	781.0	15.0	18.0	0.8590167933414494			0.9514741968077233
NP_002364	1406.0	1860.0	44.0	36.0	0.03938150287543896			0.2022777193147547
NP_002473	381.0	524.0	19.0	22.0	0.6295478169644146			0.8782580656417143
NP_002511	413.0	524.0	18.0	17.0	0.39301094600603714			0.7280366704702
NP_002826	545.0	689.0	40.0	39.0	0.29368365281973646			0.6052700758515727
NP_003015	391.0	567.0	22.0	16.0	0.0435195380995132			0.21381338283673876
NP_003061	231.0	337.0	20.0	22.0	0.41797779390800366			0.7617982372839422
NP_003248	957.0	1312.0	37.0	44.0	0.5677889390628523			0.8525384728469368
NP_003600	466.0	660.0	33.0	35.0	0.25651005216667927			0.5797127178966951
NP_003602	372.0	430.0	16.0	17.0	0.8597811847427534			0.9514741968077233
NP_003760	196.0	257.0	12.0	13.0	0.6819835534408822			0.8857947303312609
NP_003852	231.0	344.0	14.0	12.0	0.22019076196776455			0.5293948106884552
NP_004437	347.0	461.0	18.0	21.0	0.7418202195618652			0.9313964978943418
NP_004482	604.0	771.0	17.0	14.0	0.2730647100820023			0.5933906199858896
NP_004487	250.0	385.0	30.0	3.0	2.36492978976286e-09			1.3361853312160159e-07
NP_004738	693.0	887.0	26.0	31.0	0.7878890532885875			0.9367470026760378
NP_005069	471.0	700.0	25.0	16.0	0.009461502331047901			0.0668218602130258
NP_005086	412.0	568.0	20.0	20.0	0.3313057055144246			0.6685275843416069
NP_005119	356.0	507.0	16.0	12.0	0.1185723268924191			0.39407861584833404
NP_005535	769.0	1128.0	33.0	19.0	0.00143241918795092			0.01798481869316155
NP_005564	396.0	522.0	24.0	20.0	0.16142584076811628			0.4449053660194424
NP_005753	749.0	964.0	46.0	28.0	0.002591503138390702			0.023836102833936116
NP_005830	1531.0	2127.0	133.0	144.0	0.05041734135823922			0.22788638293924127
NP_005853	213.0	310.0	15.0	13.0	0.23682578873504953			0.5575273776470958
NP_005875	315.0	405.0	16.0	17.0	0.5960224721673275			0.8525384728469368
NP_006006	454.0	615.0	22.0	26.0	0.6570393791955284			0.8857947303312609
NP_006188	1283.0	1729.0	48.0	49.0	0.21073759867018943			0.5176814923854653
NP_006303	1222.0	1648.0	66.0	81.0	0.6083471910325462			0.8592904073334715
NP_006428	417.0	544.0	17.0	21.0	0.8691827241736045			0.9514741968077233
NP_006531	377.0	511.0	22.0	19.0	0.1963005454871105			0.5073661763424163
NP_006687	225.0	309.0	16.0	18.0	0.5950433481362754			0.8525384728469368
NP_006717	794.0	1081.0	33.0	19.0	0.002742206520718314			0.023836102833936116
NP_009045	600.0	798.0	21.0	27.0	1.0			1.0
NP_009057	297.0	357.0	12.0	13.0	0.8398196731175753			0.9514741968077233
NP_009297	270.0	375.0	20.0	25.0	0.7564500331194708			0.9360785067403713
NP_055445	411.0	554.0	24.0	29.0	0.7758250342464463			0.9367470026760378
NP_055464	175.0	234.0	17.0	13.0	0.18144482924349098			0.48817299296463046
NP_055490	280.0	425.0	21.0	8.0	0.0007463073504256092			0.01054159132476173
NP_055535	512.0	670.0	26.0	26.0	0.3917892818116844			0.7280366704702
NP_055681	1336.0	1806.0	39.0	51.0	0.91406648586756			0.9744293670097574
NP_055792	1113.0	1476.0	78.0	100.0	0.875693066088524			0.9514741968077233
NP_055847	462.0	645.0	38.0	35.0	0.08803506970512219			0.3392427192676381
NP_055857	582.0	827.0	27.0	31.0	0.49690506343132457			0.7691818105169819
NP_055888	534.0	740.0	22.0	24.0	0.4496569936054435			0.7691818105169819
NP_055927	685.0	953.0	30.0	39.0	0.804110258934298			0.9367470026760378
NP_056077	350.0	443.0	16.0	15.0	0.4632027379757145			0.7691818105169819
NP_056224	317.0	435.0	16.0	20.0	0.8633199062806268			0.9514741968077233
NP_056262	449.0	581.0	22.0	28.0	1.0			1.0
NP_056347	87.0	123.0	13.0	4.0	0.00913957021040653			0.0668218602130258
NP_056988	455.0	566.0	22.0	24.0	0.7621170143372935			0.9360785067403713
NP_057572	236.0	342.0	26.0	21.0	0.0646379116177686			0.27052163010399455
NP_058519	991.0	1534.0	47.0	9.0	2.1452067731818887e-11			2.424083653695534e-09
NP_059990	312.0	408.0	24.0	31.0	1.0			1.0
NP_060149	349.0	504.0	18.0	10.0	0.018275795206802926			0.11473138102048504
NP_060206	136.0	181.0	13.0	11.0	0.29460047939678313			0.6052700758515727
NP_060414	256.0	349.0	24.0	29.0	0.6673629032340618			0.8857947303312609
NP_060551	181.0	248.0	16.0	14.0	0.25592141442803734			0.5797127178966951
NP_060783	407.0	552.0	24.0	24.0	0.36994050413571455			0.7085301180904363
NP_060813	213.0	277.0	16.0	11.0	0.11564197198139922			0.39407861584833404
NP_062536	1233.0	1635.0	42.0	49.0	0.5912904548889606			0.8525384728469368
NP_065176	951.0	1292.0	26.0	32.0	0.7881485184664352			0.9367470026760378
NP_065821	452.0	612.0	17.0	10.0	0.0472824773252265			0.22262166407294146
NP_065899	1231.0	1617.0	40.0	37.0	0.13143213400401557			0.4112835775077528
NP_065910	878.0	1197.0	32.0	43.0	1.0			1.0
NP_065939	1005.0	1399.0	46.0	55.0	0.4723375357957435			0.7691818105169819
NP_065952	621.0	821.0	33.0	37.0	0.5377115121097307			0.8211000117351293
NP_065953	865.0	1176.0	26.0	34.0	0.8952055582894292			0.9634116960638619
NP_066997	377.0	503.0	22.0	18.0	0.14349306769584258			0.41576196537513366
NP_076916	396.0	507.0	23.0	22.0	0.3590583329300874			0.6995446831224116
NP_078779	356.0	537.0	26.0	20.0	0.030654253273741463			0.17319653099663926
NP_079223	336.0	444.0	14.0	10.0	0.14837697348698414			0.4191649501007302
NP_079524	594.0	879.0	25.0	23.0	0.13459517622193967			0.4112835775077528
NP_112179	290.0	363.0	16.0	19.0	1.0			1.0
NP_112604	232.0	296.0	24.0	22.0	0.284348635055206			0.6052700758515727
NP_114129	283.0	404.0	25.0	19.0	0.057668654659268494			0.2506368452498977
NP_115543	275.0	342.0	15.0	16.0	0.7138240132289138			0.916614926078037
NP_116253	124.0	151.0	12.0	14.0	1.0			1.0
NP_150241	651.0	848.0	31.0	37.0	0.8027260387694402			0.9367470026760378
NP_543023	382.0	505.0	16.0	17.0	0.5931470443651716			0.8525384728469368
NP_612429	1188.0	1524.0	38.0	21.0	0.0020838093025604314			0.023547045118932877
NP_620137	457.0	586.0	27.0	30.0	0.6813690781572066			0.8857947303312609
NP_653205	368.0	494.0	27.0	29.0	0.48653010531285834			0.7691818105169819
NP_722549	313.0	432.0	22.0	26.0	0.6521463834488938			0.8857947303312609
NP_733751	547.0	804.0	47.0	30.0	0.0005022746332196474			0.009459505592303361
NP_733821	1221.0	1602.0	57.0	65.0	0.4567953767288143			0.7691818105169819
NP_898868	635.0	874.0	32.0	36.0	0.45232932004164195			0.7691818105169819
NP_996744	724.0	922.0	22.0	18.0	0.1975585111421798			0.5073661763424163
NP_997006	547.0	718.0	22.0	19.0	0.20249086315636466			0.5084770563704268
