	NotOutlier_PAM50_LumB_LumB	NotOutlier_PAM50_LumB_not-LumB	Outliers_PAM50_LumB_LumB	Outliers_PAM50_LumB_not-LumB	fisherp_PAM50_LumB_LumB	fisherp_PAM50_LumB_not-LumB	fisherFDR_PAM50_LumB_not-LumB	fisherFDR_PAM50_LumB_LumB
NP_006843	234.0	547.0	23.0	13.0	5.841372217209926e-05			0.0009132609139307279
NP_009101	99.0	238.0	10.0	7.0	0.014917383450377597			0.05321822016045209
NP_009135	187.0	432.0	11.0	15.0	0.19757746471092102			0.3193921422018648
NP_009178	462.0	1087.0	19.0	38.0	0.5586763801876485			0.6492725499478078
NP_009297	197.0	468.0	12.0	13.0	0.07324896060858928			0.1657739634825968
NP_031385	180.0	440.0	14.0	17.0	0.06920566212355729			0.16142957329340885
NP_036222	415.0	944.0	17.0	32.0	0.5311242260470727			0.6239984076509324
NP_036380	80.0	191.0	8.0	8.0	0.09765751587604565			0.2040925973280079
NP_036556	386.0	853.0	17.0	35.0	0.878693384543052			0.9170829013434766
NP_037450	478.0	1144.0	34.0	32.0	0.00030301696989466493			0.0024129129084204796
NP_054828	251.0	603.0	21.0	12.0	7.334150510664289e-05			0.0009275543292898954
NP_054831	517.0	1182.0	33.0	40.0	0.009563673320783766			0.04031744635232372
NP_054878	439.0	983.0	20.0	22.0	0.027441062424684862			0.08194206140704507
NP_055160	746.0	1704.0	23.0	49.0	0.7956339442770728			0.8551983503810104
NP_055315	439.0	1017.0	15.0	21.0	0.14486695613012346			0.26173441653761803
NP_055456	630.0	1475.0	38.0	56.0	0.03846015500356737			0.10336166657208731
NP_055475	296.0	660.0	10.0	14.0	0.27033941818459306			0.3768257234650027
NP_055477	155.0	353.0	8.0	7.0	0.08607581187863059			0.18693231872631894
NP_055535	365.0	827.0	13.0	29.0	1.0			1.0
NP_055554	754.0	1751.0	25.0	47.0	0.4349155483242001			0.5333134135130757
NP_055596	307.0	691.0	16.0	20.0	0.0987238610330829			0.2040925973280079
NP_055643	59.0	144.0	10.0	5.0	0.0068462375059087505			0.03154506875814758
NP_055681	924.0	2164.0	50.0	94.0	0.22756281380762253			0.3446305983040513
NP_055792	816.0	1864.0	34.0	53.0	0.09790967926245572			0.2040925973280079
NP_055816	660.0	1516.0	23.0	34.0	0.11046356295438386			0.21932756537852288
NP_055820	681.0	1652.0	26.0	56.0	0.6225371048703638			0.712013577648328
NP_055857	419.0	996.0	30.0	22.0	4.331506613422017e-05			0.0007760616015714448
NP_055858	217.0	494.0	16.0	18.0	0.05671434042543949			0.13856344535760784
NP_055885	697.0	1621.0	32.0	33.0	0.0015259069187718573			0.009113055209331925
NP_055927	494.0	1153.0	18.0	42.0	1.0			1.0
NP_055935	145.0	322.0	10.0	9.0	0.07515479939517834			0.16736043513039078
NP_055983	247.0	565.0	13.0	14.0	0.05789922332067077			0.13986891026903614
NP_056018	497.0	1153.0	32.0	47.0	0.06027086645868045			0.14330145618584433
NP_056025	178.0	420.0	13.0	30.0	1.0			1.0
NP_056079	248.0	564.0	10.0	13.0	0.2508518051128738			0.3597398349363921
NP_056099	136.0	314.0	10.0	10.0	0.08192534646822282			0.1797341784762031
NP_056130	546.0	1231.0	25.0	29.0	0.024188300440087317			0.07465232315533249
NP_056182	149.0	371.0	18.0	19.0	0.014914879108405155			0.05321822016045209
NP_056262	305.0	736.0	17.0	22.0	0.07298618598094439			0.1657739634825968
NP_056450	286.0	676.0	13.0	21.0	0.3405993573553101			0.4492568210514827
NP_056992	133.0	314.0	9.0	9.0	0.11347758316158012			0.2197989223399975
NP_057205	158.0	388.0	10.0	14.0	0.17854037835924283			0.2975672972654047
NP_057269	208.0	487.0	22.0	31.0	0.08941794454788474			0.190345129483121
NP_057404	469.0	1036.0	15.0	30.0	0.7460741571628513			0.8142433694924519
NP_057417	3491.0	7807.0	87.0	162.0	0.187924896992351			0.308426357659202
NP_057591	440.0	1097.0	64.0	38.0	8.614379945712786e-12			1.852091688328249e-09
NP_057688	226.0	546.0	12.0	16.0	0.14098290203005753			0.2590711447560886
NP_057710	79.0	185.0	11.0	6.0	0.0055590537998154756			0.027163558340007436
NP_057712	171.0	387.0	13.0	11.0	0.02307477064342878			0.07404590579607742
NP_057951	119.0	278.0	8.0	10.0	0.19923300904168353			0.3196649025668803
NP_059107	83.0	211.0	13.0	4.0	9.128801115848569e-05			0.0009845633056434825
NP_060130	186.0	417.0	13.0	21.0	0.44670126459513726			0.5426032310053928
NP_060224	131.0	301.0	14.0	11.0	0.013181658078781563			0.050396093295151136
NP_060360	166.0	380.0	14.0	16.0	0.06982767588970708			0.16142957329340885
NP_060362	168.0	402.0	12.0	12.0	0.04083550341664769			0.10706869798267382
NP_060427	183.0	412.0	21.0	23.0	0.02821993549945277			0.08277982954012754
NP_060733	304.0	698.0	18.0	12.0	0.0010575675241843376			0.006890212657564623
NP_060821	193.0	472.0	20.0	18.0	0.0033179760613503825			0.01739914276073981
NP_060873	280.0	648.0	11.0	19.0	0.42744545408092216			0.5312183388866951
NP_061981	101.0	247.0	7.0	8.0	0.1557726390574844			0.27092553075159836
NP_064504	422.0	973.0	23.0	42.0	0.4085526901504891			0.5166989904844421
NP_064522	135.0	293.0	8.0	13.0	0.6318077304815855			0.7187230796483643
NP_064578	207.0	494.0	21.0	21.0	0.008858095641022943			0.038089811256398654
NP_065070	169.0	394.0	11.0	18.0	0.40851646294082755			0.5166989904844421
NP_065073	338.0	758.0	15.0	24.0	0.3784034384887299			0.49010083900648754
NP_065750	221.0	521.0	20.0	22.0	0.024021491377303576			0.07465232315533249
NP_065770	459.0	1052.0	19.0	40.0	0.7738746224013441			0.8360956975692914
NP_065821	312.0	728.0	18.0	33.0	0.4365728408293085			0.5333134135130757
NP_065871	183.0	434.0	19.0	13.0	0.000733699086376412			0.00525817678569762
NP_065883	491.0	1119.0	20.0	29.0	0.15625472471254978			0.27092553075159836
NP_065939	735.0	1666.0	34.0	70.0	0.664607021287204			0.7520553135618361
NP_065953	609.0	1436.0	18.0	38.0	0.7672885964295921			0.8331669102644561
NP_066576	169.0	425.0	12.0	6.0	0.0010523695595784375			0.006890212657564623
NP_066997	264.0	619.0	16.0	21.0	0.10012260223422564			0.20501294743198586
NP_067051	430.0	1001.0	12.0	16.0	0.1499509242099677			0.26596154021449003
NP_071349	215.0	496.0	17.0	11.0	0.0013492778627866861			0.008532198249974633
NP_071801	70.0	148.0	7.0	5.0	0.11119397500585579			0.21932756537852288
NP_073568	362.0	826.0	12.0	16.0	0.21209682271128721			0.33778382876242036
NP_075384	177.0	407.0	11.0	11.0	0.0606531744786597			0.14330145618584433
NP_075388	140.0	316.0	7.0	3.0	0.013360824734063323			0.050396093295151136
NP_077015	74.0	203.0	14.0	12.0	0.005969747258832367			0.028522125792199086
NP_078811	139.0	336.0	10.0	12.0	0.15040038141506973			0.26596154021449003
NP_079194	116.0	282.0	12.0	6.0	0.0025803174415884454			0.014224826921577326
NP_079461	363.0	863.0	35.0	30.0	8.524422416640213e-05			0.0009845633056434825
NP_085130	96.0	227.0	8.0	6.0	0.03906369203903038			0.10368757763446336
NP_112179	203.0	463.0	12.0	10.0	0.032241294643133155			0.09120892563517932
NP_112553	148.0	360.0	7.0	11.0	0.43060473850847836			0.5320690734443841
NP_112578	129.0	300.0	10.0	6.0	0.010811169139273389			0.04226184299897779
NP_112604	162.0	390.0	9.0	13.0	0.24321310629973802			0.355719849349957
NP_115805	132.0	289.0	13.0	9.0	0.0098392386845423			0.040681467638011434
NP_115812	932.0	2129.0	29.0	63.0	0.8188414073093412			0.8715391216411305
NP_115820	190.0	416.0	19.0	17.0	0.010149496215557035			0.04117248464801439
NP_115971	89.0	236.0	22.0	13.0	5.946815253502414e-05			0.0009132609139307279
NP_116259	126.0	287.0	9.0	7.0	0.05033577524263695			0.12583943810659237
NP_116575	47.0	102.0	7.0	7.0	0.23305133400951528			0.3479585889725402
NP_149072	357.0	794.0	16.0	14.0	0.015346649534642			0.05321822016045209
NP_542417	711.0	1681.0	15.0	30.0	0.6225979190599333			0.712013577648328
NP_542775	201.0	494.0	30.0	25.0	0.00019855833587662338			0.001803274875783691
NP_613258	95.0	224.0	8.0	4.0	0.010715592503094293			0.04226184299897779
NP_620137	315.0	750.0	14.0	21.0	0.19208584532307343			0.31286709654894534
NP_620305	508.0	1130.0	23.0	41.0	0.41106769212772043			0.5168394959500578
NP_659400	76.0	190.0	7.0	8.0	0.15091771119147807			0.26596154021449003
NP_659419	182.0	408.0	8.0	7.0	0.08808033313997186			0.18937271625093952
NP_733751	413.0	970.0	26.0	19.0	0.00020129580008748177			0.001803274875783691
NP_775114	301.0	664.0	19.0	30.0	0.2725413765585731			0.3768257234650027
NP_775782	298.0	692.0	25.0	39.0	0.1610054428656647			0.2769293617289433
NP_795352	196.0	478.0	12.0	10.0	0.016113949311327366			0.05499204923706958
NP_851999	206.0	457.0	24.0	18.0	0.0009931711276083082			0.006888122336638266
NP_892017	385.0	902.0	14.0	26.0	0.48715688590404665			0.5818818359409446
NP_919254	339.0	768.0	13.0	20.0	0.33849613203734297			0.44923869375326386
NP_919277	316.0	746.0	26.0	24.0	0.001487374749140118			0.009113055209331925
NP_937872	139.0	317.0	12.0	17.0	0.22091753797678504			0.339266219035777
NP_937883	329.0	770.0	16.0	35.0	0.8759474357377663			0.9170829013434766
NP_976324	304.0	734.0	17.0	1.0	1.5563192868997405e-08			1.1266586036099946e-06
NP_982261	296.0	674.0	12.0	27.0	1.0			1.0
NP_997006	381.0	865.0	21.0	39.0	0.47585021013982387			0.5715519283802354
