	NotOutlier_PAM50_LumB_LumB	NotOutlier_PAM50_LumB_not-LumB	Outliers_PAM50_LumB_LumB	Outliers_PAM50_LumB_not-LumB	fisherp_PAM50_LumB_LumB	fisherp_PAM50_LumB_not-LumB	fisherFDR_PAM50_LumB_not-LumB	fisherFDR_PAM50_LumB_LumB
NP_004277	128.0	293.0	8.0	11.0	0.31261185060086916			0.6403107079965265
NP_004299	168.0	393.0	13.0	11.0	0.02160427036617366			0.2346642031697179
NP_004406	575.0	1312.0	20.0	42.0	0.7798646898008894			0.899503022895344
NP_005008	226.0	520.0	11.0	22.0	0.7019975412481247			0.8689359809351788
NP_005325	156.0	367.0	9.0	13.0	0.3424073988023437			0.6573067828392023
NP_005392	248.0	586.0	9.0	17.0	0.6638733771656355			0.8689359809351788
NP_005397	131.0	303.0	8.0	10.0	0.20203775251492975			0.5326449839029966
NP_005427	291.0	693.0	12.0	16.0	0.14430989236951094			0.5049271219191581
NP_005500	261.0	592.0	13.0	29.0	1.0			1.0
NP_005654	117.0	283.0	8.0	8.0	0.09487026126855005			0.4016660728594479
NP_005804	237.0	546.0	11.0	14.0	0.18445121514038093			0.5134437886717305
NP_005808	227.0	524.0	15.0	16.0	0.0455059153108837			0.33195298462941425
NP_005839	279.0	625.0	25.0	40.0	0.2140279208749995			0.5570213838157039
NP_005875	213.0	511.0	11.0	18.0	0.406829082961847			0.7181417725326517
NP_005900	1717.0	3967.0	26.0	43.0	0.18830579341568587			0.5134437886717305
NP_006006	322.0	748.0	16.0	31.0	0.626623901484634			0.8619351822918535
NP_006244	115.0	295.0	12.0	11.0	0.018343855265289873			0.2346642031697179
NP_006245	268.0	636.0	14.0	18.0	0.1148688311377716			0.4441321787431847
NP_006259	142.0	324.0	8.0	14.0	0.6368979179496455			0.8619351822918535
NP_006268	155.0	370.0	13.0	10.0	0.009710280876799723			0.2346642031697179
NP_006280	603.0	1427.0	18.0	39.0	0.7697188668663257			0.8950697797379519
NP_006302	712.0	1673.0	37.0	65.0	0.18569576666785273			0.5134437886717305
NP_006319	391.0	870.0	16.0	32.0	0.7515939104632055			0.8950697797379519
NP_006358	177.0	419.0	13.0	18.0	0.16234254397019238			0.5049271219191581
NP_006448	421.0	962.0	21.0	28.0	0.0822145468008288			0.3708789555681833
NP_006485	199.0	476.0	11.0	13.0	0.11085184534684321			0.4441321787431847
NP_006741	212.0	487.0	9.0	15.0	0.5002780205726522			0.7872592106685923
NP_006757	136.0	317.0	10.0	14.0	0.2571244680775334			0.5612501830079493
NP_008832	132.0	332.0	10.0	14.0	0.17176422650480144			0.5134437886717305
NP_009114	402.0	908.0	10.0	21.0	0.8453585226007796			0.9290370866384985
NP_009131	898.0	2041.0	42.0	89.0	0.6994798288503177			0.8689359809351788
NP_009134	310.0	703.0	12.0	21.0	0.5654506208181392			0.8027026295530229
NP_009217	832.0	1982.0	25.0	50.0	0.5219464782821204			0.7887516331802803
NP_009298	178.0	414.0	11.0	23.0	0.8478926035972658			0.9290370866384985
NP_036556	387.0	864.0	16.0	24.0	0.22823496795356116			0.5609355228968438
NP_055062	228.0	526.0	11.0	20.0	0.5526314020998735			0.7900293987765797
NP_055144	341.0	746.0	13.0	27.0	0.8636581305951263			0.9325670239936736
NP_055422	30.0	78.0	7.0	4.0	0.03402459111932157			0.31395418169192174
NP_055445	302.0	671.0	17.0	28.0	0.3296087630398634			0.6559860676185517
NP_055475	293.0	656.0	13.0	18.0	0.23624682542164904			0.5609355228968438
NP_055476	169.0	367.0	13.0	17.0	0.22702518634949892			0.5609355228968438
NP_055518	83.0	169.0	7.0	9.0	0.41720713079697413			0.7233778489081164
NP_055535	362.0	821.0	16.0	35.0	0.8779358970030648			0.9429681856699587
NP_055599	584.0	1332.0	22.0	45.0	0.6867374667417573			0.8689359809351788
NP_055601	573.0	1300.0	22.0	48.0	0.8952171079708814			0.956468804832047
NP_055617	308.0	701.0	16.0	23.0	0.16264491650463356			0.5049271219191581
NP_055625	311.0	723.0	13.0	30.0	1.0			1.0
NP_055627	800.0	1890.0	42.0	71.0	0.0944758574566006			0.4016660728594479
NP_055647	326.0	757.0	10.0	12.0	0.15788491787688946			0.5049271219191581
NP_055845	253.0	560.0	12.0	18.0	0.31967927950354774			0.6425237003883187
NP_055855	124.0	316.0	13.0	15.0	0.052510877869739354			0.333115881486159
NP_055869	242.0	521.0	10.0	21.0	1.0			1.0
NP_055915	233.0	534.0	14.0	29.0	0.7365430480568989			0.8950697797379519
NP_055928	165.0	396.0	9.0	8.0	0.056456373000124634			0.3407315134097767
NP_055940	506.0	1169.0	27.0	54.0	0.5384446651226802			0.7887516331802803
NP_055979	116.0	254.0	7.0	15.0	1.0			1.0
NP_055995	234.0	572.0	8.0	10.0	0.18969598103635363			0.5134437886717305
NP_056067	329.0	780.0	14.0	16.0	0.06695002423981822			0.3643129476328498
NP_056073	433.0	991.0	19.0	39.0	0.7711762878331869			0.8950697797379519
NP_056134	405.0	904.0	14.0	25.0	0.488354121823217			0.7805975333079769
NP_056141	194.0	482.0	10.0	10.0	0.0473065485008981			0.33195298462941425
NP_056171	680.0	1604.0	17.0	36.0	0.7615595707157794			0.8950697797379519
NP_056193	400.0	950.0	18.0	38.0	0.6576933640253082			0.8689359809351788
NP_056224	219.0	536.0	14.0	19.0	0.11818326638948988			0.44428153846419344
NP_056258	152.0	355.0	9.0	16.0	0.5103858398579371			0.7887516331802803
NP_056287	85.0	233.0	9.0	10.0	0.06495878680399318			0.3643129476328498
NP_056364	437.0	1006.0	21.0	33.0	0.17875385899727242			0.5134437886717305
NP_056392	338.0	778.0	8.0	12.0	0.33753158385227217			0.6573067828392023
NP_057404	464.0	1027.0	20.0	39.0	0.6683847473263915			0.8689359809351788
NP_057541	260.0	581.0	14.0	24.0	0.47493305765945765			0.7651699262291263
NP_057710	81.0	185.0	9.0	6.0	0.023194551091611025			0.2354246935798519
NP_057733	137.0	313.0	7.0	12.0	0.613098514092673			0.8524588928822783
NP_059990	223.0	498.0	18.0	36.0	0.76082581556945			0.8950697797379519
NP_060130	188.0	415.0	11.0	23.0	0.8514996869858193			0.9290370866384985
NP_060137	161.0	359.0	9.0	15.0	0.5044742142710437			0.7877558884386298
NP_060189	122.0	275.0	8.0	17.0	1.0			1.0
NP_060275	186.0	418.0	11.0	16.0	0.2918391965383832			0.6236142831293873
NP_060395	674.0	1533.0	30.0	66.0	0.9099995999423367			0.9621349936890331
NP_060551	133.0	296.0	11.0	19.0	0.5439666435726072			0.7887516331802803
NP_060644	480.0	1125.0	23.0	40.0	0.26513855005411846			0.5725864432019793
NP_060757	311.0	712.0	16.0	18.0	0.057180236370392365			0.3407315134097767
NP_060873	276.0	646.0	15.0	21.0	0.14163721142054292			0.5049271219191581
NP_061857	258.0	591.0	12.0	17.0	0.22199743354413587			0.5609355228968438
NP_064504	432.0	994.0	13.0	21.0	0.3470035914582975			0.6573067828392023
NP_065076	196.0	439.0	8.0	12.0	0.4620372437152702			0.7651699262291263
NP_065176	693.0	1553.0	17.0	38.0	1.0			1.0
NP_065805	454.0	1055.0	26.0	45.0	0.23775769968274954			0.5609355228968438
NP_065823	270.0	587.0	14.0	27.0	0.7325654528071517			0.8950697797379519
NP_065863	198.0	466.0	8.0	13.0	0.469311323501181			0.7651699262291263
NP_065897	345.0	769.0	13.0	24.0	0.5911200536112884			0.8275680750558037
NP_066300	127.0	293.0	7.0	4.0	0.04049695813138322			0.33195298462941425
NP_068375	63.0	163.0	12.0	10.0	0.014083094109477936			0.2346642031697179
NP_068506	643.0	1543.0	25.0	32.0	0.02666205505039977			0.2577331988205311
NP_071350	136.0	317.0	10.0	10.0	0.08081392055828587			0.3708789555681833
NP_071895	165.0	378.0	12.0	13.0	0.07695125341612147			0.3708789555681833
NP_072096	220.0	492.0	8.0	16.0	0.8237803945003627			0.9290370866384985
NP_072174	1572.0	3625.0	53.0	93.0	0.12137556446396015			0.4479861742942529
NP_073153	156.0	347.0	8.0	16.0	0.8232400675435783			0.9290370866384985
NP_073585	495.0	1159.0	24.0	44.0	0.34721910886140533			0.6573067828392023
NP_073606	247.0	591.0	14.0	7.0	0.0010069506231063135			0.06813699216352721
NP_079052	390.0	933.0	15.0	26.0	0.38508005813725826			0.6966100526891086
NP_079285	112.0	252.0	10.0	13.0	0.24698785005999288			0.5609355228968438
NP_079440	227.0	526.0	11.0	18.0	0.4115845528437629			0.7202729674765851
NP_079527	204.0	467.0	10.0	20.0	0.6911646142612486			0.8689359809351788
NP_113584	796.0	1837.0	37.0	79.0	0.6812021995537			0.8689359809351788
NP_115543	184.0	433.0	11.0	20.0	0.5480578267802034			0.7890477931658247
NP_115554	68.0	158.0	8.0	4.0	0.020821792115243265			0.2346642031697179
NP_116126	214.0	524.0	18.0	18.0	0.01399017987449631			0.2346642031697179
NP_203752	318.0	714.0	9.0	16.0	0.6617863668422932			0.8689359809351788
NP_203754	1756.0	3968.0	56.0	118.0	0.6770384785684678			0.8689359809351788
NP_277052	434.0	986.0	21.0	38.0	0.47158229965452014			0.7651699262291263
NP_490597	219.0	522.0	11.0	25.0	0.8540320379166788			0.9290370866384985
NP_510880	500.0	1102.0	19.0	38.0	0.7716118790844413			0.8950697797379519
NP_570899	216.0	518.0	9.0	19.0	0.8330572539128562			0.9290370866384985
NP_612206	253.0	610.0	16.0	13.0	0.0061678343265616845			0.208678394715337
NP_620137	313.0	738.0	16.0	33.0	0.6361434761734953			0.8619351822918535
NP_620305	508.0	1131.0	23.0	40.0	0.4055832579292873			0.7181417725326517
NP_644805	116.0	279.0	7.0	5.0	0.05022330997407562			0.33195298462941425
NP_653265	80.0	171.0	8.0	12.0	0.46408891219033294			0.7651699262291263
NP_658988	179.0	344.0	9.0	17.0	1.0			1.0
NP_659449	131.0	312.0	12.0	10.0	0.017820360299883473			0.2346642031697179
NP_663719	339.0	783.0	13.0	27.0	0.7293803719970365			0.8950697797379519
NP_689969	305.0	705.0	16.0	25.0	0.22998847239621606			0.5609355228968438
NP_694997	174.0	386.0	8.0	12.0	0.4626272453897806			0.7651699262291263
NP_695012	235.0	530.0	8.0	18.0	1.0			1.0
NP_722549	223.0	523.0	18.0	29.0	0.25246991269700136			0.5612501830079493
NP_733821	859.0	1980.0	36.0	70.0	0.4515221325267593			0.7642719395720489
NP_757386	97.0	210.0	7.0	7.0	0.1563849791833392			0.5049271219191581
NP_821074	195.0	479.0	14.0	15.0	0.03623792213160325			0.31983905185719386
NP_821133	182.0	430.0	14.0	12.0	0.015133372430681587			0.2346642031697179
NP_835260	271.0	680.0	17.0	15.0	0.004796366248158046			0.19473246967521668
NP_848927	261.0	596.0	11.0	24.0	0.8539949251758464			0.9290370866384985
NP_877439	107.0	258.0	11.0	3.0	0.00027409176453108255			0.02782031409990488
NP_899064	83.0	203.0	7.0	5.0	0.04895620916910427			0.33195298462941425
NP_919254	333.0	769.0	19.0	19.0	0.012241983651794061			0.2346642031697179
NP_919277	332.0	755.0	10.0	15.0	0.38004159441609586			0.6966100526891086
NP_940953	222.0	519.0	7.0	15.0	0.8169988526475245			0.9290370866384985
NP_940997	227.0	503.0	10.0	19.0	0.6867496313217576			0.8689359809351788
NP_955391	219.0	529.0	8.0	8.0	0.09497522905050984			0.4016660728594479
NP_958782	791.0	1874.0	42.0	75.0	0.15023528548753723			0.5049271219191581
NP_997006	389.0	883.0	13.0	21.0	0.3497001603282456			0.6573067828392023
NP_998725	122.0	299.0	14.0	19.0	0.1159556919871369			0.4441321787431847
NP_998754	401.0	951.0	11.0	25.0	0.8558124886768436			0.9290370866384985
XP_003846661	390.0	940.0	21.0	34.0	0.17535531631728352			0.5134437886717305
XP_003960220	104.0	263.0	12.0	8.0	0.004741834320243516			0.19473246967521668
