	NotOutlier_PAM50_Her2_Her2	NotOutlier_PAM50_Her2_not-Her2	Outliers_PAM50_Her2_Her2	Outliers_PAM50_Her2_not-Her2	fisherp_PAM50_Her2_Her2	fisherp_PAM50_Her2_not-Her2	fisherFDR_PAM50_Her2_not-Her2	fisherFDR_PAM50_Her2_Her2
NP_009114	196.0	1116.0	13.0	16.0	0.00014941671643523897			0.0017582048741163225
NP_009131	449.0	2485.0	31.0	105.0	0.02876790351305799			0.06221236276961802
NP_009134	150.0	864.0	10.0	22.0	0.020764149607144518			0.04991702554826206
NP_009160	47.0	265.0	4.0	12.0	0.2881838266171194			0.33424755583861404
NP_009178	234.0	1310.0	14.0	48.0	0.1485604234335049			0.19904150317025787
NP_009217	445.0	2360.0	14.0	70.0	0.8793697547825552			0.8833943303193175
NP_009225	47.0	274.0	5.0	8.0	0.03632191417096075			0.07281666820545833
NP_009297	101.0	544.0	14.0	31.0	0.011968286165448195			0.03454735785880862
NP_009298	90.0	499.0	9.0	28.0	0.1613438533157872			0.21262484019253
NP_015559	125.0	680.0	13.0	29.0	0.01598297846872903			0.04195898874532854
NP_031385	101.0	508.0	11.0	31.0	0.13602444068250574			0.18807788806179535
NP_031397	37.0	194.0	5.0	6.0	0.025725580206121205			0.05747343364115628
NP_036222	206.0	1155.0	12.0	35.0	0.06352449300034425			0.10851070983327288
NP_036234	110.0	590.0	16.0	28.0	0.0013083176800801084			0.00755725607309431
NP_036252	125.0	708.0	14.0	24.0	0.001119105047943029			0.006823432167319301
NP_036253	175.0	995.0	8.0	30.0	0.3538703324139323			0.3962986630860109
NP_036266	80.0	426.0	8.0	5.0	0.0003163891181110089			0.00292410153369964
NP_036288	255.0	1407.0	13.0	25.0	0.005015601993668638			0.01908984401276641
NP_036329	54.0	371.0	9.0	11.0	0.0006202474768421739			0.004819268005906448
NP_036364	153.0	851.0	5.0	15.0	0.21712058895485314			0.26969999546495915
NP_036365	42.0	225.0	8.0	6.0	0.0007630827553051102			0.005307792448888848
NP_036369	25.0	150.0	4.0	8.0	0.09478353727503998			0.14473034039562627
NP_036377	32.0	212.0	7.0	11.0	0.008703507725046937			0.027768271850558534
NP_036419	56.0	351.0	9.0	13.0	0.0024054549804077546			0.011733274848877826
NP_036426	10.0	79.0	4.0	3.0	0.0080162209109656			0.026067562814177027
NP_036440	131.0	715.0	9.0	32.0	0.27263440095497005			0.32087534053413364
NP_036515	41.0	226.0	4.0	14.0	0.5001797403060335			0.532424193948496
NP_036556	188.0	1060.0	8.0	35.0	0.5166201872875489			0.5478170585005652
NP_036565	370.0	1981.0	36.0	68.0	4.508644989737862e-06			0.00015834361203959373
NP_036611	27.0	160.0	6.0	10.0	0.027958783821918107			0.061369530489110244
NP_036614	51.0	237.0	6.0	6.0	0.013289737178033197			0.03716047529399091
NP_037418	159.0	805.0	11.0	26.0	0.04412448530417595			0.08388795216406987
NP_037450	264.0	1358.0	17.0	49.0	0.061305852119957004			0.10574958381399263
NP_037524	66.0	355.0	8.0	23.0	0.13837930159720827			0.18983910437867008
NP_038470	21.0	110.0	5.0	7.0	0.04321820425040053			0.08285061862849707
NP_054706	240.0	1340.0	19.0	33.0	0.00028820782344069146			0.002738015147713805
NP_054749	159.0	825.0	7.0	28.0	0.4907641317379588			0.5254767166657657
NP_054828	137.0	717.0	12.0	21.0	0.0066859484840211154			0.02275295646887806
NP_054831	278.0	1443.0	16.0	35.0	0.006995433612398733			0.023532531462398806
NP_054878	202.0	1192.0	22.0	48.0	0.00047667940098338184			0.00398594775298485
NP_054908	175.0	968.0	21.0	29.0	1.0041765372005236e-05			0.00026717181807941207
NP_055053	105.0	589.0	6.0	12.0	0.04717014002908669			0.08755894914490088
NP_055062	103.0	649.0	7.0	26.0	0.20693015347388605			0.2591792792440399
NP_055131	84.0	456.0	5.0	18.0	0.3881889077783199			0.4260373262867061
NP_055160	365.0	2025.0	39.0	93.0	7.156235011192897e-05			0.001102311287689011
NP_055238	207.0	1076.0	16.0	49.0	0.08565999734630234			0.13406324005357123
NP_055315	217.0	1201.0	17.0	57.0	0.09873676330807794			0.14895339894242687
NP_055331	23.0	148.0	4.0	6.0	0.044141496469020824			0.08388795216406987
NP_055392	57.0	308.0	5.0	17.0	0.37118285582466626			0.4114880649167386
NP_055412	142.0	780.0	9.0	26.0	0.10220213884023531			0.15312880188007952
NP_055417	51.0	269.0	5.0	7.0	0.035227827773518294			0.07152669279759914
NP_055427	137.0	751.0	15.0	24.0	0.0005941367476410522			0.004785798756227926
NP_055445	142.0	823.0	18.0	35.0	0.0006733247062316955			0.004967891530012005
NP_055446	152.0	843.0	15.0	32.0	0.006598238478577477			0.022541841961832784
NP_055448	22.0	167.0	5.0	7.0	0.01233268652791589			0.035042390846311174
NP_055456	345.0	1768.0	17.0	69.0	0.37593040400422745			0.4155075215148342
NP_055464	60.0	349.0	11.0	19.0	0.0038848652291472822			0.01597607644192583
NP_055476	80.0	454.0	8.0	24.0	0.13386695093252562			0.18567959386849525
NP_055477	72.0	416.0	12.0	23.0	0.006566141900385147			0.022541841961832784
NP_055481	6.0	51.0	5.0	3.0	0.0024049212162196884			0.011733274848877826
NP_055484	37.0	227.0	7.0	13.0	0.021338145868072596			0.05069301794918215
NP_055490	113.0	592.0	14.0	15.0	8.302909779723776e-05			0.0011978861276240255
NP_055501	34.0	173.0	5.0	4.0	0.010902474990195145			0.032456942613896166
NP_055504	117.0	636.0	6.0	26.0	0.6193298153619778			0.6419971403634198
NP_055520	78.0	499.0	15.0	24.0	0.0001873702458326761			0.002109116356937046
NP_055527	66.0	365.0	5.0	20.0	0.5681677542777592			0.5952879334795615
NP_055535	182.0	1000.0	10.0	42.0	0.43599424154624755			0.4725962272563029
NP_055542	124.0	719.0	15.0	31.0	0.0028349107889601897			0.012864499217110043
NP_055548	84.0	467.0	7.0	12.0	0.020586210110106574			0.04979254125805392
NP_055554	376.0	2057.0	47.0	97.0	6.897660908849329e-07			3.785091423731069e-05
NP_055572	38.0	269.0	6.0	18.0	0.1099732292559176			0.16092749214449276
NP_055594	35.0	154.0	5.0	10.0	0.17931562403404655			0.23118813201452698
NP_055596	141.0	854.0	18.0	21.0	3.1420783044005954e-06			0.00011994542396798793
NP_055599	285.0	1629.0	17.0	52.0	0.03866892278468982			0.076124022881071
NP_055601	289.0	1578.0	16.0	60.0	0.19774804578057475			0.24993741430361238
NP_055617	151.0	856.0	12.0	29.0	0.024653924110127536			0.05578903445539169
NP_055623	75.0	408.0	6.0	15.0	0.12648714339709147			0.17768913904423408
NP_055625	161.0	870.0	16.0	30.0	0.0017274732881408918			0.009420630726631695
NP_055627	409.0	2273.0	28.0	93.0	0.028343862241374893			0.06164592149922533
NP_055647	162.0	918.0	6.0	19.0	0.2530806021409273			0.30439009408182766
NP_055662	220.0	1224.0	19.0	45.0	0.004360015035588874			0.01764098249422595
NP_055671	26.0	156.0	4.0	7.0	0.07158992197174899			0.11879467812897715
NP_055706	56.0	314.0	7.0	9.0	0.007601643662934612			0.024922840139309916
NP_055726	136.0	784.0	16.0	38.0	0.006350303307014157			0.022037811476515533
NP_055767	56.0	288.0	5.0	13.0	0.20189818111287008			0.25396361463767897
NP_055771	65.0	342.0	6.0	18.0	0.25703189474700694			0.307457770555684
NP_055792	396.0	2193.0	52.0	126.0	7.110693433433919e-06			0.0002118371244169801
NP_055806	76.0	449.0	9.0	12.0	0.0021203684980364524			0.010803233671846305
NP_055816	328.0	1783.0	41.0	81.0	1.9257406386507465e-06			8.454001403676776e-05
NP_055820	387.0	1957.0	17.0	54.0	0.10620234570342335			0.15777607365077106
NP_055831	147.0	798.0	12.0	32.0	0.05546278149804856			0.09897626454326552
NP_055845	109.0	699.0	10.0	25.0	0.02190200308564927			0.05100784803501342
NP_055847	164.0	943.0	26.0	47.0	2.1973953552940433e-05			0.00048208455394590073
NP_055848	60.0	316.0	5.0	13.0	0.19426491514323202			0.2468373306740343
NP_055855	70.0	368.0	10.0	20.0	0.02243271187310316			0.05186354140059519
NP_055857	225.0	1184.0	20.0	38.0	0.0008607868548289345			0.005813621988767727
NP_055858	115.0	596.0	9.0	25.0	0.15245831978263985			0.20281576480175423
NP_055869	112.0	643.0	8.0	31.0	0.3568460689211318			0.39904697286416896
NP_055872	183.0	947.0	11.0	30.0	0.08530913627848012			0.13375253866518846
NP_055875	17.0	133.0	5.0	3.0	0.0014302643816493993			0.008101755658633372
NP_055885	325.0	1871.0	61.0	126.0	5.875953698547634e-09			7.370124781892603e-07
NP_055888	198.0	1076.0	13.0	33.0	0.03724016969265692			0.07397481671980266
NP_055889	78.0	409.0	7.0	24.0	0.32191350630825455			0.36706501108915257
NP_055900	54.0	326.0	6.0	11.0	0.029798432833966215			0.06350248550539403
NP_055908	56.0	283.0	4.0	8.0	0.13084216386929062			0.1829290125433713
NP_055912	183.0	1112.0	24.0	30.0	1.7016600937645476e-07			1.1492750479425176e-05
NP_055915	118.0	645.0	11.0	36.0	0.15208494773636524			0.2026260760432909
NP_055927	267.0	1371.0	17.0	52.0	0.09650679876333654			0.1468509000246265
NP_055940	266.0	1403.0	21.0	66.0	0.05239389355791113			0.09492126995829854
NP_055962	87.0	451.0	5.0	18.0	0.5621636617968815			0.591113407254685
NP_055968	147.0	752.0	7.0	30.0	0.6522459303526755			0.6705760267560293
NP_055970	150.0	836.0	12.0	34.0	0.06001758934860964			0.1042693126498301
NP_055971	43.0	239.0	4.0	8.0	0.10673788620653084			0.15830382447522648
NP_055972	348.0	1919.0	14.0	39.0	0.034965747300448234			0.0712295269832797
NP_055979	55.0	312.0	8.0	17.0	0.04278592169271069			0.08220139878818378
NP_055983	123.0	679.0	12.0	25.0	0.010412476570678876			0.031854196616920044
NP_055987	239.0	1184.0	10.0	41.0	0.5700517549877687			0.5965499891290357
NP_056017	114.0	573.0	10.0	11.0	0.0012040733125123493			0.007140540920286381
NP_056018	267.0	1409.0	10.0	43.0	0.5678885914675194			0.5952879334795615
NP_056023	132.0	710.0	20.0	24.0	6.4838806382657966e-06			0.00020331597144276317
NP_056069	158.0	833.0	6.0	17.0	0.2445941376626474			0.29621193499007503
NP_056073	214.0	1203.0	16.0	49.0	0.051846630200949775			0.09424708347087765
NP_056075	38.0	152.0	4.0	8.0	0.2775203781179352			0.32419678319339573
NP_056077	125.0	668.0	9.0	22.0	0.0766767320323059			0.12352691876030199
NP_056079	123.0	678.0	8.0	26.0	0.22507088137997702			0.2768519144274924
NP_056121	103.0	619.0	18.0	14.0	1.0283988674782042e-07			7.524451713715528e-06
NP_056123	91.0	444.0	8.0	16.0	0.053342821775516955			0.09558162758959977
NP_056128	142.0	753.0	10.0	19.0	0.01770788503288244			0.04506528422861096
NP_056130	274.0	1482.0	17.0	58.0	0.10704837447976977			0.15849658143884965
NP_056132	84.0	478.0	11.0	10.0	0.00010734834801857547			0.0014067440232881981
NP_056134	198.0	1110.0	9.0	31.0	0.2614682238922845			0.31149131693002147
NP_056140	117.0	648.0	17.0	29.0	0.0006461079361089222			0.004890368688824428
NP_056145	156.0	835.0	7.0	31.0	0.6506468179464935			0.6697161854126862
NP_056150	73.0	402.0	4.0	11.0	0.27108805478801157			0.31970919637112793
NP_056164	31.0	166.0	6.0	8.0	0.0200879135011858			0.04885647660399206
NP_056176	75.0	458.0	4.0	9.0	0.10393244525187648			0.15492816117342537
NP_056181	56.0	252.0	8.0	24.0	0.3457748756886603			0.3892183857110817
NP_056182	89.0	445.0	6.0	17.0	0.2555873174874497			0.30656511578412676
NP_056193	214.0	1128.0	13.0	51.0	0.38306768332854546			0.4214704585995776
NP_056224	120.0	632.0	6.0	30.0	0.8190113094610603			0.8265424479388631
NP_056261	170.0	872.0	9.0	29.0	0.26341953835296056			0.3133907244903785
NP_056262	162.0	868.0	13.0	37.0	0.07383924909548853			0.12117917888941857
NP_056272	192.0	1085.0	10.0	29.0	0.10948959442099254			0.16080565043827522
NP_056281	81.0	396.0	5.0	8.0	0.05947692428024015			0.10388777963319591
NP_056342	120.0	674.0	16.0	19.0	2.96772137632993e-05			0.0005921953110040178
NP_056347	30.0	180.0	6.0	11.0	0.03457040397396426			0.07058794113753633
NP_056349	55.0	296.0	7.0	11.0	0.018719629744816824			0.04656043885538009
NP_056371	360.0	2089.0	33.0	89.0	0.0006691211409469477			0.004967891530012005
NP_056390	169.0	897.0	7.0	36.0	1.0			1.0
NP_056392	174.0	940.0	6.0	16.0	0.14208657684406176			0.19341834861145324
NP_056393	99.0	542.0	9.0	18.0	0.027342632523283998			0.0603186717473451
NP_056410	83.0	472.0	6.0	12.0	0.04587277308726817			0.08587696113138903
NP_056418	99.0	593.0	13.0	16.0	0.00012055871730474004			0.0014908528703318556
NP_056450	142.0	811.0	22.0	21.0	7.392070324218275e-08			6.393534020844943e-06
NP_056485	72.0	404.0	10.0	22.0	0.024270115220838526			0.05514377471726372
NP_056969	144.0	811.0	18.0	41.0	0.005022498823404375			0.01908984401276641
NP_056986	116.0	664.0	9.0	27.0	0.10134324811645015			0.15210149033545853
NP_056988	161.0	860.0	10.0	36.0	0.30229016965296285			0.34694218164091684
NP_056989	88.0	454.0	9.0	19.0	0.0384016241014216			0.07576769878887228
NP_056995	20.0	117.0	5.0	6.0	0.02103618770629897			0.050189600016658946
NP_057079	25.0	132.0	6.0	4.0	0.0031681562750326105			0.013702666056544986
NP_057108	29.0	170.0	5.0	9.0	0.05262365701719185			0.09492126995829854
NP_057114	52.0	276.0	6.0	19.0	0.2712794433900801			0.31970919637112793
NP_057205	93.0	451.0	11.0	15.0	0.0030588078675318573			0.013563804584307932
NP_057287	80.0	469.0	4.0	17.0	0.5326046063292846			0.5620514956215287
NP_057332	261.0	1357.0	11.0	47.0	0.5857705625229785			0.6108153846736046
NP_057371	48.0	295.0	7.0	12.0	0.014788874560853852			0.04007602427293112
NP_057377	171.0	873.0	11.0	37.0	0.23565849884947754			0.2873724472081129
NP_057404	226.0	1262.0	14.0	48.0	0.14871438050078492			0.19904150317025787
NP_057415	32.0	175.0	4.0	11.0	0.274480571947305			0.3221844146654195
NP_057417	1586.0	9292.0	251.0	418.0	9.035562601231228e-45			7.933223963881019e-42
NP_057421	131.0	723.0	8.0	18.0	0.050388398670932394			0.09197716015193065
NP_057507	57.0	323.0	10.0	14.0	0.0023390450284774436			0.0115375367135011
NP_057541	135.0	702.0	10.0	32.0	0.2006850270483156			0.2527997901699011
NP_057562	157.0	802.0	14.0	44.0	0.14599631960682305			0.19660240585090588
NP_057572	81.0	497.0	18.0	29.0	8.274080688964082e-05			0.0011978861276240255
NP_057591	248.0	1325.0	15.0	51.0	0.16822492968083808			0.21849332582807074
NP_057671	42.0	220.0	7.0	19.0	0.17215289954274293			0.22326476484273014
NP_057688	124.0	656.0	6.0	14.0	0.11723580394842838			0.16737079002718716
NP_057712	81.0	471.0	11.0	19.0	0.0034860846991720497			0.014644891702741912
NP_058519	401.0	2124.0	22.0	34.0	2.8316482211513773e-05			0.0005919169025958439
NP_059136	67.0	371.0	6.0	15.0	0.12269668172821308			0.17375433315705013
NP_060018	56.0	315.0	5.0	6.0	0.01891938927579527			0.04663853857394318
NP_060085	19.0	107.0	5.0	8.0	0.04936382814591715			0.09086255998347015
NP_060110	222.0	1168.0	16.0	37.0	0.012480290206164283			0.03523374534087537
NP_060130	92.0	512.0	7.0	26.0	0.3294383348011952			0.3741873970963123
NP_060149	128.0	725.0	9.0	19.0	0.028344037229759915			0.06164592149922533
NP_060189	56.0	341.0	8.0	17.0	0.03752146950573365			0.07436535039736827
NP_060204	69.0	396.0	5.0	6.0	0.017174992695034332			0.044092525105965334
NP_060206	53.0	264.0	5.0	19.0	0.5769126539458564			0.6022940667829512
NP_060224	60.0	378.0	6.0	13.0	0.04219777294995981			0.08124922072382611
NP_060242	49.0	273.0	6.0	13.0	0.09861699543011732			0.14895339894242687
NP_060252	109.0	630.0	13.0	21.0	0.0009830247907087562			0.0063933019721650955
NP_060254	101.0	607.0	16.0	16.0	3.826883673375311e-06			0.00014000016105098013
NP_060275	93.0	506.0	6.0	26.0	0.6180849865032046			0.6414640876475339
NP_060360	93.0	466.0	6.0	11.0	0.09315702988362798			0.14274323252674584
NP_060362	90.0	484.0	8.0	12.0	0.00935704957122273			0.029446199009080846
NP_060395	328.0	1870.0	30.0	75.0	0.0004719057100411202			0.003983973205924072
NP_060404	103.0	549.0	8.0	18.0	0.05596487233512543			0.09966969150150128
NP_060414	97.0	508.0	12.0	41.0	0.2456467135992059			0.29707687953182205
NP_060418	75.0	390.0	8.0	17.0	0.05264995269896513			0.09492126995829854
NP_060439	176.0	992.0	23.0	54.0	0.00186238018324182			0.009915692093189602
NP_060493	107.0	585.0	7.0	28.0	0.474384805517577			0.5098039892832712
NP_060496	117.0	619.0	7.0	26.0	0.4651559712390767			0.5017284308942376
NP_060497	131.0	751.0	8.0	17.0	0.04147626815918326			0.08021181375278172
NP_060531	39.0	264.0	7.0	17.0	0.059041475285105394			0.10346989081900705
NP_060537	349.0	1793.0	33.0	84.0	0.002104968339149064			0.010803233671846305
NP_060541	79.0	424.0	6.0	8.0	0.016472775234042406			0.04253851957496833
NP_060548	109.0	618.0	12.0	17.0	0.0007677558553631933			0.005307792448888848
NP_060649	153.0	803.0	13.0	40.0	0.12525139748761016			0.1767636243775602
NP_060651	40.0	273.0	6.0	7.0	0.004567197444378984			0.018227269800748853
NP_060731	100.0	582.0	9.0	26.0	0.08918985458842518			0.13811056848084183
NP_060733	149.0	821.0	13.0	49.0	0.27767196009274897			0.32419678319339573
NP_060783	148.0	811.0	13.0	35.0	0.04190564660042802			0.08086408289049626
NP_060813	72.0	418.0	6.0	21.0	0.27370717376759496			0.32170669152335796
NP_060821	113.0	566.0	8.0	16.0	0.04912989422254501			0.09062194774662714
NP_060873	137.0	784.0	7.0	30.0	0.48241730391332716			0.5178024362297081
NP_060909	3.0	36.0	4.0	1.0	0.0012117774454700123			0.007140540920286381
NP_060939	139.0	732.0	6.0	27.0	0.6366692015620261			0.6576418340840693
NP_060952	135.0	715.0	13.0	31.0	0.034407653058802334			0.07056746853181137
NP_061155	105.0	592.0	6.0	26.0	0.6127554838964315			0.6374399465178517
NP_061174	133.0	714.0	5.0	14.0	0.20742466771435453			0.25942857301026107
NP_061322	207.0	1148.0	16.0	65.0	0.27080932940934277			0.31970919637112793
NP_061830	88.0	501.0	10.0	19.0	0.015120364535526492			0.0405112881767064
NP_061857	135.0	711.0	7.0	25.0	0.3356014112172486			0.37971396784631994
NP_061874	36.0	190.0	6.0	6.0	0.008684092595004205			0.027768271850558534
NP_061877	37.0	206.0	4.0	12.0	0.293052210218359			0.3381075434582381
NP_061964	35.0	185.0	6.0	9.0	0.028948687328313117			0.06244950239375655
NP_061994	54.0	285.0	5.0	10.0	0.08525776528667434			0.13375253866518846
NP_062536	468.0	2400.0	26.0	65.0	0.0038852586042615904			0.01597607644192583
NP_062552	124.0	649.0	16.0	41.0	0.02674184170162206			0.05944135952917511
NP_062565	210.0	1205.0	11.0	38.0	0.15417201747786524			0.20416746809285927
NP_062817	205.0	1102.0	11.0	37.0	0.22487016589102893			0.2768519144274924
NP_064504	226.0	1190.0	12.0	32.0	0.05951657534794709			0.10388777963319591
NP_064520	47.0	320.0	13.0	13.0	1.542274533175063e-05			0.0003659775784128933
NP_064533	77.0	467.0	7.0	10.0	0.007243697965411538			0.02419952397660717
NP_064578	113.0	605.0	6.0	19.0	0.26776087783511			0.3168383433143215
NP_064703	82.0	434.0	8.0	11.0	0.007248832352901692			0.02419952397660717
NP_065128	20.0	127.0	6.0	10.0	0.024081481946993406			0.05491828869989665
NP_065176	335.0	1908.0	14.0	44.0	0.06282858114063514			0.10774119969038604
NP_065698	39.0	293.0	6.0	7.0	0.0030133913593181428			0.013440459878119555
NP_065741	97.0	555.0	5.0	21.0	0.5732682470715326			0.5992018106295305
NP_065746	50.0	277.0	7.0	8.0	0.005439536402269677			0.020236919327088033
NP_065798	92.0	497.0	9.0	21.0	0.07070206009919777			0.11779204699638642
NP_065804	112.0	586.0	6.0	14.0	0.11966967486558461			0.17001614001939044
NP_065805	237.0	1269.0	18.0	56.0	0.07278592031480657			0.12012413164736875
NP_065813	86.0	500.0	9.0	19.0	0.026855904475168873			0.05954415184140977
NP_065816	136.0	756.0	15.0	36.0	0.016368029286152126			0.0423927130184117
NP_065821	156.0	908.0	13.0	14.0	5.2647934310127094e-05			0.0008889401216209921
NP_065823	133.0	724.0	8.0	33.0	0.5086337283620671			0.5400005000022913
NP_065859	184.0	1008.0	8.0	24.0	0.1422749949005024			0.19341834861145324
NP_065875	225.0	1335.0	13.0	44.0	0.08663506621116705			0.13516591643492779
NP_065876	58.0	321.0	7.0	13.0	0.029531716921601524			0.06318580861142958
NP_065883	243.0	1338.0	23.0	55.0	0.0022439849287207935			0.011253945103630392
NP_065896	49.0	299.0	7.0	11.0	0.01105175234185163			0.03278188701400585
NP_065897	167.0	940.0	11.0	33.0	0.08722480561667956			0.1355458041264507
NP_065899	461.0	2387.0	17.0	60.0	0.16210544764458598			0.21306674106578816
NP_065905	127.0	672.0	7.0	21.0	0.19527653809486606			0.2477641624960873
NP_065910	329.0	1746.0	20.0	55.0	0.016702424890743185			0.0430050705398021
NP_065939	380.0	2024.0	31.0	70.0	0.0002797349467446598			0.002698981134525399
NP_065952	206.0	1236.0	29.0	41.0	8.010122349577947e-08			6.393534020844943e-06
NP_065953	320.0	1721.0	19.0	41.0	0.002128655381810263			0.010803233671846305
NP_065970	74.0	432.0	6.0	16.0	0.12410490294924927			0.17546554716496113
NP_066018	97.0	578.0	19.0	18.0	3.7821419868530744e-07			2.3719433317549994e-05
NP_066565	50.0	294.0	9.0	12.0	0.0025216401634614144			0.011967567910914172
NP_066576	84.0	499.0	9.0	20.0	0.028685881963925915			0.06218815892426408
NP_066997	132.0	748.0	10.0	30.0	0.11291827765673085			0.16448093458908733
NP_067007	16.0	83.0	4.0	0.0	0.0010958377391137198			0.006728290454138783
NP_067051	211.0	1165.0	31.0	52.0	2.2650158592322276e-06			9.469923449551885e-05
NP_067643	232.0	1215.0	13.0	41.0	0.1317673537975647			0.183637677197241
NP_067652	56.0	345.0	5.0	20.0	0.3808861304151794			0.41959601318008466
NP_068506	351.0	1826.0	13.0	53.0	0.4009034294374537			0.4367161427370774
NP_071349	102.0	600.0	11.0	26.0	0.018531665574990645			0.04656043885538009
NP_071387	97.0	527.0	7.0	13.0	0.029577867129040498			0.06318580861142958
NP_071401	43.0	246.0	10.0	8.0	0.00015498410376664972			0.0017904742514094534
NP_071440	61.0	405.0	14.0	17.0	3.219669140179996e-05			0.000618018598440782
NP_071496	71.0	391.0	6.0	9.0	0.021730099385034868			0.05074849082639675
NP_071918	120.0	680.0	7.0	31.0	0.4955565675515013			0.5293171122995355
NP_072174	789.0	4400.0	37.0	117.0	0.004490745099215612			0.018003991767631542
NP_073568	178.0	968.0	16.0	54.0	0.12794943646448176			0.17945623836392172
NP_073585	257.0	1396.0	12.0	57.0	0.6154294352386737			0.6394639575616041
NP_073589	43.0	214.0	6.0	17.0	0.2570033512667789			0.307457770555684
NP_073602	80.0	449.0	9.0	13.0	0.004106921886491414			0.016693876927497506
NP_073605	135.0	852.0	34.0	43.0	6.858216567793086e-10			1.5053785366305823e-07
NP_073609	82.0	461.0	8.0	12.0	0.007607427286258607			0.024922840139309916
NP_073613	74.0	436.0	7.0	23.0	0.19021577041333532			0.24274628840539014
NP_073739	95.0	544.0	14.0	15.0	3.9263782465174664e-05			0.000703542877641293
NP_073752	94.0	514.0	11.0	31.0	0.08126739329684371			0.12926226687432749
NP_075045	43.0	275.0	5.0	7.0	0.018981000032287185			0.04663853857394318
NP_075047	32.0	243.0	7.0	4.0	0.0001151821678670867			0.0014511674531871106
NP_075384	88.0	500.0	8.0	10.0	0.003328979574623913			0.014150710789540324
NP_075385	156.0	888.0	22.0	35.0	2.251192108403409e-05			0.00048208455394590073
NP_075387	21.0	106.0	5.0	5.0	0.021732838896042345			0.05074849082639675
NP_075392	39.0	204.0	5.0	9.0	0.0703514644695			0.1175306776852477
NP_075463	139.0	786.0	11.0	19.0	0.0036589169701651773			0.015225256397180215
NP_076413	53.0	303.0	6.0	17.0	0.14715102868143057			0.19785390992694646
NP_076916	141.0	762.0	14.0	31.0	0.011493442727845167			0.03357013363342449
NP_076936	69.0	415.0	6.0	9.0	0.015436085954776723			0.040945267275812575
NP_076952	22.0	126.0	5.0	8.0	0.04492900114559568			0.08447037046216918
NP_076990	53.0	279.0	5.0	5.0	0.015154553776966806			0.0405112881767064
NP_077007	15.0	82.0	4.0	8.0	0.2171730031819204			0.26969999546495915
NP_078772	145.0	812.0	20.0	42.0	0.0010955324250150435			0.006728290454138783
NP_078779	132.0	761.0	18.0	28.0	8.587431233572365e-05			0.0012160910682381511
NP_078976	36.0	258.0	11.0	9.0	1.6720298299413168e-05			0.0003863268922864411
NP_079010	132.0	684.0	10.0	19.0	0.018992877770323092			0.04663853857394318
NP_079031	138.0	822.0	21.0	39.0	0.0001316816378001617			0.0016057844165075273
NP_079052	200.0	1118.0	11.0	35.0	0.1423100833747139			0.19341834861145324
NP_079087	57.0	322.0	8.0	9.0	0.0024897645087532706			0.011945427533799844
NP_079119	46.0	229.0	4.0	6.0	0.07806971797883493			0.12485466736870139
NP_079194	67.0	331.0	5.0	13.0	0.21448895609424032			0.2675018514925327
NP_079223	128.0	652.0	9.0	15.0	0.012281204678676622			0.035009408142461285
NP_079330	122.0	604.0	6.0	13.0	0.11665191325728341			0.16711023597745703
NP_079410	64.0	364.0	8.0	28.0	0.23638506595299016			0.287858651743031
NP_079413	27.0	139.0	6.0	6.0	0.010561095371450675			0.032196672694908654
NP_079440	116.0	635.0	10.0	21.0	0.02164939131584089			0.05074849082639675
NP_109590	169.0	915.0	17.0	31.0	0.0010032197674900152			0.006476668793060539
NP_110394	140.0	750.0	8.0	23.0	0.13726244723493697			0.18941795872922912
NP_110429	119.0	613.0	9.0	20.0	0.04462481990424824			0.08433925351461583
NP_112179	110.0	543.0	7.0	28.0	0.643785674386348			0.6642113068286881
NP_112197	121.0	663.0	12.0	25.0	0.010831840625908197			0.032456942613896166
NP_112199	46.0	259.0	9.0	13.0	0.004829852652936276			0.018681104093735905
NP_112223	61.0	349.0	6.0	16.0	0.12979452866309665			0.18175374189186422
NP_112420	101.0	563.0	12.0	27.0	0.021648149401694843			0.05074849082639675
NP_112533	138.0	786.0	7.0	19.0	0.0995141880224497			0.1498687085483891
NP_112604	79.0	449.0	9.0	37.0	0.39558624727056746			0.43174004476451566
NP_113584	409.0	2213.0	31.0	96.0	0.012574592865710553			0.035386194025941876
NP_113612	55.0	257.0	5.0	14.0	0.3572333948419554			0.39904697286416896
NP_113631	68.0	339.0	6.0	11.0	0.09309612178865728			0.14274323252674584
NP_114032	85.0	468.0	9.0	31.0	0.25995475398666323			0.3105309850344086
NP_114128	252.0	1342.0	21.0	46.0	0.0020056986938184083			0.010421951785529751
NP_114129	104.0	583.0	17.0	27.0	0.00023623839480562198			0.002435317325084092
NP_114152	26.0	179.0	7.0	7.0	0.0015139736314654694			0.008520954156581296
NP_114412	27.0	139.0	5.0	10.0	0.14789432106948575			0.19854925672631266
NP_115498	32.0	204.0	5.0	16.0	0.1995413542602235			0.25172027160987964
NP_115518	86.0	572.0	10.0	12.0	0.00030149051157839517			0.0028160496719769248
NP_115593	191.0	1050.0	18.0	42.0	0.0058905446079404195			0.02093885897073558
NP_115647	36.0	231.0	6.0	15.0	0.09849705954051731			0.14895339894242687
NP_115667	73.0	405.0	6.0	8.0	0.014598099571384434			0.03992875832920727
NP_115751	77.0	436.0	11.0	12.0	0.00032100915707328534			0.002935896249066089
NP_115791	83.0	455.0	6.0	10.0	0.03001365499336147			0.06364257589915646
