	NotOutlier_GATA3.Mutation.Status_False	NotOutlier_GATA3.Mutation.Status_True	Outliers_GATA3.Mutation.Status_False	Outliers_GATA3.Mutation.Status_True	fisherp_GATA3.Mutation.Status_False	fisherp_GATA3.Mutation.Status_True	fisherFDR_GATA3.Mutation.Status_False	fisherFDR_GATA3.Mutation.Status_True
NP_008987	357.0	33.0	21.0	3.0		0.4531510727022969		0.5455627165211928
NP_008998	834.0	79.0	32.0	5.0		0.36673844307424		0.49778902245533957
NP_009017	315.0	26.0	10.0	4.0		0.02291739649086065		0.10719138132365516
NP_009045	1273.0	127.0	40.0	6.0		0.3070635112195586		0.4323595416597233
NP_009057	597.0	58.0	19.0	5.0		0.06231577374844915		0.17470036121119442
NP_009101	316.0	29.0	5.0	4.0		0.00569076250455674		0.06433109177040297
NP_009114	1200.0	110.0	28.0	3.0		0.7410301109676487		0.7928051405549079
NP_009131	2676.0	263.0	119.0	12.0		0.8760647441829625		0.8943160930201075
NP_009134	916.0	97.0	29.0	4.0		0.5510264830345278		0.6160397700253369
NP_009160	287.0	27.0	9.0	5.0		0.0068538875156863585		0.06716809765372632
NP_009178	1415.0	134.0	48.0	9.0		0.09062058661843847		0.20846989409875516
NP_009217	2553.0	261.0	66.0	9.0		0.41900686792239206		0.5314437007022632
NP_009298	542.0	50.0	30.0	4.0		0.523686395119584		0.5956272518928328
NP_015559	737.0	69.0	36.0	5.0		0.39370264967756674		0.5207575088664252
NP_031398	290.0	20.0	8.0	4.0		0.007912787164704286		0.07042077117821839
NP_036222	1239.0	124.0	40.0	5.0		0.5984158445602228		0.6589298063696836
NP_036228	341.0	29.0	16.0	3.0		0.1985135113145133		0.3300990744443127
NP_036253	1069.0	105.0	28.0	6.0		0.11997748087894283		0.24701246063311758
NP_036288	1526.0	142.0	27.0	5.0		0.19030135453405245		0.32154366800581274
NP_036347	179.0	14.0	7.0	4.0		0.009610146194915093		0.07595115541142573
NP_036350	792.0	76.0	26.0	4.0		0.33258899332931713		0.4552195718753223
NP_036369	160.0	15.0	8.0	4.0		0.022542619316909002		0.10719138132365516
NP_036377	222.0	22.0	15.0	3.0		0.39360352675369253		0.5207575088664252
NP_036380	249.0	20.0	13.0	5.0		0.013090406395641643		0.08786711142280007
NP_036422	364.0	36.0	13.0	3.0		0.18151028050043153		0.3140807017469306
NP_036424	610.0	58.0	27.0	3.0		0.739828488993729		0.7928051405549079
NP_036441	1214.0	107.0	26.0	5.0		0.1732742193665386		0.3043167293534191
NP_036556	1136.0	115.0	36.0	4.0		0.7815458821452606		0.8212566533703523
NP_037418	885.0	82.0	29.0	5.0		0.20880908915212099		0.33933692514754143
NP_037487	81.0	6.0	0.0	4.0		7.857311228097776e-05		0.008649854490131309
NP_037524	387.0	35.0	24.0	6.0		0.04364532806241708		0.13977915523257758
NP_038478	350.0	35.0	10.0	3.0		0.11746447415499846		0.24388810311842898
NP_054749	904.0	80.0	31.0	4.0		0.5238889491915082		0.5956272518928328
NP_054878	1273.0	128.0	56.0	7.0		0.5104925466845187		0.5885678773539157
NP_054908	1050.0	98.0	39.0	6.0		0.27492706330729494		0.40946583896831157
NP_055062	684.0	70.0	27.0	4.0		0.523908868501655		0.5956272518928328
NP_055144	991.0	96.0	33.0	7.0		0.08492101898586245		0.20199659855860483
NP_055160	2189.0	207.0	108.0	18.0		0.03668570247163035		0.1265915085288653
NP_055192	268.0	19.0	9.0	6.0		0.0005295265199852762		0.02162233289939878
NP_055205	431.0	41.0	13.0	3.0		0.1672813198761662		0.2980648972338961
NP_055412	848.0	79.0	25.0	5.0		0.17549522134806583		0.3071166373591152
NP_055445	891.0	82.0	41.0	4.0		0.7870205132271832		0.8240172040199142
NP_055456	1958.0	163.0	66.0	12.0		0.029205263689683958		0.11417925830409109
NP_055462	328.0	30.0	15.0	5.0		0.02838668792576742		0.11328628797110162
NP_055475	875.0	74.0	24.0	7.0		0.010463483798943194		0.07692025456226702
NP_055476	488.0	48.0	25.0	5.0		0.18696011079512503		0.3192001891624086
NP_055518	232.0	20.0	11.0	5.0		0.010133985797426552		0.07692025456226702
NP_055527	393.0	38.0	20.0	5.0		0.07482747283575815		0.19096594629959113
NP_055535	1078.0	105.0	42.0	9.0		0.045393883844456424		0.14077850053027627
NP_055554	2226.0	214.0	122.0	15.0		0.35612721713336404		0.48607893146336595
NP_055572	278.0	29.0	20.0	4.0		0.2797619829457867		0.41137357324462676
NP_055599	1746.0	170.0	57.0	10.0		0.12409540687335506		0.25442154547256896
NP_055610	431.0	48.0	12.0	4.0		0.0759555711178319		0.1912184092607041
NP_055621	283.0	27.0	5.0	3.0		0.0307656632496073		0.11596288455621212
NP_055625	948.0	86.0	38.0	5.0		0.4014665205690402		0.5282836043145881
NP_055627	2450.0	240.0	101.0	12.0		0.5024088182569105		0.5806139644950146
NP_055642	518.0	49.0	20.0	3.0		0.4452323830142256		0.5400095734578478
NP_055644	156.0	13.0	5.0	3.0		0.025862020342443597		0.11066377024236934
NP_055662	1311.0	131.0	58.0	8.0		0.3836139378433711		0.5121820968480977
NP_055681	2882.0	272.0	68.0	10.0		0.21809745214625698		0.34697321932359065
NP_055726	839.0	84.0	46.0	5.0		0.8031849401606717		0.8349117721206641
NP_055760	758.0	80.0	14.0	3.0		0.22342084517343405		0.3501992106045006
NP_055771	379.0	33.0	16.0	3.0		0.2053075305006108		0.3364571570076899
NP_055792	2382.0	214.0	155.0	16.0		0.5683994343030354		0.6287036632245764
NP_055820	2146.0	199.0	57.0	13.0		0.00804808813465353		0.07042077117821839
NP_055828	511.0	44.0	15.0	3.0		0.17687483738354354		0.30842943173642823
NP_055845	732.0	81.0	24.0	6.0		0.11476815416162996		0.2423982566344771
NP_055847	1023.0	88.0	63.0	6.0		0.817654654580857		0.8434753278834104
NP_055855	394.0	46.0	22.0	6.0		0.11023392162767302		0.23900275043168046
NP_055860	469.0	44.0	23.0	4.0		0.28708262419875646		0.41373672310997256
NP_055863	545.0	57.0	19.0	5.0		0.0783847633763186		0.19501116989508605
NP_055864	312.0	37.0	7.0	3.0		0.08842719541442383		0.20731734810080227
NP_055885	2007.0	200.0	160.0	16.0		1.0		1.0
NP_055915	697.0	70.0	38.0	5.0		0.5854817464917788		0.6461397652724585
NP_055927	1514.0	129.0	54.0	10.0		0.034646672772896334		0.12391875663298688
NP_055938	326.0	27.0	10.0	4.0		0.02296958171221182		0.10719138132365516
NP_055944	236.0	21.0	4.0	3.0		0.018225000056942765		0.10033988795395454
NP_055950	310.0	26.0	12.0	7.0		0.0007154178698870141		0.022494067209634986
NP_055962	498.0	44.0	13.0	6.0		0.004099117413609545		0.05391801620422608
NP_056023	768.0	73.0	41.0	4.0		1.0		1.0
NP_056056	1014.0	101.0	24.0	4.0		0.31680471693148027		0.4410065661830265
NP_056060	879.0	83.0	26.0	6.0		0.058637411682381256		0.16901371602568716
NP_056073	1296.0	128.0	47.0	11.0		0.018773559367469286		0.10088068783497904
NP_056079	734.0	72.0	25.0	4.0		0.32649129658996984		0.44923399293003524
NP_056111	617.0	60.0	18.0	3.0		0.4256576580347501		0.5314838014524943
NP_056130	1597.0	164.0	63.0	7.0		0.8333646870757385		0.8560763652015726
NP_056140	701.0	69.0	37.0	4.0		0.7803754932893031		0.8212566533703523
NP_056171	2083.0	201.0	47.0	6.0		0.4646375346542426		0.5566562151114398
NP_056181	288.0	23.0	21.0	8.0		0.0021322286986061407		0.04018431008911573
NP_056197	741.0	67.0	19.0	4.0		0.125359474379365		0.25476410746567996
NP_056224	690.0	65.0	26.0	7.0		0.02437703817213066		0.11066377024236934
NP_056258	465.0	42.0	21.0	4.0		0.25972351917584957		0.3929461867044717
NP_056262	946.0	93.0	35.0	6.0		0.26083466697192814		0.3932584209730609
NP_056285	1470.0	150.0	23.0	4.0		0.3103602494458604		0.4357493473595175
NP_056287	294.0	24.0	14.0	5.0		0.016402868411631577		0.09680149297269441
NP_056311	381.0	36.0	20.0	5.0		0.07032414684441522		0.1862639565068295
NP_056364	1315.0	128.0	47.0	7.0		0.3272990519918828		0.44923399293003524
NP_056371	2227.0	231.0	101.0	12.0		0.6223828140800034		0.6822540914970954
NP_056377	328.0	31.0	9.0	3.0		0.08722279743097243		0.20547678240950237
NP_056393	582.0	59.0	24.0	3.0		0.7313395979141833		0.7890945981234879
NP_056485	439.0	36.0	26.0	7.0		0.015130087456196362		0.09470684011884342
NP_056504	113.0	13.0	1.0	4.0		0.0009324782370221898		0.02687731389063959
NP_056506	713.0	66.0	15.0	3.0		0.19888349221092924		0.3300990744443127
NP_056986	719.0	68.0	25.0	4.0		0.31353857783863676		0.43770342775194304
NP_056988	940.0	86.0	35.0	6.0		0.1569023405986299		0.286977312918814
NP_057114	303.0	25.0	21.0	4.0		0.13775293041615472		0.26785292025363416
NP_057174	179.0	16.0	8.0	3.0		0.06845722511926387		0.1838494741098121
NP_057306	280.0	22.0	8.0	5.0		0.0025446572922822245		0.04299593355925138
NP_057336	575.0	56.0	23.0	5.0		0.16903765945514396		0.3001030910616686
NP_057404	1358.0	133.0	46.0	13.0		0.0023805201654331872		0.04299593355925138
NP_057427	966.0	96.0	28.0	4.0		0.5264147249103592		0.595996792711647
NP_057541	767.0	74.0	32.0	6.0		0.14699835493013988		0.27784864337065585
NP_057562	887.0	79.0	45.0	6.0		0.4303043005075993		0.53244724052708
NP_057572	530.0	51.0	38.0	6.0		0.27597773687548033		0.4097851244514708
NP_057591	1442.0	138.0	51.0	8.0		0.23801053227306346		0.3655961154037652
NP_057615	489.0	42.0	19.0	4.0		0.11430448379240594		0.2423982566344771
NP_057737	784.0	73.0	13.0	4.0		0.054746820756797626		0.1596782272073264
NP_058431	373.0	38.0	11.0	5.0		0.015462341243892804		0.09470684011884342
NP_058632	368.0	36.0	15.0	3.0		0.22594281650117742		0.351466603446276
NP_059990	659.0	62.0	46.0	8.0		0.13673407972480828		0.2669310719727333
NP_060072	338.0	29.0	14.0	7.0		0.0014761971988764301		0.03184153503788423
NP_060089	161.0	15.0	15.0	3.0		0.2244133716934963		0.3501992106045006
NP_060115	595.0	51.0	15.0	6.0		0.005913541737994787		0.06433109177040297
NP_060130	551.0	52.0	26.0	8.0		0.009855397184486879		0.07665308921267572
NP_060137	473.0	47.0	21.0	3.0		0.4758672063337389		0.5639097856827214
NP_060189	363.0	34.0	21.0	4.0		0.2658688274960562		0.39839671398491605
NP_060206	292.0	27.0	19.0	3.0		0.42644946396317707		0.5314838014524943
NP_060327	479.0	41.0	17.0	3.0		0.21761478389652636		0.34697321932359065
NP_060353	146.0	14.0	5.0	3.0		0.03531076777525947		0.12447680726530315
NP_060395	2012.0	195.0	81.0	15.0		0.029738852382282424		0.11417925830409109
NP_060418	425.0	40.0	22.0	3.0		0.4733431011934144		0.5639097856827214
NP_060493	641.0	56.0	26.0	4.0		0.3007723946979073		0.4266230835979811
NP_060518	65.0	4.0	0.0	3.0		0.0005868544600938964		0.02211989888046225
NP_060551	393.0	36.0	27.0	3.0		0.7327306982575246		0.7890945981234879
NP_060590	120.0	7.0	7.0	3.0		0.025896715598915373		0.11066377024236934
NP_060628	336.0	30.0	9.0	4.0		0.02165230560921387		0.10716797725772523
NP_060644	1470.0	135.0	55.0	8.0		0.24662952520253806		0.3776514604663864
NP_060700	467.0	47.0	16.0	3.0		0.4085937328067909		0.5306346421066084
NP_060719	398.0	37.0	12.0	3.0		0.13990579429889058		0.26989700474982825
NP_060733	896.0	85.0	42.0	9.0		0.04207948594159891		0.1356509744169965
NP_060757	935.0	88.0	30.0	4.0		0.5296375783022701		0.5966032491220973
NP_060813	448.0	45.0	21.0	3.0		0.4797527149559485		0.5664550128395537
NP_060873	842.0	80.0	29.0	7.0		0.037630796074150784		0.12804923664120751
NP_060895	181.0	16.0	20.0	3.0		0.4288405785016696		0.5319794518121977
NP_061155	649.0	57.0	20.0	3.0		0.42642288648968407		0.5314838014524943
NP_061173	1132.0	116.0	50.0	7.0		0.48274802111149895		0.5668660329144196
NP_061322	1237.0	128.0	64.0	7.0		0.8351112297272484		0.8560763652015726
NP_061857	771.0	78.0	26.0	3.0		0.7442898154304025		0.7945577550346344
NP_061867	260.0	27.0	7.0	3.0		0.06866215053488901		0.1838494741098121
NP_061977	162.0	9.0	6.0	5.0		0.0004520038576774818		0.02162233289939878
NP_062457	331.0	30.0	9.0	3.0		0.07999439810976756		0.19501116989508605
NP_062552	713.0	62.0	50.0	5.0		0.7961466035075521		0.8300251823802139
NP_062565	1289.0	131.0	38.0	6.0		0.29426426983431087		0.41915550063608237
NP_062817	1190.0	120.0	39.0	6.0		0.30124813658143157		0.4266230835979811
NP_064504	1304.0	122.0	26.0	8.0		0.007911971912182677		0.07042077117821839
NP_065069	682.0	64.0	16.0	5.0		0.033176083051081835		0.12168984479387074
NP_065209	565.0	45.0	4.0	3.0		0.01240543369261581		0.0844258681858576
NP_065741	602.0	51.0	21.0	4.0		0.1365146159769436		0.2669310719727333
NP_065750	701.0	66.0	14.0	3.0		0.18232914012906234		0.3140807017469306
NP_065778	769.0	74.0	17.0	4.0		0.1128781946911385		0.24100949232564847
NP_065812	464.0	47.0	16.0	5.0		0.044513290697021625		0.1402147739198352
NP_065816	813.0	82.0	42.0	6.0		0.4412800256203863		0.5397833295853944
NP_065823	781.0	76.0	32.0	9.0		0.011063185648376472		0.0785646517058619
NP_065825	199.0	17.0	8.0	4.0		0.016343323470676394		0.09680149297269441
NP_065827	575.0	47.0	11.0	5.0		0.006499546445210904		0.06554501770934036
NP_065857	437.0	36.0	11.0	3.0		0.09324503053442612		0.21055329475515577
NP_065863	610.0	54.0	16.0	5.0		0.027731882514316995		0.1123026647273994
NP_065875	1427.0	140.0	44.0	6.0		0.4484093625218468		0.5425199694708764
NP_065882	585.0	52.0	15.0	4.0		0.07017437632800445		0.1862639565068295
NP_065883	1453.0	137.0	63.0	6.0		1.0		1.0
NP_065890	121.0	12.0	4.0	3.0		0.027101331487927188		0.11066377024236934
NP_065897	1019.0	95.0	33.0	4.0		0.5519213449818835		0.6160397700253369
NP_065939	2208.0	204.0	84.0	9.0		0.7030619823720633		0.7655563808051356
NP_065952	1318.0	126.0	60.0	8.0		0.380483376415778		0.510785902585565
NP_065953	1866.0	178.0	48.0	9.0		0.09185954173281777		0.20941272230235028
NP_065970	463.0	44.0	18.0	3.0		0.42045299726078944		0.5314437007022632
NP_066018	616.0	58.0	34.0	4.0		0.5638350717920023		0.6250660298146632
NP_066272	498.0	51.0	5.0	3.0		0.033998425231686114		0.1224943262023985
NP_066576	532.0	52.0	22.0	6.0		0.04023250248218917		0.13290838777579303
NP_066949	151.0	13.0	4.0	4.0		0.0036614223162778916		0.05391801620422608
NP_066997	804.0	77.0	34.0	5.0		0.38340066803507555		0.5121820968480977
NP_068375	208.0	18.0	18.0	4.0		0.11592096888406259		0.24274049039825074
NP_068506	1996.0	190.0	44.0	13.0		0.0012562956870714645		0.029313566031667505
NP_071349	647.0	58.0	24.0	10.0		0.0004938832018363205		0.02162233289939878
NP_071350	413.0	40.0	16.0	4.0		0.10460272212249724		0.230673135319773
NP_071918	734.0	71.0	25.0	8.0		0.008621290610794934		0.07283504136706065
NP_071934	881.0	78.0	21.0	4.0		0.14799693044845139		0.27784864337065585
NP_072096	650.0	62.0	21.0	3.0		0.4618664202306715		0.5546925144927182
NP_072174	4706.0	491.0	132.0	14.0		0.8863772768332236		0.9029622986450718
NP_073153	469.0	34.0	20.0	4.0		0.08569056482200983		0.20284239982021648
NP_073585	1496.0	158.0	60.0	8.0		0.5280831696305279		0.5962229334538219
NP_073589	238.0	20.0	19.0	3.0		0.40584774175414395		0.5303077158920815
NP_073733	632.0	66.0	18.0	6.0		0.025066684712916513		0.11066377024236934
NP_075384	535.0	53.0	15.0	3.0		0.22672033170861802		0.3515600080291862
NP_075385	955.0	94.0	47.0	5.0		0.804241543757048		0.8349117721206641
NP_076916	821.0	84.0	39.0	4.0		1.0		1.0
NP_077007	91.0	6.0	9.0	3.0		0.05915033871277244		0.16949512262724267
NP_079031	892.0	74.0	49.0	5.0		0.6018932472136506		0.6612728500777776
NP_079066	426.0	37.0	12.0	4.0		0.03952937347127338		0.13266707534879424
NP_079194	368.0	35.0	9.0	4.0		0.025460177493832423		0.11066377024236934
NP_079285	332.0	32.0	17.0	6.0		0.01735055654218483		0.0977890179378346
NP_079440	688.0	65.0	25.0	4.0		0.31329625305627673		0.43770342775194304
NP_079500	160.0	12.0	4.0	3.0		0.013730352251541138		0.09091719734128592
NP_079508	253.0	22.0	6.0	3.0		0.035622872753960116		0.12468005463886041
NP_079524	1361.0	116.0	36.0	8.0		0.02254624755290819		0.10719138132365516
NP_109590	987.0	105.0	36.0	4.0		0.789543284881531		0.8248959692792115
NP_112179	609.0	48.0	27.0	4.0		0.2829242738437535		0.41137357324462676
NP_112420	607.0	58.0	32.0	6.0		0.14536362749255421		0.2760782072533006
NP_112533	843.0	82.0	22.0	3.0		0.48357143215964776		0.5668660329144196
NP_112553	461.0	43.0	17.0	5.0		0.041086088097074994		0.13421455445044497
NP_113584	2406.0	227.0	100.0	16.0		0.06454330062160121		0.1771694532831725
NP_113631	374.0	34.0	13.0	3.0		0.155262949532167		0.2860106965066234
NP_114129	629.0	59.0	38.0	5.0		0.41384166523451404		0.5314437007022632
NP_114402	308.0	27.0	15.0	3.0		0.18915953836068483		0.320744569247171
NP_115543	567.0	50.0	26.0	5.0		0.17266632672868598		0.3043167293534191
NP_115717	239.0	21.0	14.0	4.0		0.0655421716642459		0.17770565986219203
NP_115754	518.0	50.0	23.0	3.0		0.4978204358738061		0.5794109586179691
NP_115766	241.0	23.0	4.0	3.0		0.021273731754644715		0.10716797725772523
NP_115812	2792.0	255.0	97.0	9.0		0.8597876507443343		0.8795322523271896
NP_115827	222.0	20.0	7.0	3.0		0.052289405853479076		0.1543482461940045
NP_115970	254.0	27.0	9.0	3.0		0.11300971421877874		0.24100949232564847
NP_116162	292.0	27.0	5.0	5.0		0.0011361673104417294		0.027905188190607763
NP_116204	507.0	46.0	16.0	3.0		0.21703936547689118		0.34697321932359065
NP_116229	74.0	4.0	3.0	3.0		0.006554501770934036		0.06554501770934036
NP_116294	334.0	36.0	7.0	3.0		0.07223018943970605		0.18878416649222907
NP_116296	155.0	13.0	8.0	4.0		0.017051599813278393		0.0977890179378346
NP_149072	1043.0	94.0	26.0	18.0		1.3230742316336908e-08		6.483063735005085e-06
NP_149074	293.0	28.0	9.0	3.0		0.09025334785993881		0.20846989409875516
NP_203747	464.0	45.0	14.0	4.0		0.07609712205272919		0.1912184092607041
NP_277027	67.0	4.0	5.0	3.0		0.02019956566058254		0.10418723340721521
NP_277052	1294.0	126.0	52.0	7.0		0.48160154944560374		0.5668660329144196
NP_443094	1076.0	100.0	51.0	5.0		0.808232246676313		0.8355143478299438
NP_443198	578.0	51.0	11.0	5.0		0.008582425390651757		0.07283504136706065
NP_444271	511.0	45.0	36.0	5.0		0.37511161103167695		0.5063490066267816
NP_476510	894.0	88.0	36.0	6.0		0.2674994511041354		0.3996180824421535
NP_510880	1467.0	135.0	44.0	13.0		0.0010311335738412925		0.027905188190607763
NP_570613	525.0	50.0	27.0	3.0		0.7397428073164212		0.7928051405549079
NP_597734	2322.0	242.0	60.0	8.0		0.5266665535594758		0.595996792711647
NP_612142	696.0	66.0	30.0	5.0		0.2289174700425648		0.3538471934411885
NP_612398	307.0	26.0	9.0	4.0		0.019001516143109513		0.10088068783497904
NP_612427	179.0	15.0	3.0	3.0		0.010416377490329408		0.07692025456226702
NP_612435	996.0	96.0	35.0	5.0		0.39428782814172203		0.5207575088664252
NP_612480	443.0	39.0	23.0	6.0		0.03333676319927808		0.12168984479387074
NP_620137	958.0	93.0	39.0	10.0		0.019352621747934756		0.10088068783497904
NP_644805	359.0	36.0	8.0	4.0		0.02225344737882209		0.10719138132365516
NP_653319	530.0	38.0	19.0	14.0		5.5312475604940676e-08		1.3551556523210465e-05
NP_659449	406.0	37.0	18.0	4.0		0.11843146660221579		0.244858306477155
NP_660300	138.0	10.0	15.0	3.0		0.15275926604471263		0.28353045591632264
NP_660327	692.0	66.0	16.0	4.0		0.09661383142858754		0.2171595293578344
NP_663304	459.0	41.0	14.0	4.0		0.0616488587189943		0.17461237440640004
NP_665906	432.0	42.0	13.0	4.0		0.06472108599528138		0.1771694532831725
NP_680780	986.0	99.0	49.0	5.0		1.0		1.0
NP_689618	452.0	44.0	16.0	4.0		0.10497981464552933		0.230673135319773
NP_689969	924.0	86.0	35.0	6.0		0.16278503289726834		0.2943345613271641
NP_694587	113.0	9.0	8.0	4.0		0.017362539919574715		0.0977890179378346
NP_694997	514.0	46.0	14.0	6.0		0.0056613454426146115		0.06433109177040297
NP_695012	698.0	67.0	22.0	4.0		0.28127734127114484		0.41137357324462676
NP_722549	683.0	63.0	39.0	8.0		0.06058091755521332		0.17258517210496818
NP_733821	2586.0	253.0	92.0	14.0		0.16451842343272535		0.2951787059984903
NP_821133	560.0	52.0	21.0	5.0		0.07281674993271693		0.18878416649222907
NP_835227	642.0	47.0	18.0	8.0		0.00038858459172847707		0.021156272216328195
NP_859066	765.0	79.0	11.0	4.0		0.04838791424645748		0.148187987379776
NP_872363	1639.0	162.0	45.0	7.0		0.32178020616641945		0.44666374227066724
NP_892116	338.0	29.0	17.0	5.0		0.03352679397382153		0.12168984479387074
NP_899064	261.0	25.0	9.0	3.0		0.09188517407143941		0.20941272230235028
NP_919254	1001.0	101.0	33.0	5.0		0.3901720500270743		0.5195225666121369
NP_940873	498.0	46.0	9.0	4.0		0.022425464916952305		0.10719138132365516
NP_940890	2025.0	194.0	60.0	6.0		0.8261573972227889		0.8504561441999297
NP_941372	730.0	74.0	27.0	4.0		0.5222491057120591		0.5956272518928328
NP_942133	914.0	77.0	13.0	7.0		0.0006796634215188557		0.022494067209634986
NP_942595	864.0	81.0	33.0	5.0		0.3710151985566359		0.5022028930738994
NP_955391	682.0	66.0	11.0	5.0		0.01167593411770057		0.0805803903897645
NP_958431	1230.0	127.0	29.0	3.0		1.0		1.0
NP_958782	2419.0	246.0	96.0	21.0		0.003581275170979885		0.05391801620422608
NP_976324	916.0	89.0	43.0	8.0		0.12882708402522053		0.25765416805044106
NP_982261	904.0	84.0	18.0	3.0		0.4164481740026312		0.5314437007022632
NP_997226	503.0	50.0	14.0	4.0		0.08039235983430078		0.19501116989508605
NP_997237	214.0	17.0	7.0	3.0		0.04041499954814931		0.13290838777579303
NP_998725	385.0	36.0	26.0	7.0		0.026966181043191845		0.11066377024236934
NP_998754	1240.0	112.0	31.0	5.0		0.22093278802710353		0.3501992106045006
XP_003846472	427.0	41.0	28.0	4.0		0.51672340076602		0.5929612795675638
XP_003960220	334.0	33.0	15.0	5.0		0.036069182514912736		0.12534680448444852
