	NotOutlier_PIK3CA.Mutation.Status_False	NotOutlier_PIK3CA.Mutation.Status_True	Outliers_PIK3CA.Mutation.Status_False	Outliers_PIK3CA.Mutation.Status_True	fisherp_PIK3CA.Mutation.Status_False	fisherp_PIK3CA.Mutation.Status_True	fisherFDR_PIK3CA.Mutation.Status_False	fisherFDR_PIK3CA.Mutation.Status_True
NP_004487	402.0	233.0	32.0	1.0	1.533700765001065e-05		0.00078729972603388	
NP_004738	1023.0	557.0	43.0	14.0	0.11905196966915876		0.5395659737690376	
NP_005426	1105.0	604.0	31.0	15.0	0.756679129346915		1.0	
NP_005427	642.0	339.0	25.0	6.0	0.08557636371968877		0.4633555283472097	
NP_005535	1235.0	662.0	40.0	12.0	0.10290388576534315		0.5111999486407369	
NP_005742	515.0	267.0	23.0	4.0	0.0382787681512323		0.3617655080195306	
NP_005753	1136.0	577.0	61.0	13.0	0.0034568869318739076		0.10231826392862743	
NP_005808	499.0	251.0	22.0	10.0	0.8508013111403736		1.0	
NP_005853	346.0	177.0	21.0	7.0	0.41340976987034694		0.7958138070004179	
NP_005875	467.0	253.0	26.0	7.0	0.1331396558650872		0.5395659737690376	
NP_006022	628.0	352.0	32.0	8.0	0.042630503240356804		0.3617655080195306	
NP_006176	1465.0	769.0	60.0	24.0	0.2931964482230761		0.6906332560397999	
NP_006188	1950.0	1062.0	64.0	33.0	0.8299701928007902		1.0	
NP_006302	1540.0	837.0	84.0	26.0	0.01362130567679419		0.2545269503990807	
NP_006319	821.0	438.0	38.0	12.0	0.13001584865360424		0.5395659737690376	
NP_006412	460.0	259.0	22.0	7.0	0.2367242447936676		0.6871068827568211	
NP_006600	515.0	263.0	22.0	8.0	0.5548432908429686		0.8900611123939288	
NP_006717	1233.0	642.0	38.0	14.0	0.30199740434477274		0.6906332560397999	
NP_006833	483.0	237.0	20.0	9.0	1.0		1.0	
NP_009178	1026.0	518.0	45.0	17.0	0.33961425368863785		0.7263971537229199	
NP_036234	448.0	252.0	30.0	14.0	0.6296007479922754		0.9147029734982114	
NP_036252	548.0	285.0	28.0	10.0	0.382383280611851		0.7465770609487817	
NP_036253	786.0	384.0	30.0	8.0	0.15891466403243773		0.5691362386278003	
NP_036556	818.0	430.0	30.0	13.0	0.6269851325587097		0.9147029734982114	
NP_036565	1531.0	820.0	78.0	26.0	0.04463340683357845		0.3617655080195306	
NP_037418	636.0	328.0	27.0	10.0	0.4792025760584478		0.8386045081022837	
NP_054749	640.0	344.0	27.0	8.0	0.151977572426576		0.5691362386278003	
NP_055445	635.0	330.0	36.0	17.0	0.881827803058657		1.0	
NP_055527	285.0	146.0	17.0	8.0	1.0		1.0	
NP_055554	1592.0	841.0	96.0	48.0	0.7874447301283589		1.0	
NP_055599	1262.0	652.0	48.0	21.0	0.6054593892922231		0.9122501697391817	
NP_055681	2060.0	1082.0	66.0	24.0	0.14301528104520023		0.564727007204124	
NP_055750	1043.0	566.0	39.0	14.0	0.2409335822653788		0.6871068827568211	
NP_055847	723.0	384.0	51.0	22.0	0.4489853236931174		0.8181214271183308	
NP_055857	928.0	481.0	39.0	19.0	0.8883250359267841		1.0	
NP_055889	320.0	167.0	24.0	7.0	0.23936588620433302		0.6871068827568211	
NP_055912	836.0	459.0	35.0	19.0	1.0		1.0	
NP_055927	1082.0	556.0	46.0	23.0	1.0		1.0	
NP_055972	1504.0	763.0	39.0	14.0	0.3049549442253662		0.6906332560397999	
NP_056023	540.0	302.0	33.0	11.0	0.14953732056142932		0.5691362386278003	
NP_056077	519.0	274.0	22.0	9.0	0.5699755510947977		0.8956758660061107	
NP_056130	1151.0	605.0	50.0	25.0	0.901640755638107		1.0	
NP_056171	1489.0	786.0	45.0	17.0	0.27935683157818		0.6906332560397999	
NP_056258	324.0	182.0	17.0	9.0	1.0		1.0	
NP_056262	665.0	365.0	34.0	16.0	0.6531382999239879		0.9400308241896649	
NP_056364	954.0	478.0	45.0	20.0	0.7879339059392928		1.0	
NP_056988	688.0	333.0	31.0	15.0	1.0		1.0	
NP_057269	468.0	248.0	21.0	11.0	1.0		1.0	
NP_057336	410.0	219.0	24.0	6.0	0.11528431993270469		0.5395659737690376	
NP_057541	550.0	287.0	30.0	12.0	0.5072302835186489		0.8527744907996823	
NP_057572	368.0	210.0	37.0	10.0	0.039412349246597665		0.3617655080195306	
NP_059990	469.0	251.0	38.0	17.0	0.6594266758719138		0.9402935933729142	
NP_060130	403.0	201.0	27.0	6.0	0.08566758083362569		0.4633555283472097	
NP_060206	204.0	113.0	18.0	6.0	0.3765169312829605		0.7465770609487817	
NP_060414	391.0	214.0	35.0	18.0	0.8819405262068916		1.0	
NP_060551	278.0	151.0	22.0	8.0	0.4290254921757065		0.8057308023787659	
NP_060644	1052.0	547.0	50.0	19.0	0.29915518898250537		0.6906332560397999	
