	NotOutlier_ER Status_Negative	NotOutlier_ER Status_Positive	Outliers_ER Status_Negative	Outliers_ER Status_Positive	fisherp_ER Status_Negative	fisherp_ER Status_Positive	fisherFDR_ER Status_Positive	fisherFDR_ER Status_Negative
NP_055872	346.0	780.0	27.0	18.0	0.00010948501886579287			0.00035924771815338283
NP_055880	264.0	556.0	25.0	29.0	0.03698001628594137			0.05494672231165817
NP_055900	112.0	261.0	13.0	11.0	0.021433306362695484			0.03392709298617627
NP_055968	272.0	632.0	14.0	18.0	0.11773157086523936			0.1507538407420748
NP_055970	308.0	693.0	17.0	14.0	0.00927771028126973			0.01689294068554893
NP_055987	430.0	1000.0	27.0	17.0	3.7490966660531625e-05			0.0001494892974438919
NP_056056	343.0	770.0	23.0	7.0	4.6503554160950464e-07			2.696404504949794e-06
NP_056060	282.0	675.0	25.0	12.0	3.963008229886946e-06			1.8632053618125196e-05
NP_056067	340.0	757.0	24.0	18.0	0.0006298708143817157			0.0016130837929287842
NP_056171	678.0	1565.0	51.0	43.0	2.2429434278347063e-06			1.1214717139173532e-05
NP_056193	405.0	923.0	36.0	42.0	0.005434368479867981			0.01076620170539883
NP_056261	326.0	725.0	15.0	14.0	0.024696781855483914			0.03813473668861486
NP_056272	371.0	881.0	35.0	29.0	7.129912784308469e-05			0.0002468046733029855
NP_056364	451.0	1002.0	19.0	25.0	0.09924174241779544			0.13134936496472926
NP_056371	784.0	1716.0	23.0	48.0	0.8969147722074977			0.9026458570139354
NP_056393	196.0	447.0	15.0	10.0	0.0034473065555941083			0.007097395849752576
NP_057225	197.0	474.0	11.0	11.0	0.05559500684807417			0.07853106348494782
NP_057332	496.0	1115.0	28.0	37.0	0.04078562677230216			0.05947903904294065
NP_057336	210.0	430.0	12.0	7.0	0.01130804547651611			0.020124487712443927
NP_057377	312.0	734.0	24.0	22.0	0.0028015283576164167			0.006003275052035179
NP_057404	470.0	1035.0	19.0	26.0	0.14198090098236454			0.18033864439292271
NP_057417	3423.0	7875.0	80.0	169.0	0.5311137222078455			0.5671214321880383
NP_057427	295.0	750.0	38.0	11.0	4.364703343545349e-12			8.593009707604906e-11
NP_057657	215.0	504.0	15.0	13.0	0.011415892111165117			0.02020228098324164
NP_060110	410.0	959.0	44.0	30.0	4.7080078657853547e-07			2.696404504949794e-06
NP_060115	187.0	456.0	19.0	5.0	9.496592325423273e-07			4.985710970847219e-06
NP_060130	182.0	421.0	14.0	20.0	0.18457488108639866			0.22622991261562483
NP_060484	178.0	340.0	22.0	0.0	1.5054885028475934e-10			1.8239572246038151e-09
NP_060496	220.0	516.0	11.0	22.0	0.6992263390447759			0.7221517927839489
NP_060497	262.0	609.0	23.0	13.0	6.0105282408316114e-05			0.0002176225742370066
NP_060537	675.0	1514.0	27.0	43.0	0.18929233534209203			0.23111273501069377
NP_060601	91.0	202.0	11.0	3.0	0.0005033123688234076			0.0013102760014824246
NP_060621	460.0	1077.0	28.0	31.0	0.005881251674573795			0.011506796754600904
NP_060649	292.0	687.0	13.0	17.0	0.15560931802771738			0.19374282679340304
NP_060731	212.0	480.0	10.0	15.0	0.37834254015456337			0.41964049348129384
NP_060873	287.0	641.0	14.0	16.0	0.07411422305369117			0.10194751206075424
NP_061173	389.0	888.0	14.0	14.0	0.03697753924061231			0.05494672231165817
NP_061174	251.0	598.0	13.0	4.0	0.00010594767553018522			0.0003513001872842984
NP_061330	216.0	515.0	16.0	15.0	0.01515396129486394			0.02552672624535904
NP_061830	178.0	421.0	11.0	8.0	0.019505939404833847			0.03134883118634011
NP_061936	311.0	793.0	45.0	10.0	1.3231804604803313e-15			3.4733487087608694e-14
NP_062536	880.0	1934.0	53.0	92.0	0.19933357168843802			0.24057500031363208
NP_062552	241.0	564.0	13.0	12.0	0.02603713223295915			0.03981406142418511
NP_062565	432.0	970.0	31.0	31.0	0.0020579388114827435			0.004533221857461987
NP_062817	417.0	889.0	29.0	20.0	0.00014398304568354113			0.00044465352343446525
NP_064504	434.0	961.0	31.0	34.0	0.006361368802527792			0.01214443135028033
NP_065191	116.0	280.0	21.0	6.0	7.30304544537315e-07			4.035893535600952e-06
NP_065770	461.0	1050.0	21.0	38.0	0.39222929945712837			0.4335165941368261
NP_065778	244.0	587.0	22.0	11.0	2.0113918925011823e-05			8.447845948504966e-05
NP_065805	464.0	1061.0	31.0	24.0	9.436115925188878e-05			0.0003196103781112362
NP_065816	285.0	630.0	17.0	11.0	0.0016678417011324691			0.0038170724183892403
NP_065875	458.0	1092.0	48.0	19.0	4.764051183631105e-12			8.827506604963518e-11
NP_065897	329.0	780.0	20.0	22.0	0.01644529406476625			0.027554615055326432
NP_065905	240.0	555.0	12.0	20.0	0.433413366150629			0.47240557210189665
NP_065953	618.0	1427.0	29.0	27.0	0.0010502373953863806			0.002544805996513153
NP_066301	148.0	378.0	30.0	7.0	1.8624787593906012e-10			2.0952886043144265e-09
NP_067051	441.0	990.0	14.0	14.0	0.03849986698917505			0.05640678186786111
NP_068506	671.0	1460.0	41.0	71.0	0.25386098906646615			0.29727216191798084
NP_071918	246.0	553.0	31.0	8.0	1.4193228692184065e-09			1.3548081933448426e-08
NP_071934	278.0	651.0	30.0	25.0	0.00026071928390128927			0.0007332729859723761
NP_072174	1549.0	3544.0	91.0	159.0	0.04916759152724917			0.07072050836111182
NP_073153	159.0	348.0	10.0	10.0	0.09020300757255664			0.12142712557844162
NP_073602	160.0	362.0	12.0	17.0	0.22371240087429833			0.26692956922501504
NP_073733	213.0	481.0	14.0	14.0	0.03790975210714334			0.05580173791472034
NP_073744	257.0	588.0	21.0	19.0	0.004881038058778071			0.009793165531943263
NP_073746	168.0	410.0	18.0	15.0	0.0031807187362292867			0.006696209428503514
NP_075385	297.0	749.0	30.0	25.0	0.00010426543922310472			0.00034940014207742544
NP_076998	127.0	299.0	9.0	8.0	0.0584125647596976			0.08214266919332475
NP_078893	58.0	130.0	8.0	7.0	0.08866711478826092			0.11987185046481626
NP_079366	166.0	351.0	10.0	14.0	0.3738577298674295			0.41613139543547806
NP_112197	238.0	554.0	19.0	10.0	0.00013340199004266832			0.00042165580721193586
NP_112420	206.0	468.0	12.0	17.0	0.22337342752700493			0.26692956922501504
NP_112533	270.0	627.0	26.0	27.0	0.00560316085769583			0.011031222938588667
NP_113584	811.0	1858.0	36.0	44.0	0.006716173835227634			0.012744546735522317
NP_114128	498.0	1120.0	19.0	24.0	0.06722283479666194			0.0936955440749934
NP_115518	203.0	452.0	14.0	11.0	0.014319121673512812			0.02451371373454639
NP_115593	377.0	881.0	27.0	16.0	1.4484596451278865e-05			6.165740381287625e-05
NP_115766	73.0	177.0	12.0	9.0	0.012872706522698348			0.02227968436620868
NP_115812	926.0	2135.0	30.0	62.0	0.6456722267369617			0.6734660643117315
NP_115835	117.0	272.0	11.0	12.0	0.10216676000199125			0.1340938725026135
NP_115941	213.0	504.0	29.0	6.0	3.416124233717137e-10			3.710617702141028e-09
NP_149062	114.0	250.0	8.0	14.0	0.6403657798574128			0.6701502347345017
NP_149131	455.0	1017.0	24.0	34.0	0.11143139345773645			0.1438561022097827
NP_150091	159.0	383.0	19.0	4.0	3.575600849615066e-07			2.165988976209127e-06
NP_150241	451.0	1061.0	37.0	18.0	2.254237396471261e-08			1.7319140972888954e-07
NP_203744	327.0	732.0	30.0	3.0	2.1839051726221108e-12			4.586200862506433e-11
NP_203754	1699.0	3964.0	125.0	110.0	5.994034537659058e-13			1.3486577709732879e-11
NP_277052	447.0	966.0	28.0	38.0	0.07898174447413209			0.10723814443686037
NP_361013	419.0	929.0	17.0	26.0	0.24532477594870777			0.2883481508352349
NP_443094	326.0	836.0	54.0	16.0	2.436953481527523e-16			6.9785486061924524e-15
NP_444254	340.0	809.0	37.0	36.0	0.0003422902296556428			0.0009215506183036536
NP_510880	479.0	1104.0	46.0	30.0	1.7865046533405788e-07			1.1723936787547548e-06
NP_542417	750.0	1642.0	17.0	28.0	0.41769797885259696			0.4584490011796796
NP_570899	223.0	509.0	20.0	10.0	7.744905746495789e-05			0.00026517883805936667
NP_597734	751.0	1727.0	61.0	93.0	0.019113150685414054			0.031034239514976428
NP_612142	234.0	535.0	12.0	16.0	0.2098445882455567			0.2522940660204212
NP_612392	222.0	532.0	24.0	17.0	0.0001928619118497874			0.0005677710489035797
NP_620305	506.0	1132.0	26.0	38.0	0.10104216132692528			0.13317272308778855
NP_653205	270.0	627.0	15.0	6.0	0.00013998669252099442			0.00043659215984270534
NP_663304	145.0	356.0	9.0	8.0	0.05448552693354757			0.07731054497327695
NP_663719	339.0	775.0	29.0	19.0	4.295166485793375e-05			0.00016703425222529795
NP_663780	322.0	797.0	67.0	25.0	1.404935972734812e-16			4.917275904571842e-15
NP_689449	321.0	738.0	25.0	21.0	0.0009974443905643954			0.002435620023471198
NP_689969	307.0	702.0	18.0	24.0	0.09102263718148967			0.12200906686029467
NP_722560	209.0	473.0	16.0	13.0	0.007677802085314085			0.014310696194520337
NP_733793	302.0	754.0	32.0	13.0	1.0076646187286725e-08			8.353009339461365e-08
NP_733821	875.0	1968.0	47.0	55.0	0.0015314687130295367			0.003573426997068919
NP_775114	288.0	677.0	20.0	29.0	0.11221436287133141			0.1442756094059975
NP_775782	291.0	699.0	35.0	29.0	6.512240301733915e-05			0.00022792841056068703
NP_835260	281.0	656.0	35.0	11.0	4.58254881874093e-10			4.656460896462558e-09
NP_872363	555.0	1224.0	24.0	50.0	0.7993615220454424			0.8148831049977812
NP_937883	336.0	763.0	24.0	27.0	0.01949131726080858			0.03134883118634011
NP_940890	679.0	1487.0	43.0	76.0	0.3110250461645532			0.35115731018578583
NP_940953	232.0	493.0	14.0	24.0	0.5936981333130709			0.627566818770528
NP_945344	180.0	430.0	53.0	6.0	4.205835594642002e-20			3.3120955307805765e-18
NP_945353	92.0	228.0	15.0	2.0	1.2002258455315924e-06			6.19788756299101e-06
NP_955391	225.0	507.0	15.0	17.0	0.07778193355873073			0.10652743074347905
NP_958782	825.0	1854.0	40.0	63.0	0.10306666840775633			0.13471369522175622
NP_963293	273.0	713.0	46.0	6.0	7.5261439891066645e-19			3.9512255942809984e-17
NP_982284	406.0	856.0	21.0	20.0	0.01671207098545175			0.02779384847849411
NP_996744	507.0	1120.0	31.0	28.0	0.0009268861333687142			0.0022989695433948422
NP_997006	384.0	862.0	19.0	41.0	0.886819345032865			0.8953464541197194
NP_998754	404.0	929.0	26.0	29.0	0.010838555871044165			0.01962152355964892
