	NotOutlier_PIK3CA.Mutation.Status_False	NotOutlier_PIK3CA.Mutation.Status_True	Outliers_PIK3CA.Mutation.Status_False	Outliers_PIK3CA.Mutation.Status_True	fisherp_PIK3CA.Mutation.Status_False	fisherp_PIK3CA.Mutation.Status_True	fisherFDR_PIK3CA.Mutation.Status_False	fisherFDR_PIK3CA.Mutation.Status_True
NP_001099036	324.0	161.0	5.0	12.0		0.00286734290581936		0.013144640226935062
NP_001102	506.0	243.0	21.0	15.0		0.2768045255992163		0.39127081049437934
NP_001104026	2216.0	1084.0	83.0	52.0		0.19109074114901545		0.29642934707208907
NP_001106189	1434.0	712.0	48.0	24.0		1.0		1.0
NP_001107018	1568.0	810.0	39.0	23.0		0.6842110709994569		0.7494983869345195
NP_001107854	839.0	421.0	17.0	21.0		0.00823829068163914		0.029189992909017692
NP_001120683	499.0	243.0	12.0	25.0		2.804128476530889e-05		0.00042357098566545535
NP_001122390	558.0	294.0	19.0	11.0		0.8460244577429414		0.892680218280236
NP_001123544	498.0	249.0	9.0	16.0		0.0023257764886178414		0.01150858365919518
NP_001123617	768.0	375.0	24.0	12.0		1.0		1.0
NP_001123917	1815.0	866.0	111.0	120.0		4.531629035115574e-09		6.502887665390849e-07
NP_001123999	1094.0	556.0	48.0	31.0		0.331116720410099		0.43000225682216475
NP_001127853	707.0	355.0	15.0	16.0		0.05223497158372496		0.11860534228561798
NP_001128659	472.0	222.0	12.0	14.0		0.031065542254213055		0.07752878806051432
NP_001135452	3489.0	1777.0	113.0	84.0		0.011387972150859103		0.03845115302701838
NP_001136112	340.0	186.0	17.0	11.0		0.6884372525032036		0.7512604238342945
NP_001136157	961.0	520.0	30.0	34.0		0.004810797827839058		0.01865809427824067
NP_001138678	1139.0	576.0	43.0	36.0		0.03832609440807404		0.090905695000969
NP_001153575	540.0	263.0	10.0	18.0		0.0009039982508532462		0.005640162999888732
NP_001157852	385.0	181.0	16.0	24.0		0.0004760036780975462		0.0035950804108946252
NP_001158136	1045.0	541.0	50.0	33.0		0.28866051185207		0.39829599471896193
NP_001159581	783.0	386.0	18.0	30.0		6.474221493427521e-05		0.0007432406274454794
NP_001159743	289.0	149.0	9.0	11.0		0.09016632716590686		0.17184610082834634
NP_001166171	381.0	203.0	17.0	35.0		7.937344546918547e-06		0.00021558974164039723
NP_001180345	482.0	248.0	10.0	12.0		0.06615588003662223		0.1337094195106379
NP_001186308	661.0	345.0	25.0	17.0		0.4115756524893536		0.5067981825892548
NP_001191332	806.0	419.0	36.0	28.0		0.13794023547039963		0.2384870336144861
NP_001230368	726.0	370.0	16.0	16.0		0.06086818681069059		0.12844977657844264
NP_001230685	765.0	384.0	31.0	19.0		0.541440375736139		0.6240698306677587
NP_001231931	786.0	426.0	10.0	26.0		1.0597689363494708e-05		0.00025346140394358173
NP_001240628	933.0	466.0	27.0	30.0		0.003963738117307837		0.01634469259821292
NP_001244904	287.0	143.0	8.0	18.0		0.0004377773828584423		0.0034900585800103595
NP_001245303	988.0	489.0	33.0	24.0		0.19714755767391134		0.2977965739600661
NP_001245308	472.0	250.0	29.0	18.0		0.636899302230151		0.722490512806535
NP_001254489	880.0	457.0	10.0	27.0		4.146353171374977e-06		0.00017000048002637405
NP_001264	1094.0	558.0	20.0	15.0		0.28115013187819826		0.39169945557787816
NP_001265138	1193.0	620.0	33.0	36.0		0.0028854088303028186		0.013144640226935062
NP_001354	358.0	177.0	10.0	9.0		0.2195091619269134		0.32307245883602126
NP_001446	548.0	289.0	24.0	19.0		0.19454324799734615		0.2977965739600661
NP_001611	9295.0	4744.0	324.0	195.0		0.08059431221146668		0.15628761895061444
NP_001615	882.0	437.0	17.0	70.0		2.409466598802089e-18		6.915169138561995e-16
NP_001645	456.0	230.0	11.0	15.0		0.01870647304163739		0.052021819256732715
NP_002105	792.0	441.0	16.0	28.0		0.00033638834587304		0.0029255592504715904
NP_002130	884.0	463.0	21.0	11.0		1.0		1.0
NP_002264	1216.0	611.0	46.0	30.0		0.3215445546894276		0.41946948725393507
NP_002267	892.0	454.0	27.0	23.0		0.09369692166267442		0.17461699037134776
NP_002364	2154.0	1087.0	48.0	57.0		2.2338267980375448e-05		0.0004133007989019557
NP_002366	1987.0	1006.0	60.0	49.0		0.01757386041326947		0.051466305496003444
NP_002473	578.0	326.0	23.0	19.0		0.2520436165997809		0.3616825898206856
NP_002568	577.0	292.0	20.0	20.0		0.040416074089600296		0.09430417287573403
NP_002573	348.0	177.0	5.0	12.0		0.00311468418452376		0.013752528630127986
NP_002745	107.0	46.0	3.0	8.0		0.006314000300620995		0.023843659029976653
NP_003161	410.0	208.0	16.0	12.0		0.31503974326781525		0.41663043948438905
NP_003248	1505.0	758.0	53.0	34.0		0.29868481347298836		0.4025349469411298
NP_003283	704.0	355.0	18.0	21.0		0.014918535431455573		0.04709855456437612
NP_003473	1454.0	773.0	36.0	20.0		0.8875308966401888		0.9129798112391906
NP_003617	728.0	377.0	36.0	21.0		0.6697732844189765		0.7388030294646547
NP_003676	325.0	161.0	16.0	11.0		0.40979663422589596		0.5067981825892548
NP_003695	328.0	163.0	4.0	12.0		0.0009494010222321159		0.0057719281801054435
NP_003891	928.0	463.0	64.0	37.0		0.5130406536664333		0.6009904800092504
NP_004136	821.0	433.0	26.0	15.0		0.8676769781832505		0.9013208990532388
NP_004482	912.0	460.0	17.0	17.0		0.06477668123051683		0.1337094195106379
NP_004563	934.0	474.0	15.0	39.0		1.763292607703606e-08		1.01212995682187e-06
NP_004681	299.0	171.0	11.0	12.0		0.18324426422078827		0.29266137284251187
NP_004710	741.0	404.0	15.0	17.0		0.059543485858739746		0.12673558750800512
NP_004726	743.0	371.0	34.0	30.0		0.029933136482760303		0.07602486876594873
NP_004738	1041.0	531.0	25.0	40.0		8.26302145660059e-06		0.00021558974164039723
NP_004901	267.0	132.0	4.0	8.0		0.026152518052482185		0.06761957370326475
NP_005076	1008.0	537.0	16.0	25.0		0.0008053701272564037		0.0051364717005019525
NP_005086	654.0	335.0	18.0	13.0		0.3435264764857511		0.4441085529342818
NP_005110	1679.0	847.0	58.0	34.0		0.5015892516810154		0.5968795834635535
NP_005137	322.0	162.0	8.0	8.0		0.18589655456561688		0.29266137284251187
NP_005145	249.0	132.0	7.0	8.0		0.16969952566732463		0.2799066888880584
NP_005222	896.0	451.0	24.0	29.0		0.0027796281870433835		0.013077922781663132
NP_005325	343.0	175.0	10.0	17.0		0.0031906671226590356		0.013874567639441565
NP_005349	1730.0	863.0	66.0	52.0		0.01696475692638067		0.05019469317393044
NP_005426	1106.0	589.0	30.0	30.0		0.018964805385530675		0.052021819256732715
NP_005427	645.0	328.0	22.0	17.0		0.22830054913600503		0.33260029239610883
NP_005535	1242.0	629.0	33.0	45.0		2.6012640680127543e-05		0.00041475710417758916
NP_005753	1161.0	537.0	36.0	53.0		1.7742412677922933e-07		8.486787397606469e-06
NP_005769	240.0	119.0	9.0	8.0		0.2940338909846517		0.401846317679024
NP_005808	503.0	243.0	18.0	18.0		0.04480824804899479		0.10287973752049204
NP_005912	378.0	189.0	7.0	19.0		7.136027346462296e-05		0.0007585332771980292
NP_005958	422.0	214.0	11.0	23.0		0.00013432268311298654		0.0013293313811526598
NP_005960	426.0	208.0	13.0	16.0		0.016025075539535753		0.04841259662996591
NP_005964	300.0	164.0	11.0	13.0		0.08033101190867464		0.15628761895061444
NP_006006	707.0	378.0	19.0	13.0		0.5731748371736234		0.655383180353904
NP_006022	632.0	344.0	28.0	16.0		0.8730564806160293		0.9013208990532388
NP_006176	1471.0	743.0	54.0	50.0		0.002958502656512807		0.013267035350299617
NP_006188	1927.0	1030.0	87.0	65.0		0.055065632673043576		0.12251036106328299
NP_006258	2697.0	1403.0	63.0	58.0		0.002512227248711043		0.012016820339667823
NP_006280	1349.0	655.0	55.0	28.0		0.9050322827494128		0.9243568154771583
NP_006302	1582.0	815.0	42.0	48.0		0.00026390543732615054		0.0023669018910189125
NP_006305	398.0	198.0	16.0	25.0		0.0005589556964636339		0.003912689875245437
NP_006319	834.0	429.0	25.0	21.0		0.11428723071620087		0.20235740491622492
NP_006328	214.0	107.0	3.0	9.0		0.004689121000444953		0.018435311330516457
NP_006412	469.0	247.0	13.0	19.0		0.007175611493854937		0.026068360743498314
NP_006428	640.0	329.0	18.0	12.0		0.5581770101267424		0.6407872076255002
NP_006531	592.0	301.0	21.0	15.0		0.36999267895351046		0.4698579595560067
NP_006600	522.0	255.0	15.0	16.0		0.0339403990743411		0.08254995368081267
NP_006654	1031.0	534.0	34.0	25.0		0.20943126898368494		0.311434063203718
NP_006691	445.0	218.0	10.0	18.0		0.0009653399046866248		0.0057719281801054435
NP_006717	1236.0	625.0	35.0	31.0		0.03354265070201119		0.08227983548271121
NP_006747	176.0	88.0	5.0	8.0		0.06824831183289565		0.13697388458769966
NP_006847	531.0	271.0	20.0	14.0		0.363046307810886		0.4630857348521079
