	NotOutlier_TP53.Mutation.Status_False	NotOutlier_TP53.Mutation.Status_True	Outliers_TP53.Mutation.Status_False	Outliers_TP53.Mutation.Status_True	fisherp_TP53.Mutation.Status_False	fisherp_TP53.Mutation.Status_True	fisherFDR_TP53.Mutation.Status_True	fisherFDR_TP53.Mutation.Status_False
NP_065750	359.0	383.0	19.0	23.0		0.7521631979599982	0.8082455416675419	
NP_065770	737.0	774.0	26.0	33.0		0.5088416479717854	0.5993567488129203	
NP_065778	414.0	417.0	3.0	30.0		1.3641487138371993e-06	1.5915068328100657e-05	
NP_065805	743.0	782.0	25.0	30.0		0.6816401285858388	0.7498471869808526	
NP_065816	441.0	474.0	7.0	21.0		0.01985931642106776	0.04678396656886155	
NP_065875	765.0	785.0	25.0	42.0		0.060999328963949266	0.1149602738166736	
NP_065883	807.0	803.0	19.0	30.0		0.14649169164299425	0.22860168441104198	
NP_065897	544.0	565.0	14.0	28.0		0.05814847954673394	0.11129982413242041	
NP_065905	380.0	415.0	14.0	18.0		0.7199971379899562	0.7770894220596444	
NP_065910	1004.0	1086.0	26.0	34.0		0.5136889864102953	0.6021712998589586	
NP_065953	1001.0	1044.0	16.0	40.0		0.0026886338794619505	0.010624440330131902	
NP_067051	700.0	731.0	5.0	23.0		0.0009707719187662343	0.004954981668702655	
NP_071918	388.0	411.0	6.0	33.0		4.626622020686589e-05	0.00035422574845881695	
NP_071934	453.0	476.0	20.0	35.0		0.09485817478127728	0.16284847983763728	
NP_072174	2508.0	2585.0	118.0	132.0		0.5599673427520111	0.6410841073562744	
NP_073602	256.0	266.0	12.0	17.0		0.45110252459594563	0.5381592965627094	
NP_073605	526.0	509.0	7.0	22.0		0.004591566668614145	0.01520180856500629	
NP_073733	337.0	357.0	10.0	18.0		0.24681063276585238	0.34553488587219333	
NP_073744	419.0	426.0	11.0	29.0		0.008806571114392111	0.023973443589178522	
NP_073746	298.0	280.0	9.0	24.0		0.007090358016346637	0.020680210881011026	
NP_075384	287.0	297.0	5.0	17.0		0.016490748633051843	0.0412268715826296	
NP_075385	522.0	524.0	24.0	31.0		0.4076444674192894	0.4993644725886295	
NP_078811	234.0	241.0	4.0	18.0		0.004228001886109857	0.01438695086245715	
NP_112420	341.0	333.0	11.0	18.0		0.19073949144437063	0.2832192448719443	
NP_112533	438.0	459.0	20.0	33.0		0.12201691019407494	0.19667199340492342	
NP_113584	1305.0	1364.0	34.0	46.0		0.30700550982791736	0.4074260137145368	
NP_114128	797.0	821.0	16.0	27.0		0.12500724468181054	0.2001749996538796	
NP_115518	323.0	332.0	8.0	17.0		0.10437006007306879	0.17395010012178133	
NP_115593	619.0	639.0	11.0	32.0		0.0027998541952496325	0.01088832187041524	
NP_115812	1515.0	1546.0	38.0	54.0		0.13837412287752743	0.2173183340063732	
NP_115835	188.0	201.0	4.0	19.0		0.004361568969894536	0.014638142433207688	
NP_115941	356.0	361.0	4.0	31.0		5.734195997599786e-06	5.6918856417704385e-05	
NP_150241	765.0	747.0	15.0	40.0		0.000832097612808302	0.004337530109319873	
NP_203744	521.0	538.0	2.0	31.0		3.0238733125033e-07	4.357935068019462e-06	
NP_203747	251.0	251.0	8.0	17.0		0.10068412736409091	0.17012145658070532	
NP_203754	2809.0	2854.0	63.0	172.0		3.3794659196663467e-12	1.0349614378978186e-10	
NP_277052	666.0	747.0	29.0	37.0		0.7053515852317642	0.7646510547866471	
NP_443094	582.0	580.0	22.0	48.0		0.002911423361094431	0.011145292554189617	
NP_510880	768.0	815.0	28.0	48.0		0.05940562100898361	0.11282462904806966	
NP_542417	1153.0	1239.0	18.0	27.0		0.29507317165660846	0.39940843677275734	
NP_612142	382.0	387.0	11.0	17.0		0.3375793951471404	0.4301083949622646	
NP_612392	372.0	382.0	17.0	24.0		0.3408291804376876	0.43042860416099726	
NP_620305	801.0	837.0	26.0	38.0		0.20453343083561984	0.2930449740042506	
NP_663719	548.0	566.0	14.0	34.0		0.007509849853527144	0.02114842774843851	
NP_663780	569.0	550.0	21.0	71.0		1.911196882996832e-07	2.9265202270888987e-06	
NP_689449	528.0	531.0	20.0	26.0		0.45249312282415566	0.5381592965627094	
NP_722560	336.0	346.0	6.0	23.0		0.003668495538001812	0.013025817490006433	
NP_733751	673.0	710.0	16.0	29.0		0.09571502488416234	0.16284847983763728	
NP_733793	539.0	517.0	11.0	34.0		0.0006434674911177723	0.003427163811388135	
NP_733821	1382.0	1461.0	49.0	53.0		0.9200852729435636	0.9511430036758357	
NP_775782	486.0	504.0	18.0	46.0		0.0011507875335951376	0.0057539376679756876	
NP_821133	295.0	301.0	19.0	23.0		0.6343401215345161	0.7035658955861708	
NP_835260	477.0	460.0	8.0	38.0		6.268660809169594e-06	5.907007300948272e-05	
NP_892017	633.0	654.0	17.0	23.0		0.42643704767530793	0.517213250893319	
NP_898868	733.0	793.0	23.0	28.0		0.7760479729251826	0.8230811834054966	
NP_937872	229.0	227.0	13.0	16.0		0.7023795861238322	0.7646510547866471	
NP_940890	1078.0	1088.0	33.0	86.0		2.8970570474902503e-06	3.2262680756141424e-05	
NP_955391	363.0	369.0	10.0	22.0		0.047368428329163534	0.09722040470499527	
NP_958782	1321.0	1358.0	41.0	62.0		0.0701931100521779	0.1283381489759969	
NP_963293	500.0	486.0	12.0	40.0		9.286747123144752e-05	0.0006149332554514767	
NP_982284	595.0	667.0	13.0	28.0		0.056709281327796804	0.10939979468748202	
NP_996744	791.0	836.0	24.0	35.0		0.23636207967226003	0.33280867540059605	
NP_997006	623.0	623.0	19.0	41.0		0.005499288612266431	0.016916918597724033	
NP_998754	652.0	681.0	21.0	34.0		0.13092344373648562	0.20694350784154178	
NP_000480	1264.0	1334.0	42.0	32.0	0.19460139893915523			0.3289690315400005
NP_001005751	1252.0	1329.0	51.0	35.0	0.06174125604493971			0.14140739287712
NP_001010883	269.0	273.0	27.0	8.0	0.0015409185748821387			0.00810409028271347
NP_001013649	593.0	616.0	26.0	21.0	0.45805859806642696			0.5967368892241526
NP_001020766	332.0	365.0	31.0	7.0	3.8832640963789284e-05			0.0004595195847381732
NP_001027454	604.0	636.0	33.0	32.0	0.7995786679134852			0.8870325847165226
NP_001035919	477.0	501.0	26.0	13.0	0.03332739426636186			0.09658142828210989
NP_001035932	464.0	467.0	30.0	11.0	0.003756451528293259			0.01711085231570404
NP_001035957	382.0	400.0	27.0	12.0	0.013859252641817163			0.0480003384180009
NP_001059	808.0	891.0	40.0	27.0	0.06100750263972711			0.14140739287712
NP_001104595	210.0	237.0	24.0	13.0	0.040567175459919384			0.10868941349638778
NP_001106207	425.0	435.0	17.0	7.0	0.060355049007207257			0.14140739287712
NP_001107018	1154.0	1224.0	41.0	21.0	0.0067005319798594965			0.027984574739413192
NP_001107854	601.0	659.0	22.0	16.0	0.24975126715754023			0.3897217575425353
NP_001120683	354.0	388.0	22.0	15.0	0.17988936819201307			0.3115157351617787
NP_001120982	789.0	807.0	25.0	21.0	0.5517384175370108			0.6663902062593365
NP_001123917	1271.0	1410.0	172.0	59.0	1.5162220556000779e-15			7.176784396507035e-14
NP_001123999	796.0	854.0	56.0	23.0	7.786632050193717e-05			0.0007211212177382295
NP_001124436	115.0	133.0	14.0	0.0	3.372052136329366e-05			0.0004595195847381732
