	NotOutlier_PAM50_Her2_Her2	NotOutlier_PAM50_Her2_not-Her2	Outliers_PAM50_Her2_Her2	Outliers_PAM50_Her2_not-Her2	fisherp_PAM50_Her2_Her2	fisherp_PAM50_Her2_not-Her2	fisherFDR_PAM50_Her2_not-Her2	fisherFDR_PAM50_Her2_Her2
NP_659434	34.0	195.0	6.0	6.0	0.0062628663889814215			0.0213498962419372
NP_659477	63.0	318.0	5.0	4.0	0.009995124530335749			0.029507665433307375
NP_660095	48.0	353.0	6.0	13.0	0.024535899389013044			0.05239980640791881
NP_660327	113.0	645.0	6.0	14.0	0.10477627220542604			0.15381233378602763
NP_663719	173.0	949.0	8.0	32.0	0.3826382538235049			0.42090207920585543
NP_663780	176.0	1007.0	11.0	17.0	0.0017198276393860866			0.009331226989371806
NP_680780	173.0	912.0	15.0	39.0	0.036260695492352425			0.06916232418137529
NP_683692	257.0	1413.0	31.0	47.0	4.0807870901162025e-07			2.1845813555755402e-05
NP_683759	48.0	282.0	11.0	9.0	6.462410905497764e-05			0.0008795450774770685
NP_689619	39.0	236.0	5.0	9.0	0.04510815142493931			0.08176488847455139
NP_689659	64.0	352.0	9.0	8.0	0.000540195111903283			0.00425271249861114
NP_689775	47.0	273.0	4.0	6.0	0.052176714088239			0.09064075366148731
NP_694540	14.0	87.0	4.0	2.0	0.007062723430960394			0.022776573956069062
NP_694988	85.0	461.0	6.0	15.0	0.12680573901924025			0.1768739339123738
NP_694997	88.0	472.0	5.0	15.0	0.34559096516008414			0.38812523779517144
NP_695003	12.0	78.0	4.0	6.0	0.05148565974321373			0.09026852570698826
NP_695012	120.0	645.0	6.0	20.0	0.2835315709532876			0.3294874840455716
NP_722549	116.0	630.0	11.0	36.0	0.15396605418243958			0.20744084145721306
NP_733751	208.0	1148.0	18.0	54.0	0.04464178951789123			0.0812865237706727
NP_733821	428.0	2411.0	43.0	63.0	5.411616407516463e-10			1.08638199380893e-07
NP_742066	36.0	238.0	6.0	9.0	0.012079380827274978			0.033066649206457785
NP_751945	52.0	274.0	5.0	13.0	0.19477693322694437			0.24865799265697347
NP_757366	152.0	805.0	4.0	18.0	0.7676258180663919			0.7792712160648706
NP_775114	160.0	826.0	11.0	17.0	0.0035235865466015093			0.014489967770285229
NP_775266	67.0	391.0	4.0	19.0	0.7615934030893055			0.7760907394425283
NP_775490	16.0	112.0	4.0	4.0	0.016524803409658412			0.03996812390950513
NP_775762	7.0	62.0	4.0	5.0	0.01954332044606926			0.04496643644181552
NP_776252	13.0	88.0	5.0	3.0	0.0029476618121799633			0.012934275602079293
NP_778228	172.0	1112.0	14.0	33.0	0.004042441074827096			0.015894068830111838
NP_778236	14.0	70.0	5.0	6.0	0.03987510118362222			0.07481239778142205
NP_821074	107.0	567.0	7.0	22.0	0.2985194188383765			0.34306087066994717
NP_829884	92.0	499.0	11.0	12.0	0.00041198951915715664			0.003341692766496937
NP_835227	104.0	585.0	7.0	19.0	0.10392680814834533			0.15341498811995738
NP_848927	139.0	718.0	10.0	25.0	0.06423586990245812			0.10462759337053523
NP_852608	66.0	358.0	6.0	11.0	0.0428282006784316			0.0792420395041027
NP_891847	54.0	298.0	8.0	18.0	0.052916738547891404			0.09084970383756455
NP_892017	201.0	1073.0	18.0	35.0	0.0018589076401468734			0.00988544923866185
NP_898868	232.0	1284.0	17.0	44.0	0.012081246273947863			0.033066649206457785
NP_909122	77.0	403.0	8.0	24.0	0.21664973326195264			0.2684718145205987
NP_919277	175.0	912.0	9.0	16.0	0.013981454354077839			0.036377981675545144
NP_938020	53.0	336.0	10.0	8.0	6.434072395228619e-05			0.0008795450774770685
NP_940873	85.0	459.0	5.0	8.0	0.04349974589562254			0.07974953414197465
NP_940997	116.0	614.0	8.0	21.0	0.11946660518339564			0.16979059108365788
NP_941372	122.0	682.0	9.0	22.0	0.04535616813935607			0.08202928607185343
NP_942559	93.0	496.0	5.0	13.0	0.18936686031054567			0.24290988630889485
NP_942595	153.0	792.0	7.0	31.0	0.657345808006521			0.674998316917182
NP_958782	427.0	2238.0	21.0	96.0	0.6067218006766887			0.6286420721850078
NP_958931	67.0	333.0	5.0	13.0	0.21237282001051905			0.26398664778397335
NP_963293	151.0	855.0	11.0	21.0	0.010238596944442417			0.03001127888894006
NP_963863	27.0	159.0	5.0	8.0	0.03906481264384262			0.07380951659530735
NP_976226	120.0	648.0	8.0	20.0	0.10947091215183778			0.15838764406833467
NP_976324	159.0	846.0	11.0	40.0	0.32622881084013866			0.36844125893759677
NP_982261	151.0	837.0	6.0	15.0	0.12071751900474419			0.17096325883740668
NP_982284	216.0	1055.0	7.0	25.0	0.47519208015161973			0.5054029673665571
NP_991403	157.0	856.0	10.0	26.0	0.06111926605643386			0.10201333260919737
NP_996744	270.0	1381.0	8.0	27.0	0.3534629918447514			0.393117427217916
NP_997657	51.0	299.0	9.0	13.0	0.0036842782320873624			0.014772589137676912
NP_997715	30.0	189.0	7.0	7.0	0.0021942237467595166			0.01080958078925087
NP_998725	67.0	354.0	8.0	25.0	0.22417241824920298			0.2765137509279723
NP_998754	226.0	1126.0	9.0	27.0	0.18173340633658544			0.23537407304560987
XP_003846661	209.0	1121.0	13.0	42.0	0.13175959175574867			0.18147097038176388
XP_003960227	33.0	183.0	7.0	13.0	0.053893299783260636			0.0920772760126772
XP_003960280	178.0	974.0	12.0	25.0	0.010476136614774659			0.030260207559942628
XP_003960297	51.0	358.0	8.0	10.0	0.0012000321412598991			0.007412506226397685
XP_003960677	113.0	655.0	13.0	16.0	0.00015177918576303025			0.0017411240881101899
