	NotOutlier_PAM50_Her2_Her2	NotOutlier_PAM50_Her2_not-Her2	Outliers_PAM50_Her2_Her2	Outliers_PAM50_Her2_not-Her2	fisherp_PAM50_Her2_Her2	fisherp_PAM50_Her2_not-Her2	fisherFDR_PAM50_Her2_not-Her2	fisherFDR_PAM50_Her2_Her2
NP_001041648	183.0	988.0	6.0	40.0		0.8354334548199993	1.0	
NP_001078927	416.0	2220.0	12.0	98.0		0.18182307630945477	0.9778188673326271	
NP_001104026	518.0	2833.0	12.0	72.0		0.8789560391689387	1.0	
NP_001186346	108.0	549.0	3.0	25.0		0.6013723105778002	1.0	
NP_001191332	207.0	1040.0	6.0	36.0		0.8341511407358007	1.0	
NP_001230368	177.0	904.0	7.0	40.0		1.0	1.0	
NP_001234918	86.0	455.0	2.0	27.0		0.289670444085695	0.9778188673326271	
NP_001334	123.0	658.0	1.0	27.0		0.10557431939390303	0.9778188673326271	
NP_001605	155.0	817.0	5.0	43.0		0.41557301861636653	0.9778188673326271	
NP_001611	2285.0	11998.0	37.0	238.0		0.27996248747016045	0.9778188673326271	
NP_002364	551.0	2718.0	10.0	67.0		0.4416102231109717	0.981356051357715	
NP_002547	155.0	845.0	2.0	26.0		0.2940241340042362	0.9778188673326271	
NP_004851	73.0	405.0	2.0	25.0		0.4036880005949424	0.9778188673326271	
NP_005179	84.0	436.0	5.0	27.0		1.0	1.0	
NP_005753	272.0	1451.0	7.0	57.0		0.38036451530231824	0.9778188673326271	
NP_006428	147.0	815.0	3.0	34.0		0.345939342429174	0.9778188673326271	
NP_006600	124.0	656.0	4.0	24.0		1.0	1.0	
NP_006833	108.0	614.0	2.0	25.0		0.4075229032618163	0.9778188673326271	
NP_055144	162.0	925.0	3.0	37.0		0.25594309933167775	0.9778188673326271	
NP_055681	516.0	2638.0	11.0	67.0		0.755917276555981	1.0	
NP_056171	372.0	1912.0	8.0	45.0		1.0	1.0	
NP_056258	79.0	428.0	2.0	23.0		0.402340457136682	0.9778188673326271	
NP_056364	229.0	1214.0	5.0	49.0		0.2511554750316852	0.9778188673326271	
NP_056988	165.0	861.0	6.0	35.0		1.0	1.0	
NP_057269	113.0	603.0	5.0	27.0		1.0	1.0	
NP_059990	113.0	608.0	8.0	46.0		1.0	1.0	
NP_060644	256.0	1349.0	10.0	53.0		1.0	1.0	
NP_060757	165.0	858.0	1.0	33.0		0.03146601317157969	0.9778188673326271	
NP_061173	203.0	1045.0	9.0	48.0		1.0	1.0	
NP_065770	247.0	1266.0	9.0	48.0		1.0	1.0	
NP_073744	135.0	725.0	2.0	23.0		0.40625183176322244	0.9778188673326271	
NP_077003	134.0	672.0	5.0	37.0		0.5249764156192465	1.0	
NP_115543	100.0	517.0	1.0	30.0		0.07061156754578704	0.9778188673326271	
NP_203744	164.0	887.0	6.0	35.0		1.0	1.0	
NP_510880	258.0	1344.0	8.0	49.0		0.8541560594192061	1.0	
NP_620305	255.0	1384.0	9.0	54.0		1.0	1.0	
NP_689969	171.0	839.0	5.0	36.0		0.5263930816080622	1.0	
NP_872363	287.0	1514.0	8.0	44.0		1.0	1.0	
NP_919254	170.0	932.0	3.0	35.0		0.25467682639877187	0.9778188673326271	
NP_997006	193.0	1079.0	5.0	29.0		1.0	1.0	
NP_000072	110.0	635.0	20.0	22.0	1.2309544817464005e-06			4.706935470677903e-05
NP_000098	31.0	174.0	5.0	2.0	0.0017819820086517628			0.009603567469445405
NP_000108	101.0	611.0	5.0	15.0	0.19180318227999293			0.24525152129113748
NP_000115	41.0	236.0	5.0	6.0	0.01839775858877267			0.04307113745418208
NP_000170	118.0	581.0	6.0	19.0	0.41369771204970984			0.4501345024063916
NP_000235	24.0	121.0	4.0	0.0	0.001038285951405387			0.006669948951828207
NP_000284	43.0	219.0	5.0	9.0	0.07504108526776129			0.11776989526275534
NP_000440	44.0	241.0	9.0	6.0	0.0001912606009917393			0.0019690033666200854
NP_000468	109.0	584.0	4.0	15.0	0.5236135117689297			0.5503424737571342
NP_000480	403.0	2153.0	40.0	76.0	1.3245510152296002e-06			4.834611205588041e-05
NP_000928	250.0	1384.0	33.0	43.0	1.32294869882573e-08			1.3279097564463265e-06
NP_000935	29.0	161.0	5.0	6.0	0.022446635230325935			0.04965467793375131
NP_001001924	138.0	790.0	6.0	13.0	0.054965719270746435			0.09371013285437238
NP_001002814	199.0	1098.0	14.0	36.0	0.027178024081451035			0.056119300489072
NP_001002909	123.0	787.0	43.0	43.0	3.9247004758173686e-14			1.0505114940271158e-11
NP_001003694	73.0	421.0	5.0	27.0	0.8012525902587885			0.8062729698970015
NP_001005271	109.0	575.0	14.0	25.0	0.0033116310446239558			0.014143759780015882
NP_001005743	103.0	584.0	7.0	17.0	0.07893237090384078			0.12188979583804645
NP_001005751	397.0	2184.0	15.0	71.0	0.5476165513465138			0.5710858321185073
NP_001008212	101.0	546.0	4.0	10.0	0.2552888534647212			0.3036044614532871
NP_001008240	61.0	396.0	11.0	12.0	0.0001269826467090779			0.0014995156662851404
NP_001010883	85.0	481.0	6.0	5.0	0.00312411059810162			0.013560328704192437
NP_001012768	100.0	561.0	11.0	15.0	0.0011027681959619566			0.006864518305096521
NP_001014308	57.0	325.0	4.0	9.0	0.12465183898027231			0.1746866085535055
NP_001014972	152.0	919.0	20.0	37.0	0.00017450223743160703			0.0018899162862949688
NP_001015053	36.0	200.0	5.0	8.0	0.04423728696261639			0.08088104672705629
NP_001015055	97.0	538.0	8.0	18.0	0.05024940437472135			0.0884874379668887
NP_001015877	61.0	343.0	5.0	13.0	0.1770296774792631			0.23077082957118225
NP_001017963	70.0	425.0	6.0	18.0	0.14322711376418995			0.19460469095202118
NP_001018077	110.0	617.0	10.0	23.0	0.027285656608242528			0.05615379518208964
NP_001019837	120.0	700.0	6.0	12.0	0.04055355129102682			0.07590792933961431
NP_001020769	96.0	561.0	6.0	17.0	0.1374251021759897			0.18799379394773377
NP_001026902	66.0	402.0	6.0	18.0	0.14258872233917175			0.19439515116868408
NP_001027454	195.0	1063.0	14.0	33.0	0.0140044475782821			0.036377981675545144
NP_001030128	232.0	1311.0	8.0	25.0	0.1444944104900304			0.19599495206671352
NP_001032622	99.0	549.0	11.0	19.0	0.004492066704937621			0.01734196905800437
NP_001035847	43.0	217.0	6.0	3.0	0.0015011717513383309			0.008735079103802026
NP_001035905	227.0	1327.0	15.0	36.0	0.008127133986678517			0.025162877847995906
NP_001035919	159.0	824.0	9.0	25.0	0.15351125427103335			0.2071756927388904
NP_001035957	127.0	660.0	12.0	22.0	0.008059902582691396			0.025085665790314696
NP_001036214	78.0	442.0	6.0	10.0	0.0266826113039493			0.055652303576808546
NP_001059	263.0	1451.0	11.0	41.0	0.24540866140268658			0.29722949488138356
NP_001073860	196.0	1061.0	5.0	25.0	0.8010612054234236			0.8062729698970015
NP_001073883	141.0	717.0	9.0	26.0	0.16473882293052272			0.21829253269506557
NP_001073884	74.0	426.0	6.0	7.0	0.008266700655672617			0.025433565618793532
NP_001073888	50.0	293.0	5.0	8.0	0.035401730516868235			0.06839510807987838
NP_001073922	87.0	435.0	8.0	15.0	0.04303956394041473			0.07926782074347025
NP_001073964	219.0	1141.0	17.0	65.0	0.2815926245252376			0.32770851810690693
NP_001074419	52.0	342.0	11.0	8.0	1.2919939677254757e-05			0.00030513857531869323
NP_001075019	75.0	448.0	14.0	22.0	0.0004812705013550409			0.003826338738496018
NP_001078846	65.0	417.0	4.0	4.0	0.016259487922931543			0.039806002445469606
NP_001092879	82.0	439.0	9.0	13.0	0.00533895488951887			0.019068710107019788
NP_001092885	122.0	684.0	12.0	22.0	0.006274689306472203			0.0213498962419372
NP_001094089	74.0	426.0	6.0	9.0	0.01818139109542112			0.04281424354728199
NP_001099032	103.0	549.0	5.0	16.0	0.35990166415333935			0.3980730527756632
NP_001103132	66.0	342.0	6.0	7.0	0.012943447074400068			0.034812983769208494
NP_001104488	121.0	676.0	6.0	10.0	0.026974555853887923			0.055970460854449615
NP_001106207	131.0	716.0	13.0	24.0	0.004610793971431524			0.0176307979002834
NP_001106963	152.0	846.0	19.0	26.0	2.293878480520049e-05			0.000449264492648195
NP_001107018	384.0	1979.0	15.0	62.0	0.4348762293741806			0.4681040377848083
NP_001107854	193.0	1057.0	9.0	39.0	0.5420012897713506			0.5667018693833263
NP_001116293	20.0	105.0	4.0	2.0	0.010391383514175682			0.030123757985137445
NP_001119522	105.0	570.0	8.0	25.0	0.21910688780342594			0.2706812783171554
NP_001120982	234.0	1336.0	20.0	52.0	0.006702611197447633			0.02198597850077878
NP_001121902	151.0	846.0	11.0	18.0	0.0028278012140538914			0.012537765105089065
NP_001122390	128.0	706.0	18.0	30.0	0.00039138877769785295			0.0032069917192997545
NP_001123617	171.0	978.0	9.0	21.0	0.03550763390335161			0.06839510807987838
NP_001123910	133.0	816.0	5.0	16.0	0.20509030128573993			0.2581308964458451
NP_001123917	429.0	2413.0	11.0	59.0	0.8659243725389467			0.8680864808349241
NP_001123999	252.0	1423.0	16.0	38.0	0.0067080507256423415			0.02198597850077878
NP_001124317	68.0	417.0	12.0	11.0	3.3740291092129526e-05			0.0005586614051269417
NP_001124427	109.0	531.0	4.0	18.0	0.7789284213571731			0.7867666947796352
NP_001127853	158.0	897.0	13.0	25.0	0.004579635462287445			0.01759544151299913
NP_001128659	107.0	590.0	6.0	17.0	0.23681162987033302			0.28899464219774185
NP_001128690	26.0	151.0	4.0	14.0	0.4887978301103399			0.519186054998152
NP_001128712	87.0	540.0	6.0	8.0	0.009007064651452183			0.026987585504164562
NP_001128716	238.0	1394.0	26.0	58.0	0.0002516566993249718			0.002322762408712096
NP_001129069	129.0	776.0	8.0	17.0	0.021436964965762088			0.048218159292736575
NP_001129119	92.0	496.0	7.0	26.0	0.4605820442200843			0.49247321106355213
NP_001129245	33.0	180.0	5.0	9.0	0.06383605281401127			0.1043259639807624
NP_001131140	70.0	399.0	7.0	12.0	0.019013172525256118			0.04387234924649616
NP_001135452	834.0	4485.0	34.0	110.0	0.014697056424896753			0.0374251138096978
NP_001136040	86.0	426.0	4.0	14.0	0.5250731306330768			0.55115519463838
NP_001136112	88.0	448.0	4.0	14.0	0.5185783501820878			0.5469509596385422
NP_001136402	11.0	71.0	5.0	5.0	0.012733075293794175			0.03457033043180416
NP_001137307	67.0	365.0	7.0	13.0	0.030743861811669666			0.06095634823400183
NP_001138537	15.0	84.0	5.0	1.0	0.0008429521070105587			0.006043665552941773
NP_001138632	22.0	121.0	6.0	7.0	0.01379283004052792			0.03607701147408443
NP_001138829	90.0	485.0	12.0	32.0	0.05649320976364634			0.09527132631225435
NP_001138890	87.0	465.0	10.0	8.0	0.0001765177104260556			0.0018899162862949688
NP_001138926	89.0	481.0	5.0	10.0	0.07634169934525326			0.11880307088030692
NP_001139143	249.0	1417.0	11.0	14.0	0.0005514728809871941			0.004299346829443853
NP_001139267	49.0	253.0	4.0	1.0	0.0035122735713975497			0.014489967770285229
NP_001139400	75.0	428.0	10.0	9.0	0.0002099790943719075			0.0020816446022301448
NP_001139488	73.0	430.0	5.0	12.0	0.1554161450164594			0.20904382654642695
NP_001139542	67.0	370.0	5.0	10.0	0.07318500421410737			0.11614141973108343
NP_001154806	23.0	151.0	5.0	6.0	0.013485565906836083			0.03562141257628084
NP_001154816	28.0	188.0	8.0	10.0	0.002060629644110156			0.01053939875299653
NP_001155856	227.0	1311.0	17.0	25.0	6.334291748605862e-05			0.0008795450774770685
NP_001157632	90.0	521.0	5.0	11.0	0.07924724426631			0.12214114615325705
NP_001157745	197.0	1061.0	12.0	61.0	0.8684832269157785			0.869566123707444
NP_001157789	399.0	2248.0	10.0	55.0	0.8621731366492529			0.8654062859116876
NP_001157918	167.0	835.0	8.0	21.0	0.13197888755037374			0.18147097038176388
NP_001158136	239.0	1374.0	20.0	36.0	0.00019436021077122136			0.0019755854335353263
NP_001159477	100.0	556.0	4.0	12.0	0.29077447842214843			0.3349955612237951
NP_001159581	191.0	997.0	7.0	22.0	0.30328587842222243			0.34593545507534745
NP_001159633	75.0	520.0	8.0	12.0	0.0025413417535728486			0.011748577071171952
NP_001160165	67.0	367.0	7.0	11.0	0.016687352581235753			0.04024007244063756
NP_001161299	67.0	371.0	4.0	10.0	0.2508004220707553			0.3014932650913968
NP_001161744	23.0	122.0	4.0	5.0	0.05106084950810339			0.08971961084246613
NP_001163931	104.0	563.0	8.0	17.0	0.04664549762677228			0.083421680610909
NP_001164100	135.0	765.0	10.0	32.0	0.12687345695333413			0.1768739339123738
NP_001166925	39.0	241.0	6.0	10.0	0.021592361594650625			0.048432028939956566
NP_001167014	21.0	137.0	4.0	2.0	0.0052318659655213			0.018839409732348
NP_001167558	95.0	499.0	5.0	19.0	0.5692658519605546			0.5905949342691541
NP_001171894	194.0	1057.0	12.0	34.0	0.06364813043067305			0.1043259639807624
NP_001171914	228.0	1308.0	16.0	49.0	0.050007402445247186			0.08837689730060592
NP_001171938	19.0	123.0	5.0	3.0	0.002841685241751195			0.012537765105089065
NP_001177344	76.0	396.0	10.0	15.0	0.005016955928880006			0.01822902991353233
NP_001177916	88.0	491.0	9.0	17.0	0.023686435054688582			0.051405965807878186
NP_001180345	111.0	609.0	11.0	21.0	0.011105736048453005			0.031072843369016594
NP_001181875	135.0	751.0	8.0	18.0	0.04935228967032951			0.08748319780413817
NP_001182375	28.0	171.0	7.0	10.0	0.009419477633469666			0.028014224221022746
NP_001182484	111.0	671.0	7.0	17.0	0.06957201195404057			0.11106625367613236
NP_001184033	128.0	691.0	13.0	29.0	0.016372644430344356			0.03984010144717126
NP_001184222	81.0	451.0	5.0	6.0	0.018749102309809508			0.04363921494138271
NP_001185951	96.0	478.0	5.0	13.0	0.21025567895983155			0.26255066934634985
NP_001186064	112.0	607.0	10.0	15.0	0.0035761199001269526			0.014576772993918493
NP_001186127	76.0	419.0	6.0	13.0	0.09998472748473425			0.14840616667327466
NP_001186308	157.0	837.0	12.0	42.0	0.251557269752473			0.3014932650913968
NP_001188267	195.0	1064.0	21.0	37.0	0.0001694477430440696			0.0018898130231164987
NP_001191065	59.0	315.0	6.0	10.0	0.03456996199892142			0.0672155796394511
NP_001191354	84.0	471.0	11.0	28.0	0.040901840699353376			0.07638180949204827
NP_001191397	143.0	726.0	16.0	30.0	0.0040576389914980405			0.015894068830111838
NP_001191676	95.0	484.0	5.0	15.0	0.35499583100795806			0.3937315639494342
NP_001193723	117.0	605.0	8.0	27.0	0.3478133811942767			0.38953158312273944
NP_001193928	41.0	249.0	7.0	10.0	0.008388886081191463			0.025561317611167197
NP_001193937	335.0	1831.0	29.0	53.0	1.927617946965149e-05			0.0004073361082665828
NP_001193980	154.0	831.0	11.0	23.0	0.01588100768409533			0.03935941101953257
NP_001202	25.0	153.0	4.0	8.0	0.0902906462947699			0.13628456574191775
NP_001230685	186.0	977.0	7.0	29.0	0.643421572991774			0.661546124343655
NP_001231509	35.0	188.0	4.0	11.0	0.27913855297809387			0.3253240319904345
NP_001231931	186.0	1016.0	16.0	30.0	0.001572657027466794			0.008956337539403088
NP_001238759	222.0	1187.0	13.0	26.0	0.006910758636909918			0.022466960264933864
NP_001238817	35.0	191.0	8.0	5.0	0.00038492685435298317			0.003186559423148923
NP_001239264	73.0	373.0	12.0	9.0	4.664809109827651e-05			0.0007203541759983853
NP_001240628	206.0	1205.0	10.0	35.0	0.1967684627017885			0.2500080309328104
NP_001240841	116.0	700.0	11.0	26.0	0.016245287744990622			0.039806002445469606
NP_001243111	128.0	729.0	9.0	25.0	0.08578155504652792			0.1303076378641702
NP_001243415	150.0	772.0	5.0	23.0	0.7956498125140768			0.8026467329758841
NP_001243727	39.0	227.0	8.0	4.0	0.00011225600837276832			0.0013453966376616858
NP_001245303	231.0	1263.0	10.0	30.0	0.12010313784630199			0.1703936743649832
NP_001245308	106.0	642.0	9.0	12.0	0.0016780147500633435			0.009279974367712529
NP_001248337	110.0	546.0	5.0	13.0	0.21089063727072932			0.26255066934634985
NP_001252	16.0	102.0	5.0	8.0	0.03560293297308738			0.06839510807987838
NP_001253968	81.0	511.0	17.0	20.0	5.7289278101772495e-06			0.00016687293499281555
NP_001254489	207.0	1114.0	16.0	37.0	0.01175925889861455			0.03244908898827314
NP_001258928	257.0	1328.0	15.0	53.0	0.24011076490793642			0.29125218160282923
NP_001263206	123.0	653.0	13.0	30.0	0.01978959789867565			0.045402991750390136
NP_001264	246.0	1363.0	20.0	58.0	0.02432358383061894			0.05208490084263202
NP_001265138	304.0	1528.0	11.0	39.0	0.33518362581112304			0.3774929193917697
NP_001265309	13.0	76.0	5.0	6.0	0.025181237611776458			0.05363536817574667
NP_001265393	22.0	123.0	5.0	3.0	0.004645430670300639			0.01767905605806357
NP_001265612	69.0	415.0	6.0	17.0	0.13097095979953116			0.18101494099659815
NP_001367	33.0	205.0	4.0	11.0	0.2466453063783666			0.29827738105697044
NP_001370	86.0	482.0	8.0	11.0	0.005343038323884748			0.019068710107019788
NP_001371	75.0	386.0	5.0	5.0	0.015661793224434287			0.039084023207285164
NP_001408	182.0	996.0	16.0	42.0	0.025549449305143898			0.053997165702412864
NP_001422	211.0	1123.0	9.0	29.0	0.1831919970199023			0.23650027911090282
NP_001524	41.0	228.0	9.0	21.0	0.06596220778758172			0.10657475423224974
NP_001531	122.0	650.0	6.0	20.0	0.28683177588200875			0.3318817233908545
NP_001640	211.0	1212.0	28.0	58.0	9.25372972802022e-05			0.001161053901812537
NP_001645	104.0	576.0	11.0	21.0	0.010816898272731261			0.030584398989447897
NP_001737	45.0	241.0	7.0	8.0	0.006573005923530067			0.021864669445825116
NP_001790	32.0	177.0	5.0	7.0	0.03274170335605065			0.06459849581058642
NP_001894	179.0	962.0	12.0	27.0	0.023652348680126757			0.051405965807878186
NP_001931	135.0	750.0	20.0	49.0	0.005899125319718817			0.02050648325426065
NP_001934	95.0	556.0	12.0	9.0	1.2561258835801087e-05			0.00030513857531869323
NP_001950	71.0	363.0	4.0	17.0	0.7627271573897154			0.7762609726032211
NP_001952	75.0	433.0	8.0	19.0	0.0522623523602349			0.09064075366148731
NP_001972	182.0	1031.0	10.0	35.0	0.2030150322106146			0.25672609585058825
NP_001978	207.0	1022.0	16.0	42.0	0.04864146997140137			0.08660554409542195
NP_002056	31.0	192.0	5.0	6.0	0.015170180491049349			0.03806767166972696
NP_002087	156.0	806.0	13.0	28.0	0.01686354641090461			0.04053303948057625
NP_002094	59.0	351.0	4.0	4.0	0.02054750650950334			0.046873999224804494
NP_002105	197.0	1042.0	12.0	26.0	0.02263149814639738			0.04978929592207424
NP_002130	192.0	1125.0	19.0	43.0	0.0016872680668568235			0.009279974367712529
NP_002154	14.0	76.0	4.0	2.0	0.010653218346214775			0.03043323496670224
NP_002264	301.0	1564.0	7.0	31.0	0.658343641335579			0.6751595708716092
NP_002347	168.0	1002.0	19.0	29.0	2.766896430378445e-05			0.0005053897113919479
NP_002365	259.0	1508.0	18.0	25.0	2.009389009323104e-05			0.00041372804474011605
NP_002366	470.0	2486.0	31.0	115.0	0.10563813126308264			0.15451260365073835
NP_002388	50.0	276.0	5.0	10.0	0.0754594961884838			0.11776989526275534
NP_002408	337.0	1627.0	8.0	33.0	0.6763272798007236			0.6909552235114262
NP_002464	175.0	991.0	13.0	31.0	0.017143446974819995			0.04096210309122228
NP_002471	178.0	948.0	8.0	19.0	0.06362435935813092			0.1043259639807624
NP_002473	147.0	761.0	11.0	27.0	0.04633241835963172			0.0832325099391147
NP_002511	154.0	788.0	6.0	24.0	0.6156629735761885			0.6354464881512588
NP_002529	51.0	323.0	4.0	10.0	0.12154354862177462			0.17142442157329613
NP_002607	45.0	277.0	6.0	10.0	0.02123013794013529			0.04796499925424983
NP_002638	12.0	78.0	4.0	2.0	0.0065893524357281165			0.021864669445825116
NP_002758	47.0	256.0	5.0	14.0	0.20682832603526943			0.2591000714607197
NP_002818	43.0	302.0	5.0	2.0	0.0006607384963654226			0.0049338095865272364
NP_002826	181.0	1056.0	21.0	55.0	0.004714745453038648			0.017774369008403915
NP_002861	11.0	66.0	4.0	3.0	0.01742288697860292			0.04127014231214792
NP_002883	68.0	366.0	7.0	15.0	0.06971737995344317			0.11107749226709297
NP_002895	87.0	489.0	8.0	10.0	0.0035367791817881755			0.014489967770285229
NP_002922	64.0	315.0	4.0	8.0	0.23527295231702344			0.28783738939645054
NP_002964	193.0	1017.0	11.0	33.0	0.14155218489452018			0.19331021168418316
NP_003007	111.0	608.0	18.0	40.0	0.004991122175312335			0.01822902991353233
NP_003015	154.0	807.0	9.0	26.0	0.15834820322454157			0.2119267651083436
NP_003061	84.0	485.0	17.0	24.0	7.334174686100292e-05			0.0009498939149900862
NP_003066	93.0	499.0	11.0	22.0	0.01436627014589779			0.03697472733062797
NP_003077	28.0	206.0	5.0	6.0	0.008403720858465928			0.025561317611167197
NP_003080	47.0	256.0	6.0	15.0	0.12848446688179072			0.17850004655030788
NP_003091	59.0	338.0	7.0	11.0	0.014043803635640093			0.036377981675545144
NP_003119	267.0	1521.0	22.0	37.0	3.153640592878661e-05			0.0005505159556699053
NP_003127	24.0	129.0	4.0	5.0	0.04888376878843058			0.08684439455112777
NP_003137	83.0	426.0	4.0	11.0	0.2901481210309795			0.3347542258446502
NP_003147	127.0	702.0	12.0	23.0	0.0074154509129331254			0.023535996375831224
NP_003177	51.0	305.0	7.0	7.0	0.002315323565573362			0.011132963012906644
NP_003194	42.0	230.0	5.0	14.0	0.20583996750037617			0.25866900454272623
NP_003248	366.0	1912.0	23.0	49.0	0.001023009290783629			0.006669948951828207
NP_003371	393.0	2161.0	14.0	57.0	0.31862735432218836			0.36087131949325424
NP_003452	179.0	976.0	7.0	16.0	0.07534157666062336			0.11776989526275534
NP_003463	74.0	458.0	11.0	16.0	0.0008802144427795639			0.006200106996070086
NP_003473	354.0	1848.0	18.0	63.0	0.166000949933094			0.21924138617808303
NP_003565	41.0	247.0	10.0	6.0	2.8247751749312566e-05			0.0005053897113919479
NP_003600	167.0	964.0	19.0	44.0	0.003513171137725552			0.014489967770285229
NP_003602	120.0	683.0	12.0	20.0	0.0019722798987177833			0.010303273883537243
NP_003613	195.0	1017.0	12.0	43.0	0.26356789744715436			0.31078564118952273
NP_003617	170.0	944.0	15.0	33.0	0.007241948019222268			0.023168463185001913
NP_003619	265.0	1476.0	18.0	27.0	6.831965536566225e-05			0.0008993554632561767
NP_003676	72.0	421.0	8.0	12.0	0.006393110700542056			0.021570033161912906
NP_003709	178.0	972.0	11.0	31.0	0.08166354569554776			0.12538399080979895
NP_003734	57.0	338.0	6.0	13.0	0.05269928748506976			0.09084970383756455
NP_003740	254.0	1426.0	19.0	28.0	3.4090172915591704e-05			0.0005586614051269417
NP_003742	43.0	247.0	5.0	12.0	0.15835125661893668			0.2119267651083436
NP_003751	82.0	451.0	5.0	16.0	0.35277617684473817			0.39294396162127887
NP_003759	50.0	274.0	5.0	14.0	0.20442349754479588			0.25769555498975055
NP_003760	67.0	387.0	7.0	17.0	0.07682928106643865			0.11933058548617066
NP_003807	29.0	188.0	5.0	11.0	0.0647018207548584			0.1049607314467703
NP_003852	96.0	481.0	6.0	18.0	0.27205518659768413			0.3189201676466282
NP_003861	53.0	340.0	10.0	10.0	0.00018422134233509426			0.0019211654272088402
NP_003886	92.0	484.0	8.0	22.0	0.1313372823413061			0.18120934316163023
NP_003904	269.0	1358.0	29.0	60.0	0.0002831546376662757			0.0025226262098169867
NP_003913	81.0	520.0	10.0	18.0	0.0034581278409052812			0.014489967770285229
NP_003984	41.0	202.0	6.0	8.0	0.025600646952760073			0.053997165702412864
NP_003989	72.0	408.0	5.0	13.0	0.1750028110542039			0.229245117906241
NP_004028	70.0	371.0	4.0	12.0	0.30696186861343006			0.3486509148937423
NP_004136	191.0	1046.0	22.0	36.0	6.818679668958944e-05			0.0008993554632561767
NP_004299	83.0	478.0	5.0	19.0	0.38642094666901244			0.4230358333261194
NP_004318	125.0	599.0	7.0	13.0	0.06678645615937583			0.10725904859195759
NP_004324	98.0	516.0	6.0	7.0	0.011505477082814457			0.03196850552768169
NP_004371	85.0	452.0	8.0	19.0	0.06637672857625647			0.10702914266412439
NP_004385	53.0	306.0	9.0	17.0	0.022145729003684233			0.049124365718117236
NP_004386	132.0	658.0	6.0	26.0	0.8086300525432482			0.8126782630691217
NP_004392	44.0	244.0	5.0	14.0	0.2014076047101997			0.25509512079225605
NP_004406	285.0	1602.0	14.0	48.0	0.10887191766583806			0.1580906869541916
NP_004414	62.0	366.0	6.0	13.0	0.052948519795741236			0.09084970383756455
NP_004437	129.0	678.0	9.0	31.0	0.2741343286550827			0.3208890173615618
NP_004438	84.0	488.0	4.0	11.0	0.25938607390299406			0.3072079901830446
NP_004450	123.0	763.0	15.0	24.0	0.00019706269345327488			0.0019780167855372468
NP_004505	76.0	435.0	5.0	5.0	0.010728391624529602			0.03044133736571474
NP_004588	21.0	130.0	6.0	4.0	0.0017196691465581975			0.009331226989371806
NP_004630	78.0	408.0	6.0	22.0	0.43372066521642383			0.46748683781045414
NP_004636	81.0	456.0	6.0	15.0	0.11852874827796567			0.16875635614752912
NP_004710	192.0	927.0	15.0	43.0	0.10925747970584965			0.15836418087328025
NP_004726	175.0	953.0	9.0	41.0	0.6894710084263607			0.7034882080894125
NP_004756	76.0	383.0	7.0	19.0	0.18145666878479694			0.23537407304560987
NP_004765	226.0	1170.0	15.0	29.0	0.0036912696549074426			0.014772589137676912
NP_004783	134.0	771.0	21.0	28.0	4.878469720532205e-06			0.0001566964474234944
NP_004801	30.0	171.0	4.0	3.0	0.014727691113156293			0.0374251138096978
NP_004806	132.0	703.0	5.0	11.0	0.15757022261320297			0.211586770499
NP_004808	351.0	1980.0	22.0	52.0	0.0015912565577235855			0.008996334602074687
NP_004831	72.0	395.0	6.0	12.0	0.05284759191615866			0.09084970383756455
NP_004865	27.0	175.0	5.0	5.0	0.008383753861576646			0.025561317611167197
NP_004949	54.0	293.0	4.0	15.0	0.5190244473780439			0.5469509596385422
NP_005057	63.0	319.0	7.0	13.0	0.06127246127834929			0.10201333260919737
NP_005069	181.0	994.0	15.0	22.0	0.00027592357009828365			0.0025178025771468385
NP_005073	34.0	181.0	6.0	17.0	0.23869803203294437			0.2899765805180852
NP_005076	245.0	1270.0	26.0	45.0	6.1205991327302e-05			0.000877650197068277
NP_005086	159.0	824.0	13.0	24.0	0.005767739655409115			0.02013693453605878
NP_005100	43.0	260.0	9.0	10.0	0.0009828601241847522			0.006632241006053412
NP_005110	382.0	2094.0	46.0	96.0	1.0548734256140581e-06			4.235316803840443e-05
NP_005119	135.0	732.0	6.0	18.0	0.25041232493355625			0.3014932650913968
NP_005137	79.0	400.0	4.0	17.0	0.7641510510695773			0.7767256886188235
NP_005262	25.0	156.0	5.0	6.0	0.015688302678310444			0.039084023207285164
NP_005337	39.0	204.0	4.0	8.0	0.12436108229231743			0.17458382706421485
NP_005349	401.0	2205.0	30.0	75.0	0.0008988732395675701			0.006276480098893555
NP_005372	186.0	1023.0	11.0	23.0	0.014482679061081749			0.03711345466633938
NP_005376	121.0	730.0	13.0	27.0	0.00482561503743155			0.017920917216407397
NP_005383	142.0	820.0	14.0	26.0	0.0026009654012027136			0.011934715526661595
NP_005392	125.0	709.0	10.0	16.0	0.003664870467349522			0.014772589137676912
NP_005426	258.0	1452.0	14.0	31.0	0.006328023336862004			0.021440517888186454
NP_005432	60.0	332.0	9.0	11.0	0.0022559161027778463			0.010978791700185517
NP_005446	106.0	599.0	9.0	23.0	0.07535739076059515			0.11776989526275534
NP_005500	127.0	726.0	15.0	27.0	0.0016020869839311086			0.008996334602074687
NP_005511	63.0	389.0	5.0	15.0	0.18744362115582333			0.24082756446100181
NP_005517	97.0	541.0	13.0	13.0	5.680655206680141e-05			0.0008606728548988968
