	NotOutlier_PR Status_Negative	NotOutlier_PR Status_Positive	Outliers_PR Status_Negative	Outliers_PR Status_Positive	fisherp_PR Status_Negative	fisherp_PR Status_Positive	fisherFDR_PR Status_Positive	fisherFDR_PR Status_Negative
NP_001243111	354.0	502.0	28.0	7.0	6.252820521701131e-06			3.519029223841102e-05
NP_001243399	434.0	589.0	28.0	17.0	0.013058103442313392			0.029259824379998526
NP_001245244	153.0	222.0	18.0	11.0	0.03153983111436373			0.060710440483648986
NP_001258898	373.0	516.0	25.0	10.0	0.0007409339169398422			0.0024562466835539977
NP_001258928	667.0	941.0	35.0	10.0	1.705459933344581e-06			1.2506706177860263e-05
NP_001264	707.0	945.0	17.0	18.0	0.49597613435745325			0.5635034014765432
NP_001265138	781.0	1032.0	30.0	39.0	1.0			1.0
NP_001265389	765.0	988.0	65.0	30.0	2.3825561898975962e-06			1.6473674227291954e-05
NP_001265586	138.0	192.0	17.0	5.0	0.001495456881597305			0.004581019814513263
NP_001422	572.0	751.0	24.0	25.0	0.46446242282834993			0.5327009778410459
NP_001509	363.0	470.0	23.0	10.0	0.003831907060769627			0.010190346249519228
NP_001894	501.0	635.0	22.0	22.0	0.44424433488812676			0.5143881772388836
NP_001895	176.0	242.0	23.0	6.0	0.0001400436401120333			0.0005744162865612214
NP_001931	383.0	524.0	27.0	20.0	0.0488932922873237			0.0863662535294331
NP_001978	528.0	701.0	47.0	11.0	8.262269589112074e-09			1.3329794937100814e-07
NP_002105	525.0	708.0	35.0	9.0	1.3295138811531203e-06			1.0054448726220471e-05
NP_002212	372.0	517.0	42.0	10.0	3.1292525519990765e-08			4.3923310494253504e-07
NP_002267	572.0	774.0	25.0	25.0	0.3105027111538307			0.37570828049613514
NP_002289	185.0	231.0	28.0	5.0	5.9711710716557436e-06			3.519029223841102e-05
NP_002347	486.0	691.0	28.0	13.0	0.00103114295067375			0.0033271545875073
NP_002365	657.0	1042.0	98.0	13.0	1.3818756099436207e-25			3.344138976063562e-23
NP_002410	255.0	346.0	30.0	5.0	5.499292276521777e-07			4.928995299697297e-06
NP_002471	491.0	619.0	20.0	23.0	0.8759017529086834			0.9176113601900493
NP_002547	437.0	552.0	21.0	18.0	0.25303351781840705			0.32059744142436913
NP_002568	374.0	495.0	18.0	22.0	0.8707768193244443			0.9162086533761543
NP_003119	750.0	1025.0	38.0	34.0	0.0886020148652096			0.14014174900248838
NP_003147	351.0	475.0	32.0	6.0	3.336740059089337e-07			3.2299643771984783e-06
NP_003248	950.0	1313.0	44.0	43.0	0.12185192097452373			0.17657583757984874
NP_003283	456.0	603.0	21.0	18.0	0.19169380845793954			0.2534967303104993
NP_003371	1099.0	1440.0	38.0	48.0	0.9120535389883415			0.9432348565605925
NP_003452	484.0	654.0	25.0	15.0	0.014499270288646636			0.032191040457362256
NP_003642	229.0	334.0	16.0	6.0	0.0036283679285841527			0.009865899311431068
NP_003812	314.0	416.0	33.0	10.0	2.2952078037177753e-05			0.00011817878478717056
NP_003971	572.0	784.0	56.0	11.0	1.2800084880247377e-11			6.19524108203973e-10
NP_004136	534.0	720.0	23.0	18.0	0.1081279231737066			0.16191125882263302
NP_004324	263.0	331.0	15.0	18.0	1.0			1.0
NP_004386	354.0	440.0	17.0	11.0	0.12116660409036387			0.17657583757984874
NP_004406	807.0	1054.0	45.0	43.0	0.15447168516371645			0.21119857519558974
NP_004808	973.0	1355.0	60.0	17.0	2.610352028903183e-10			5.742774463587002e-09
NP_004841	154.0	188.0	12.0	4.0	0.021674585481123457			0.044077728457410724
NP_005076	661.0	884.0	23.0	18.0	0.10955617174846444			0.16203074563519396
NP_005110	1086.0	1440.0	40.0	52.0	1.0			1.0
NP_005327	311.0	407.0	29.0	9.0	7.807369409012503e-05			0.00033738989231804026
NP_005349	1130.0	1463.0	73.0	45.0	0.00013150432838132951			0.0005583166222505569
NP_005372	511.0	682.0	35.0	15.0	0.00020919769283285792			0.0008299318305828134
NP_005409	524.0	677.0	26.0	18.0	0.04548561030884401			0.08214565443836007
NP_005426	716.0	979.0	29.0	31.0	0.3552678246536605			0.4173534639135235
NP_005427	431.0	542.0	24.0	15.0	0.04756567973588881			0.08526588515618586
NP_005545	234.0	299.0	42.0	11.0	8.876106661183935e-07			6.929089716150041e-06
NP_005624	245.0	364.0	24.0	7.0	5.303784751051389e-05			0.00024682998264508385
NP_005641	624.0	818.0	29.0	8.0	2.9234219568177704e-05			0.00014438124766324499
NP_005742	330.0	437.0	24.0	18.0	0.07997725706649761			0.1298959477187411
NP_005804	331.0	445.0	20.0	12.0	0.029530940624890735			0.0581015254571021
NP_005900	2336.0	3122.0	185.0	110.0	3.114947461398974e-11			9.422716070731896e-10
NP_005959	372.0	487.0	22.0	18.0	0.1915941166343404			0.2534967303104993
NP_006258	1770.0	2330.0	65.0	56.0	0.025212667811177158			0.050012013199220266
NP_006319	559.0	704.0	27.0	19.0	0.06911402194701022			0.11455885829572927
NP_006448	575.0	796.0	35.0	26.0	0.02372951976521418			0.04785453152651526
NP_006460	172.0	238.0	23.0	2.0	6.819694977886872e-07			5.6909178780986995e-06
NP_006654	665.0	900.0	35.0	24.0	0.015247145699673148			0.03294472552965091
NP_006725	340.0	494.0	23.0	6.0	6.152392153059488e-05			0.0002757183150074807
NP_008835	223.0	295.0	15.0	10.0	0.10286108270441163			0.15660823541793326
NP_008872	83.0	112.0	22.0	0.0	3.267023094613897e-08			4.3923310494253504e-07
NP_009057	291.0	358.0	18.0	12.0	0.1328946967702131			0.1880731965987811
NP_009131	1265.0	1682.0	81.0	42.0	6.314511398030225e-07			5.457541994011837e-06
NP_009178	686.0	863.0	26.0	31.0	0.8923493974501133			0.9308127335471009
NP_009298	251.0	351.0	17.0	7.0	0.005766398577575144			0.014536129747637341
NP_036252	361.0	472.0	17.0	21.0	0.8686888895781744			0.9162086533761543
NP_036253	497.0	656.0	41.0	14.0	5.150960158276494e-06			3.116330895757279e-05
NP_036288	679.0	949.0	39.0	33.0	0.03862764310213474			0.07246426070322952
NP_036387	318.0	424.0	19.0	23.0	0.7520092445341187			0.8052488370675076
NP_036439	319.0	440.0	16.0	9.0	0.03853605035217473			0.07246426070322952
NP_036441	550.0	750.0	32.0	20.0	0.00663763364699843			0.016225326692662828
NP_036565	1006.0	1365.0	41.0	43.0	0.26248390265302496			0.3274283734125363
NP_037450	683.0	939.0	41.0	25.0	0.0014505634749340805			0.004500466165821122
NP_054706	701.0	883.0	26.0	22.0	0.18658535577773194			0.24946771324978526
NP_054749	423.0	547.0	23.0	26.0	0.6604831146136882			0.7103862832733892
NP_054908	498.0	646.0	25.0	24.0	0.307484288546644			0.3739256172275771
NP_055144	482.0	603.0	22.0	20.0	0.34423205957419			0.4083537177301666
NP_055160	1058.0	1392.0	40.0	32.0	0.04045019046919228			0.0747247793400346
NP_055205	200.0	265.0	19.0	4.0	0.0003310101401644023			0.001195588864474408
NP_055412	381.0	539.0	25.0	12.0	0.002008906745018051			0.005787564670171052
NP_055418	162.0	238.0	22.0	7.0	0.000307690638449912			0.0011455559154596724
NP_055446	431.0	582.0	15.0	14.0	0.34595362837174143			0.4083940393461533
NP_055456	878.0	1227.0	46.0	48.0	0.16684044772535706			0.22430771305298006
NP_055542	354.0	499.0	19.0	17.0	0.2270988734952086			0.2937333945342392
NP_055554	1073.0	1432.0	33.0	39.0	0.6304988224451535			0.6842184530570724
