	NotOutlier_ER Status_Negative	NotOutlier_ER Status_Positive	Outliers_ER Status_Negative	Outliers_ER Status_Positive	fisherp_ER Status_Negative	fisherp_ER Status_Positive	fisherFDR_ER Status_Positive	fisherFDR_ER Status_Negative
NP_055527	136.0	295.0	7.0	18.0		0.826546031506205	0.9669786096747349	
NP_055542	268.0	579.0	8.0	34.0		0.0899832226787248	0.3097993809367525	
NP_055599	582.0	1334.0	17.0	50.0		0.41934470283514347	0.7173387289980443	
NP_055601	576.0	1297.0	19.0	51.0		0.5980332407687421	0.8142712487303212	
NP_055625	326.0	708.0	11.0	32.0		0.502871704118067	0.7484069146514589	
NP_055627	887.0	1803.0	21.0	92.0		0.0009857680770199886	0.056506677654014605	
NP_055662	456.0	986.0	12.0	54.0		0.0205680928101534	0.15240754678336813	
NP_055726	283.0	640.0	14.0	37.0		0.7549674739402605	0.9199441859172275	
NP_055816	638.0	1484.0	31.0	80.0		0.6719853372724288	0.8849642966265319	
NP_055820	721.0	1624.0	20.0	50.0		0.7928928778683083	0.9385469051349391	
NP_055869	246.0	517.0	4.0	27.0		0.028199292202764268	0.17499345433807276	
NP_055872	367.0	768.0	6.0	30.0		0.04705275161547125	0.21395685168544473	
NP_055915	227.0	540.0	9.0	34.0		0.30025510202641226	0.6025407616478614	
NP_055927	498.0	1145.0	18.0	46.0		0.7824167409000615	0.9381215649597753	
NP_055940	527.0	1148.0	22.0	59.0		0.4628567987243343	0.7290750881866964	
NP_055987	446.0	981.0	11.0	36.0		0.33581086896351753	0.6372473970095096	
NP_056023	260.0	581.0	13.0	32.0		0.8691519148422004	0.9732476443183979	
NP_056056	364.0	751.0	2.0	26.0		0.003261737021690199	0.06854493692534694	
NP_056060	301.0	661.0	6.0	26.0		0.1727789552107774	0.4626034718194931	
NP_056134	383.0	926.0	10.0	29.0		0.7224777831220928	0.9047481440824977	
NP_056171	714.0	1570.0	15.0	38.0		0.7645602838863024	0.9259247659125571	
NP_056181	104.0	207.0	6.0	23.0		0.21324424905360517	0.5038418041364593	
NP_056193	427.0	923.0	14.0	42.0		0.3776986186830747	0.6738059664184388	
NP_056224	236.0	519.0	10.0	23.0		1.0	1.0	
NP_056258	157.0	350.0	5.0	20.0		0.2758526422697291	0.5803847943292147	
NP_056261	334.0	711.0	7.0	28.0		0.14419808910373313	0.40719680039801637	
NP_056272	400.0	880.0	6.0	30.0		0.06784484370458262	0.2725101222134068	
NP_056364	454.0	989.0	16.0	38.0		0.8816167266500654	0.9732476443183979	
NP_056371	779.0	1679.0	28.0	85.0		0.1462389854544574	0.40719680039801637	
NP_056390	334.0	741.0	9.0	25.0		0.7069309810445161	0.892655927891552	
NP_056393	207.0	434.0	4.0	23.0		0.05893151511312837	0.2536159846832846	
NP_056986	250.0	537.0	5.0	24.0		0.10648189955576506	0.3467856458505321	
NP_056988	337.0	689.0	9.0	32.0		0.17408240682006654	0.4626034718194931	
NP_057269	229.0	487.0	9.0	23.0		0.7031237777154475	0.892655927891552	
NP_057332	511.0	1112.0	13.0	40.0		0.3660778035760795	0.6633439899386102	
NP_057404	477.0	1014.0	12.0	47.0		0.06357220239790162	0.26428456247278	
NP_057427	331.0	731.0	2.0	30.0		0.001415710230971359	0.056506677654014605	
NP_057541	258.0	583.0	11.0	27.0		1.0	1.0	
NP_057562	297.0	669.0	13.0	38.0		0.5326829006612457	0.7569235471418839	
NP_057591	508.0	1072.0	9.0	50.0		0.006171988239339886	0.09916327771206083	
NP_060110	443.0	952.0	11.0	37.0		0.21029421925174485	0.5017911568284209	
NP_060130	188.0	415.0	8.0	26.0		0.4458170062927307	0.7173387289980443	
NP_060275	188.0	416.0	8.0	19.0		1.0	1.0	
NP_060439	379.0	791.0	21.0	54.0		0.5237204404591327	0.7569235471418839	
NP_060493	211.0	486.0	4.0	26.0		0.06360375362415452	0.26428456247278	
NP_060537	672.0	1473.0	30.0	84.0		0.299175334081965	0.6025407616478614	
NP_060621	479.0	1065.0	9.0	43.0		0.04530244350682171	0.20995940163738525	
NP_060700	158.0	356.0	2.0	17.0		0.07350715525143628	0.28644396081804874	
NP_060733	296.0	685.0	14.0	37.0		0.7556090612903218	0.9199441859172275	
NP_060757	311.0	712.0	9.0	25.0		0.7074576026028483	0.892655927891552	
NP_060873	294.0	628.0	7.0	29.0		0.14304626790083105	0.40719680039801637	
NP_061173	386.0	862.0	17.0	40.0		1.0	1.0	
NP_061322	428.0	937.0	21.0	50.0		0.7944546416909858	0.9385469051349391	
NP_062565	454.0	966.0	9.0	35.0		0.1374588837566396	0.40719680039801637	
NP_062817	440.0	870.0	6.0	39.0		0.0034130259049965283	0.06854493692534694	
NP_064504	458.0	968.0	7.0	27.0		0.19277059458756285	0.4861223634890433	
NP_065770	468.0	1045.0	14.0	43.0		0.38023905158882854	0.6738059664184388	
NP_065805	480.0	1029.0	15.0	56.0		0.06636927446024589	0.27110161262575017	
NP_065816	291.0	604.0	11.0	37.0		0.20403925828128594	0.4967016287453526	
NP_065823	268.0	589.0	6.0	35.0		0.023684487933924275	0.16788122329634558	
NP_065875	496.0	1071.0	10.0	40.0		0.08893708102518356	0.3097993809367525	
NP_065883	485.0	1105.0	21.0	48.0		1.0	1.0	
NP_065897	341.0	773.0	8.0	29.0		0.27935533668958057	0.5803847943292147	
NP_065953	630.0	1414.0	17.0	40.0		1.0	1.0	
NP_066997	275.0	606.0	11.0	28.0		0.8598250303660655	0.9732476443183979	
NP_067051	433.0	950.0	22.0	54.0		0.7048355393175509	0.892655927891552	
NP_067643	457.0	991.0	16.0	37.0		0.8815996245406205	0.9732476443183979	
NP_068375	82.0	144.0	4.0	18.0		0.10374310091079907	0.3432298551174463	
NP_068506	701.0	1485.0	11.0	46.0		0.04344513138580538	0.20610794094441182	
NP_073153	166.0	337.0	3.0	21.0		0.04241097562602811	0.20610794094441182	
NP_073568	347.0	803.0	19.0	47.0		0.8907051949713403	0.9757270544913318	
NP_073585	519.0	1135.0	18.0	50.0		0.4258614008444643	0.7173387289980443	
NP_073589	82.0	176.0	5.0	17.0		0.4760530854441614	0.7354409845643776	
NP_073605	295.0	697.0	20.0	52.0		0.7901816751890016	0.9385469051349391	
NP_077003	256.0	550.0	8.0	34.0		0.08924037511086293	0.3097993809367525	
NP_078772	293.0	667.0	17.0	42.0		0.884403461019623	0.9732476443183979	
NP_079052	420.0	903.0	11.0	30.0		0.6098891436721876	0.8257487844100968	
NP_079410	138.0	293.0	6.0	27.0		0.118857866010809	0.3769045487974338	
NP_079440	227.0	526.0	7.0	22.0		0.5433517579068295	0.7569235471418839	
NP_079527	211.0	460.0	3.0	27.0		0.013514679757700182	0.1311035945154436	
